Tarih,TP_FG_I8
2010-11-01,1506880.3
2010-12-01,1435194.6
2011-01-01,1456705.7
2011-02-01,1490747.0
2011-03-01,1484508.8
2011-04-01,1431806.6
2011-05-01,1460930.5
2011-06-01,1474412.9
2011-07-01,1474412.9
2011-08-01,1474412.9
2011-09-01,1532773.2
2011-10-01,1532806.7
2011-11-01,1554646.7
2011-12-01,1580625.3
2012-01-01,1539040.4
2012-02-01,1604165.3
2012-03-01,1582062.6
2012-04-01,1631958.1
2012-05-01,1761629.4
2012-06-01,1776129.4
2012-07-01,1778319.4
2012-08-01,1736767.0
2012-09-01,1751596.4
2012-10-01,1757733.5
2012-11-01,1725789.5
2012-12-01,1731758.9
2013-01-01,1767574.9
2013-02-01,1695889.1
2013-03-01,1817289.3
2013-04-01,1729470.2
2013-05-01,1876520.7
2013-06-01,1876520.7
2013-07-01,1876520.7
2013-08-01,1910454.7
2013-09-01,1928896.9
2013-10-01,1932930.2
2013-11-01,1945556.6
2013-12-01,1945556.6
2014-01-01,1968684.9
2014-02-01,1968684.9
2014-03-01,1975807.0
2014-04-01,2002265.7
2014-05-01,2009725.8
2014-06-01,2009725.8
2014-07-01,2009725.8
2014-08-01,2033443.2
2014-09-01,2050467.2
2014-10-01,2066873.8
2014-11-01,2140400.5
2014-12-01,2109635.6
2015-01-01,2165852.4
2015-02-01,2138049.3
2015-03-01,2176447.1
2015-04-01,2189807.7
2015-05-01,2212880.7
2015-06-01,2188991.5
2015-07-01,2197722.0
2015-08-01,2322846.8
2015-09-01,2299890.3
2015-10-01,2417837.3
2015-11-01,2273941.9
2015-12-01,2258017.6
2016-01-01,2198143.1
2016-02-01,2231301.8
2016-03-01,2301176.6
2016-04-01,2458788.8
2016-05-01,2544289.0
2016-06-01,2540843.6
2016-07-01,2561167.8
2016-08-01,2439078.4
2016-09-01,2497078.2
2016-10-01,2492238.7
2016-11-01,2505159.4
2016-12-01,2515926.3
2017-01-01,2541434.0
2017-02-01,2555396.2
2017-03-01,2557451.3
2017-04-01,2528934.2
2017-05-01,2576570.7
2017-06-01,2597928.5
2017-07-01,2615626.6
2017-08-01,2548455.0
2017-09-01,2821813.2
2017-10-01,3002342.1
2017-11-01,3011553.4
2017-12-01,2909080.0
2018-01-01,2862906.1
2018-02-01,2938359.1
2018-03-01,3018690.5
2018-04-01,3062465.5
2018-05-01,2912146.6
2018-06-01,2965955.0
2018-07-01,3040719.1
2018-08-01,3314826.7
2018-09-01,3792269.3
2018-10-01,3870327.7
2018-11-01,3841929.7
2018-12-01,3877093.9
2019-01-01,3812663.3
2019-02-01,3872681.9
2019-03-01,3837093.9
2019-04-01,3967329.7
2019-05-01,4054774.0
2019-06-01,4080847.0
2019-07-01,4126381.8
2019-08-01,4136899.5
2019-09-01,4390850.7
2019-10-01,4303733.4
2019-11-01,4232658.9
2019-12-01,4272825.8
2020-01-01,4222132.9
2020-02-01,4296883.1
2020-03-01,4288360.7
2020-04-01,4249055.8
2020-05-01,4255525.7
2020-06-01,4362885.7
2020-07-01,4512893.8
2020-08-01,4552442.0
2020-09-01,5005727.4
2020-10-01,5018798.6
2020-11-01,5014664.4
2020-12-01,4897429.6
2021-01-01,4898485.1
2021-02-01,4896395.7
2021-03-01,4888156.4
2021-04-01,4911037.9
2021-05-01,4893766.1
2021-06-01,5003056.2
2021-07-01,5049668.9
2021-08-01,5095541.4
2021-09-01,5541645.9
2021-10-01,5711563.7
2021-11-01,5958901.5
2021-12-01,5976200.7
2022-01-01,6253322.3
2022-02-01,6396654.7
2022-03-01,7481089.4
2022-04-01,7722239.4
2022-05-01,8554368.2
2022-06-01,8824696.0
2022-07-01,9218466.6
2022-08-01,10313630.2
2022-09-01,11557293.3
2022-10-01,11822594.1
2022-11-01,12103927.8
2022-12-01,12149811.8
2023-01-01,12621850.4
2023-02-01,13139263.1
2023-03-01,12674121.1
2023-04-01,13952879.1
2023-05-01,14879381.6
2023-06-01,15772378.8
2023-07-01,18077085.9
2023-08-01,19017240.3
2023-09-01,21122180.9
2023-10-01,20979096.0
2023-11-01,21950313.9
2023-12-01,22836903.7
2024-01-01,23562418.9
2024-02-01,25113714.9
2024-03-01,25149454.9
2024-04-01,26154383.1
2024-05-01,27953160.2
2024-06-01,28683665.8
2024-07-01,31079408.6
2024-08-01,31615447.9
2024-09-01,36820682.6
2024-10-01,37170744.8
2024-11-01,36817742.7
2024-12-01,37887964.0
2025-01-01,37921495.5
2025-02-01,39563123.0
2025-03-01,38768413.6
2025-04-01,40296506.9
2025-05-01,41334717.1
2025-06-01,41681635.6
2025-07-01,42982820.9
2025-08-01,44398318.6
2025-09-01,46784270.0
