Tarih,TP_FG_I8
2000-01-01,208330.8
2000-02-01,210295.8
2000-03-01,219066.7
2000-04-01,209778.5
2000-05-01,211338.3
2000-06-01,212012.4
2000-07-01,219940.9
2000-08-01,231059.8
2000-09-01,239891.4
2000-10-01,249772.3
2000-11-01,253570.9
2000-12-01,260861.0
2001-01-01,263012.9
2001-02-01,263087.8
2001-03-01,274531.2
2001-04-01,290117.9
2001-05-01,295433.8
2001-06-01,299272.9
2001-07-01,297119.3
2001-08-01,331482.4
2001-09-01,371307.9
2001-10-01,386344.6
2001-11-01,386130.2
2001-12-01,390048.5
2002-01-01,402454.7
2002-02-01,401613.1
2002-03-01,449693.5
2002-04-01,452227.4
2002-05-01,458903.7
2002-06-01,458903.7
2002-07-01,473890.2
2002-08-01,515121.7
2002-09-01,533219.8
2002-10-01,534350.2
2002-11-01,534812.9
2002-12-01,535645.8
2003-01-01,537538.6
2003-02-01,527051.9
2003-03-01,528388.2
2003-04-01,533856.8
2003-05-01,538868.7
2003-06-01,539052.8
2003-07-01,539917.8
2003-08-01,565010.9
2003-09-01,603013.5
2003-10-01,608381.4
2003-11-01,613206.7
2003-12-01,613206.7
2004-01-01,613847.3
2004-02-01,644679.9
2004-03-01,644679.9
2004-04-01,666479.6
2004-05-01,666779.2
2004-06-01,667153.7
2004-07-01,667866.6
2004-08-01,667350.7
2004-09-01,695831.9
2004-10-01,691702.8
2004-11-01,693471.1
2004-12-01,711268.7
2005-01-01,716835.6
2005-02-01,718834.1
2005-03-01,739424.1
2005-04-01,747499.1
2005-05-01,762581.7
2005-06-01,775681.7
2005-07-01,789870.8
2005-08-01,800800.1
2005-09-01,870728.3
2005-10-01,865350.5
2005-11-01,874277.6
2005-12-01,897617.2
2006-01-01,862661.7
2006-02-01,901373.7
2006-03-01,901042.4
2006-04-01,898486.2
2006-05-01,934355.9
2006-06-01,937207.4
2006-07-01,939849.6
2006-08-01,916705.8
2006-09-01,946397.5
2006-10-01,944244.1
2006-11-01,962224.3
2006-12-01,977927.4
2007-01-01,967171.9
2007-02-01,953673.7
2007-03-01,959041.7
2007-04-01,955874.7
2007-05-01,1014233.3
2007-06-01,1014780.8
2007-07-01,1015328.3
2007-08-01,1011316.2
2007-09-01,1038577.2
2007-10-01,1039672.1
2007-11-01,1080104.9
2007-12-01,1021473.4
2008-01-01,1016084.2
2008-02-01,1017298.2
2008-03-01,1048408.7
2008-04-01,1056273.9
2008-05-01,1085774.7
2008-06-01,1097010.0
2008-07-01,1115343.5
2008-08-01,1237234.4
2008-09-01,1177270.8
2008-10-01,1162242.8
2008-11-01,1209274.5
2008-12-01,1218969.4
2009-01-01,1267755.0
2009-02-01,1228019.5
2009-03-01,1208919.3
2009-04-01,1305254.8
2009-05-01,1353357.8
2009-06-01,1370383.0
2009-07-01,1370740.0
2009-08-01,1340292.7
2009-09-01,1348171.9
2009-10-01,1375988.5
2009-11-01,1369266.3
2009-12-01,1326395.0
2010-01-01,1338012.0
2010-02-01,1401693.1
2010-03-01,1307259.3
2010-04-01,1317426.9
2010-05-01,1308887.1
2010-06-01,1334738.1
2010-07-01,1364698.9
2010-08-01,1418419.5
2010-09-01,1500407.6
2010-10-01,1481585.3
