Tarih,TP_FG_I7
2008-07-01,1471212.1
2008-08-01,1458579.9
2008-09-01,1455172.7
2008-10-01,1451278.7
2008-11-01,1441057.1
2008-12-01,1432782.5
2009-01-01,1418290.0
2009-02-01,1418290.0
2009-03-01,1423644.2
2009-04-01,1425104.5
2009-05-01,1427734.0
2009-06-01,1500046.2
2009-07-01,1503535.3
2009-08-01,1512712.2
2009-09-01,1531515.9
2009-10-01,1535278.4
2009-11-01,1536620.4
2009-12-01,1545122.3
2010-01-01,1558579.6
2010-02-01,1560039.9
2010-03-01,1579109.4
2010-04-01,1579109.4
2010-05-01,1586486.3
2010-06-01,1595954.6
2010-07-01,1595631.8
2010-08-01,1585960.7
2010-09-01,1587907.7
2010-10-01,1589854.6
2010-11-01,1641909.9
2010-12-01,1657051.8
2011-01-01,1659367.1
2011-02-01,1669643.2
2011-03-01,1681130.0
2011-04-01,1702439.9
2011-05-01,1693795.4
2011-06-01,1694835.4
2011-07-01,1709374.0
2011-08-01,1744077.5
2011-09-01,1753106.8
2011-10-01,1750173.5
2011-11-01,1743429.1
2011-12-01,1755971.6
2012-01-01,1835309.1
2012-02-01,1905434.7
2012-03-01,1914196.0
2012-04-01,1917044.6
2012-05-01,1906704.8
2012-06-01,1903101.8
2012-07-01,1907482.5
2012-08-01,1934653.3
2012-09-01,2010972.1
2012-10-01,2019385.6
2012-11-01,2010624.2
2012-12-01,2014031.4
2013-01-01,2021575.3
2013-02-01,2033957.0
2013-03-01,2029089.5
2013-04-01,2020230.8
2013-05-01,2098423.3
2013-06-01,2098423.3
2013-07-01,2108158.1
2013-08-01,2115535.9
2013-09-01,2113281.3
2013-10-01,2120761.6
2013-11-01,2120274.9
2013-12-01,2128062.8
2014-01-01,2136234.9
2014-02-01,2136234.9
2014-03-01,2134287.9
2014-04-01,2159174.7
2014-05-01,2169356.0
2014-06-01,2242754.4
2014-07-01,2239833.9
2014-08-01,2237400.2
2014-09-01,2230004.7
2014-10-01,2229542.7
2014-11-01,2222501.1
2014-12-01,2200069.1
2015-01-01,2192832.9
2015-02-01,2203768.4
2015-03-01,2205228.6
2015-04-01,2218013.7
2015-05-01,2237195.6
2015-06-01,2242192.8
2015-07-01,2264085.3
2015-08-01,2255146.5
2015-09-01,2252712.8
2015-10-01,2245898.4
2015-11-01,2241517.7
2015-12-01,2241647.4
2016-01-01,2235140.3
2016-02-01,2288416.0
2016-03-01,2301071.3
2016-04-01,2302531.6
2016-05-01,2307353.4
2016-06-01,2302972.7
2016-07-01,2334613.0
2016-08-01,2318328.5
2016-09-01,2363363.0
2016-10-01,2363872.8
2016-11-01,2333534.4
2016-12-01,2372827.7
2017-01-01,2395114.0
2017-02-01,2387196.3
2017-03-01,2370076.7
2017-04-01,2380120.3
2017-05-01,2380297.9
2017-06-01,2374677.9
2017-07-01,2498964.4
2017-08-01,2511618.6
2017-09-01,2515999.3
2017-10-01,2510222.5
2017-11-01,2532220.0
2017-12-01,2539261.6
2018-01-01,2649125.8
2018-02-01,2621866.6
2018-03-01,2633612.1
2018-04-01,2659008.7
2018-05-01,2664724.7
2018-06-01,2692956.0
2018-07-01,2694431.6
2018-08-01,2736527.0
2018-09-01,2736063.6
2018-10-01,2747387.1
2018-11-01,2696414.1
2018-12-01,2683401.8
2019-01-01,2731804.4
2019-02-01,2712098.7
2019-03-01,2742822.8
2019-04-01,2816849.9
2019-05-01,2893361.0
2019-06-01,2847276.4
2019-07-01,2855551.0
2019-08-01,2836081.2
2019-09-01,3054199.7
2019-10-01,3051212.4
2019-11-01,3046306.1
2019-12-01,3032134.2
2020-01-01,3048530.2
2020-02-01,3357861.4
2020-03-01,3313096.4
2020-04-01,3310532.9
2020-05-01,3684972.3
2020-06-01,3551855.2
2020-07-01,3587259.3
2020-08-01,3549143.5
2020-09-01,3502581.4
2020-10-01,3515595.0
2020-11-01,3562730.7
2020-12-01,3583444.1
2021-01-01,3749380.6
2021-02-01,3745470.7
2021-03-01,3738007.3
2021-04-01,3738137.1
2021-05-01,3828677.9
2021-06-01,4001451.3
2021-07-01,4008829.1
2021-08-01,4193982.7
2021-09-01,4188242.4
2021-10-01,4248283.2
2021-11-01,4370126.1
2021-12-01,4597817.6
2022-01-01,5896208.4
2022-02-01,6000042.9
2022-03-01,6789997.0
2022-04-01,8431589.7
2022-05-01,8536137.5
2022-06-01,9000428.2
2022-07-01,8792242.9
2022-08-01,8783345.7
2022-09-01,8754294.4
2022-10-01,8735323.0
2022-11-01,8801714.9
2022-12-01,8504404.8
2023-01-01,10508311.0
2023-02-01,10677945.5
2023-03-01,10855932.3
2023-04-01,11113033.7
2023-05-01,11283073.5
2023-06-01,11870621.8
2023-07-01,13139875.3
2023-08-01,17313502.0
2023-09-01,17797653.4
2023-10-01,17429012.5
2023-11-01,17385835.2
2023-12-01,17591579.2
2024-01-01,21090494.6
2024-02-01,21085361.6
2024-03-01,21397335.8
2024-04-01,22040377.1
2024-05-01,22008118.6
2024-06-01,23140395.3
2024-07-01,25572069.3
2024-08-01,26443451.8
2024-09-01,26412857.0
2024-10-01,26216824.9
2024-11-01,25988191.3
2024-12-01,26113065.7
2025-01-01,32924802.1
2025-02-01,32324709.7
2025-03-01,33440291.9
2025-04-01,32888560.0
2025-05-01,33783796.0
2025-06-01,33680731.8
2025-07-01,33754167.4
2025-08-01,34447490.8
2025-09-01,39359068.5
