Tarih,TP_FG_I6
2009-08-01,1369672.6
2009-09-01,1374350.0
2009-10-01,1379920.6
2009-11-01,1383341.3
2009-12-01,1385765.3
2010-01-01,1412566.9
2010-02-01,1421709.0
2010-03-01,1425504.0
2010-04-01,1434122.2
2010-05-01,1440365.1
2010-06-01,1456214.8
2010-07-01,1472327.9
2010-08-01,1489254.0
2010-09-01,1489254.0
2010-10-01,1489708.8
2010-11-01,1489708.8
2010-12-01,1491581.6
2011-01-01,1853795.1
2011-02-01,2032016.5
2011-03-01,2129485.1
2011-04-01,2242665.6
2011-05-01,2276264.6
2011-06-01,2282127.2
2011-07-01,2282617.1
2011-08-01,2284593.9
2011-09-01,2288725.6
2011-10-01,2299466.0
2011-11-01,2300142.3
2011-12-01,2301970.0
2012-01-01,2455533.3
2012-02-01,2462543.7
2012-03-01,2463899.0
2012-04-01,2465242.3
2012-05-01,2478268.2
2012-06-01,2472036.0
2012-07-01,2478484.7
2012-08-01,2478542.3
2012-09-01,2487848.2
2012-10-01,2490913.8
2012-11-01,2491018.1
2012-12-01,2492684.9
2013-01-01,2730575.6
2013-02-01,2734545.1
2013-03-01,2737055.6
2013-04-01,2738764.7
2013-05-01,2759514.5
2013-06-01,2761257.8
2013-07-01,2762563.6
2013-08-01,2775593.4
2013-09-01,2776600.8
2013-10-01,2776946.8
2013-11-01,2781517.9
2013-12-01,2809919.8
2014-01-01,2995384.3
2014-02-01,3001473.4
2014-03-01,3005881.4
2014-04-01,3008793.1
2014-05-01,3009020.5
2014-06-01,3009454.4
2014-07-01,3033819.1
2014-08-01,3035763.3
2014-09-01,3049065.3
2014-10-01,3069849.8
2014-11-01,3095856.8
2014-12-01,3121110.0
2015-01-01,3519077.9
2015-02-01,3555830.0
2015-03-01,3574065.2
2015-04-01,3584622.6
2015-05-01,3636726.4
2015-06-01,3665149.3
2015-07-01,3682437.2
2015-08-01,3730190.2
2015-09-01,3732550.3
2015-10-01,3695518.1
2015-11-01,3699056.0
2015-12-01,3701650.0
2016-01-01,3703531.0
2016-02-01,3944027.7
2016-03-01,3954828.8
2016-04-01,3956552.4
2016-05-01,3959113.9
2016-06-01,3969577.6
2016-07-01,3973182.9
2016-08-01,3991098.6
2016-09-01,3993791.0
2016-10-01,3995286.3
2016-11-01,3995542.6
2016-12-01,4007224.8
2017-01-01,4215788.9
2017-02-01,4247708.0
2017-03-01,4325362.6
2017-04-01,4340547.5
2017-05-01,4343243.7
2017-06-01,4353866.6
2017-07-01,4359101.5
2017-08-01,4359155.0
2017-09-01,4362629.6
2017-10-01,4374530.3
2017-11-01,4554572.0
2017-12-01,4593470.3
2018-01-01,4897103.0
2018-02-01,4915471.7
2018-03-01,4914966.5
2018-04-01,4923018.6
2018-05-01,4990899.9
2018-06-01,5122477.5
2018-07-01,5127237.2
2018-08-01,5177556.1
2018-09-01,5394610.1
2018-10-01,5442162.9
2018-11-01,5444142.2
2018-12-01,5505737.9
2019-01-01,5964804.9
2019-02-01,6024445.0
2019-03-01,6015635.3
2019-04-01,6188791.7
2019-05-01,6207637.2
2019-06-01,6213240.1
2019-07-01,6260639.6
2019-08-01,6221942.9
2019-09-01,6291643.5
2019-10-01,6300253.8
2019-11-01,6343532.1
2019-12-01,6369880.9
2020-01-01,6950124.8
2020-02-01,7016919.8
2020-03-01,7050989.1
2020-04-01,7051703.5
2020-05-01,7122002.4
2020-06-01,7160343.5
2020-07-01,7175040.7
2020-08-01,7195657.2
2020-09-01,7251779.9
2020-10-01,7283351.6
2020-11-01,7316771.2
2020-12-01,7356012.6
2021-01-01,8296546.7
2021-02-01,8382565.9
2021-03-01,8425125.0
2021-04-01,8428693.3
2021-05-01,8435347.9
2021-06-01,8448800.8
2021-07-01,8482686.8
2021-08-01,8495956.5
2021-09-01,8507988.9
2021-10-01,8556381.9
2021-11-01,8652933.7
2021-12-01,8759165.7
2022-01-01,11207990.9
2022-02-01,11604286.5
2022-03-01,11784745.8
2022-04-01,12143342.4
2022-05-01,12531269.3
2022-06-01,12988888.9
2022-07-01,14803834.9
2022-08-01,15236050.7
2022-09-01,16877395.2
2022-10-01,17480817.3
2022-11-01,18294539.1
2022-12-01,18622151.0
2023-01-01,22473888.7
2023-02-01,24707773.8
2023-03-01,25410588.9
2023-04-01,25579837.3
2023-05-01,25910382.3
2023-06-01,25990425.5
2023-07-01,29504553.1
2023-08-01,30260299.5
2023-09-01,31542722.0
2023-10-01,32669110.1
2023-11-01,33162807.6
2023-12-01,33663851.7
2024-01-01,44551863.2
2024-02-01,46258438.3
2024-03-01,47926564.7
2024-04-01,48207954.5
2024-05-01,48315227.6
2024-06-01,48706587.1
2024-07-01,52441901.4
2024-08-01,53102861.5
2024-09-01,53495326.0
2024-10-01,54451788.0
2024-11-01,55233105.5
2024-12-01,55487070.5
2025-01-01,64343554.8
2025-02-01,64885748.4
2025-03-01,65460120.1
2025-04-01,65701483.9
2025-05-01,66016569.1
2025-06-01,66251461.6
2025-07-01,71153713.3
2025-08-01,71206862.4
2025-09-01,71431201.0
