Tarih,TP_FG_I2
2000-01-01,218200.7
2000-02-01,227511.2
2000-03-01,243181.9
2000-04-01,250091.8
2000-05-01,267486.3
2000-06-01,252911.1
2000-07-01,251344.9
2000-08-01,251188.3
2000-09-01,260046.5
2000-10-01,263873.7
2000-11-01,272011.0
2000-12-01,284544.2
2001-01-01,290590.0
2001-02-01,292779.3
2001-03-01,309157.6
2001-04-01,339561.2
2001-05-01,369828.6
2001-06-01,373213.6
2001-07-01,369815.2
2001-08-01,364647.1
2001-09-01,383965.8
2001-10-01,427082.9
2001-11-01,449402.4
2001-12-01,469740.9
2002-01-01,512626.7
2002-02-01,531266.3
2002-03-01,546175.8
2002-04-01,557377.8
2002-05-01,579120.1
2002-06-01,556319.5
2002-07-01,539686.2
2002-08-01,534675.5
2002-09-01,561278.0
2002-10-01,585441.9
2002-11-01,610320.6
2002-12-01,622183.6
2003-01-01,644812.7
2003-02-01,668848.1
2003-03-01,703887.7
2003-04-01,731999.0
2003-05-01,801444.1
2003-06-01,764736.2
2003-07-01,722380.9
2003-08-01,711243.6
2003-09-01,726408.7
2003-10-01,729680.9
2003-11-01,727986.7
2003-12-01,742133.0
2004-01-01,766315.1
2004-02-01,776216.1
2004-03-01,801245.5
2004-04-01,845783.4
2004-05-01,869191.7
2004-06-01,824551.2
2004-07-01,778573.8
2004-08-01,783433.6
2004-09-01,798667.8
2004-10-01,809362.6
2004-11-01,811479.8
2004-12-01,811016.3
2005-01-01,823139.0
2005-02-01,837205.6
2005-03-01,856779.7
2005-04-01,879047.6
2005-05-01,922522.8
2005-06-01,853992.1
2005-07-01,824096.8
2005-08-01,829410.4
2005-09-01,843177.8
2005-10-01,865739.1
2005-11-01,877182.8
2005-12-01,871853.4
2006-01-01,882067.0
2006-02-01,906236.1
2006-03-01,931960.3
2006-04-01,962841.9
2006-05-01,1020091.3
2006-06-01,958035.7
2006-07-01,942990.8
2006-08-01,929729.0
2006-09-01,947156.6
2006-10-01,953651.9
2006-11-01,960607.6
2006-12-01,954035.8
2007-01-01,994843.3
2007-02-01,1001929.2
2007-03-01,1032356.4
2007-04-01,1085220.2
2007-05-01,1095786.3
2007-06-01,1042499.3
2007-07-01,1015293.5
2007-08-01,1035888.6
2007-09-01,1059082.7
2007-10-01,1077640.9
2007-11-01,1071669.7
2007-12-01,1066241.4
2008-01-01,1086105.2
2008-02-01,1114327.1
2008-03-01,1161970.0
2008-04-01,1239549.0
2008-05-01,1271450.8
2008-06-01,1218283.2
2008-07-01,1191246.5
2008-08-01,1195923.2
2008-09-01,1216941.4
2008-10-01,1252251.3
2008-11-01,1246362.9
2008-12-01,1227156.5
2009-01-01,1244777.8
2009-02-01,1251298.6
2009-03-01,1298216.4
2009-04-01,1367752.5
2009-05-01,1406856.0
2009-06-01,1309195.8
2009-07-01,1304152.3
2009-08-01,1299199.0
2009-09-01,1328598.4
2009-10-01,1324945.9
2009-11-01,1326128.7
2009-12-01,1319298.1
2010-01-01,1392530.9
2010-02-01,1434508.0
2010-03-01,1486253.4
2010-04-01,1560717.0
2010-05-01,1564850.6
2010-06-01,1457705.7
2010-07-01,1439393.0
2010-08-01,1464361.8
2010-09-01,1527774.9
2010-10-01,1586316.6
2010-11-01,1526782.3
2010-12-01,1481681.0
2011-01-01,1501390.4
2011-02-01,1524161.9
2011-03-01,1561310.9
2011-04-01,1618738.6
2011-05-01,1670373.0
2011-06-01,1584172.8
2011-07-01,1550221.9
2011-08-01,1561515.5
2011-09-01,1568105.5
2011-10-01,1578204.4
2011-11-01,1588748.1
2011-12-01,1586974.8
2012-01-01,1635907.5
2012-02-01,1657113.8
2012-03-01,1682609.3
2012-04-01,1761625.3
2012-05-01,1851899.0
2012-06-01,1745433.0
2012-07-01,1689988.8
2012-08-01,1718576.5
2012-09-01,1727602.3
2012-10-01,1733474.2
2012-11-01,1715274.6
2012-12-01,1687808.1
2013-01-01,1737731.4
2013-02-01,1766152.9
2013-03-01,1822477.6
2013-04-01,1914562.8
2013-05-01,1939154.8
2013-06-01,1861039.6
2013-07-01,1851455.7
2013-08-01,1810364.6
2013-09-01,1812898.1
2013-10-01,1869907.5
2013-11-01,1839522.0
2013-12-01,1795292.1
2014-01-01,1858635.6
2014-02-01,1895665.4
2014-03-01,1957525.6
2014-04-01,2046756.6
2014-05-01,2084379.0
2014-06-01,2038075.7
2014-07-01,2013294.4
2014-08-01,2019363.1
2014-09-01,2028085.5
2014-10-01,2063685.4
2014-11-01,2051916.1
2014-12-01,2039069.2
2015-01-01,2081655.5
2015-02-01,2123567.1
2015-03-01,2200715.0
2015-04-01,2318575.8
2015-05-01,2345358.0
2015-06-01,2219410.8
2015-07-01,2156497.8
2015-08-01,2171258.1
2015-09-01,2205381.6
2015-10-01,2211040.0
2015-11-01,2222397.9
2015-12-01,2205759.1
2016-01-01,2289362.2
2016-02-01,2363998.0
2016-03-01,2370706.2
2016-04-01,2437047.5
2016-05-01,2427332.1
2016-06-01,2377938.5
2016-07-01,2531479.6
2016-08-01,2392736.5
2016-09-01,2387056.7
2016-10-01,2425614.9
2016-11-01,2385610.8
2016-12-01,2417019.3
2017-01-01,2513867.0
2017-02-01,2541727.0
2017-03-01,2587410.5
2017-04-01,2709740.9
2017-05-01,2749891.8
2017-06-01,2667531.8
2017-07-01,2601201.2
2017-08-01,2587656.8
2017-09-01,2613705.0
2017-10-01,2639382.3
2017-11-01,2643963.6
2017-12-01,2653642.9
2018-01-01,2690726.5
2018-02-01,2731346.1
2018-03-01,2821714.0
2018-04-01,2932922.6
2018-05-01,2996259.8
2018-06-01,3016447.1
2018-07-01,2995934.9
2018-08-01,2978343.5
2018-09-01,3171612.7
2018-10-01,3258334.9
2018-11-01,3189531.5
2018-12-01,3148888.7
2019-01-01,3271130.0
2019-02-01,3325205.3
2019-03-01,3413023.6
2019-04-01,3693089.1
2019-05-01,3736525.1
2019-06-01,3500930.4
2019-07-01,3415796.3
2019-08-01,3493257.0
2019-09-01,3522399.3
2019-10-01,3558838.6
2019-11-01,3549499.0
2019-12-01,3573368.9
2020-01-01,3679293.9
2020-02-01,3749873.8
2020-03-01,3857183.0
2020-04-01,4103192.0
2020-05-01,4233144.4
2020-06-01,4055747.1
2020-07-01,3933050.5
2020-08-01,3946470.2
2020-09-01,4041331.7
2020-10-01,4185428.8
2020-11-01,4267058.5
2020-12-01,4312207.4
2021-01-01,4352541.1
2021-02-01,4449028.8
2021-03-01,4570696.2
2021-04-01,4750907.2
2021-05-01,4988167.7
2021-06-01,4791238.9
2021-07-01,4766082.3
2021-08-01,4884848.5
2021-09-01,4949651.3
2021-10-01,5106870.1
2021-11-01,5172495.4
2021-12-01,5831791.2
2022-01-01,6576689.5
2022-02-01,7074328.4
2022-03-01,7659550.8
2022-04-01,9058940.6
2022-05-01,9607726.1
2022-06-01,9644177.2
2022-07-01,9970084.0
2022-08-01,10175219.9
2022-09-01,10655570.9
2022-10-01,11222319.6
2022-11-01,11524359.0
2022-12-01,11755969.9
2023-01-01,12556470.5
2023-02-01,13368099.5
2023-03-01,14168829.6
2023-04-01,15200266.6
2023-05-01,15796828.4
2023-06-01,15919343.1
2023-07-01,17060489.3
2023-08-01,18664693.4
2023-09-01,19377905.0
2023-10-01,20136407.2
2023-11-01,20646249.8
2023-12-01,21471652.4
2024-01-01,22782706.3
2024-02-01,24096414.8
2024-03-01,25403916.9
2024-04-01,27273385.1
2024-05-01,28235926.2
2024-06-01,28636562.2
2024-07-01,29409759.5
2024-08-01,29154925.7
2024-09-01,30120632.1
2024-10-01,31184041.8
2024-11-01,31820808.5
2024-12-01,31484281.4
2025-01-01,33249512.2
2025-02-01,34037677.9
2025-03-01,35890682.9
2025-04-01,37818765.9
2025-05-01,38647003.7
2025-06-01,39785701.6
2025-07-01,39044464.5
2025-08-01,39011287.0
2025-09-01,40549356.6
