Tarih,TP_FG_I3
2000-01-01,512327.8
2000-02-01,520291.8
2000-03-01,544529.0
2000-04-01,565861.1
2000-05-01,573045.0
2000-06-01,596296.3
2000-07-01,621469.1
2000-08-01,641042.3
2000-09-01,667547.7
2000-10-01,690907.0
2000-11-01,695485.6
2000-12-01,718682.5
2001-01-01,746620.3
2001-02-01,752701.4
2001-03-01,810624.3
2001-04-01,877169.8
2001-05-01,904842.6
2001-06-01,929111.2
2001-07-01,953462.5
2001-08-01,974299.8
2001-09-01,1014931.1
2001-10-01,1039449.9
2001-11-01,1055675.7
2001-12-01,1081350.0
2002-01-01,1132230.2
2002-02-01,1132310.5
2002-03-01,1148488.1
2002-04-01,1154187.9
2002-05-01,1182506.8
2002-06-01,1197815.9
2002-07-01,1204444.8
2002-08-01,1223123.4
2002-09-01,1252299.4
2002-10-01,1275299.0
2002-11-01,1285976.0
2002-12-01,1289104.9
2003-01-01,1325844.7
2003-02-01,1335292.1
2003-03-01,1337933.7
2003-04-01,1335458.6
2003-05-01,1362132.2
2003-06-01,1390906.3
2003-07-01,1418891.4
2003-08-01,1423717.0
2003-09-01,1483732.1
2003-10-01,1529076.0
2003-11-01,1557145.1
2003-12-01,1595431.7
2004-01-01,1611567.1
2004-02-01,1621444.2
2004-03-01,1623701.2
2004-04-01,1623701.2
2004-05-01,1644563.0
2004-06-01,1645613.1
2004-07-01,1664748.2
2004-08-01,1665560.1
2004-09-01,1698826.7
2004-10-01,1711915.7
2004-11-01,1735103.1
2004-12-01,1748331.6
2005-01-01,1777356.1
2005-02-01,1787591.2
2005-03-01,1801563.4
2005-04-01,1829943.0
2005-05-01,1853883.0
2005-06-01,1868094.6
2005-07-01,1895044.7
2005-08-01,1921870.7
2005-09-01,2045892.0
2005-10-01,2066266.7
2005-11-01,2064981.0
2005-12-01,2104348.9
2006-01-01,2127110.3
2006-02-01,2134686.8
2006-03-01,2135216.4
2006-04-01,2140842.9
2006-05-01,2175903.7
2006-06-01,2184054.3
2006-07-01,2233414.3
2006-08-01,2266652.1
2006-09-01,2309157.9
2006-10-01,2329230.2
2006-11-01,2355426.8
2006-12-01,2385380.9
2007-01-01,2404707.9
2007-02-01,2406768.7
2007-03-01,2442793.2
2007-04-01,2496097.1
2007-05-01,2522121.6
2007-06-01,2543357.4
2007-07-01,2555567.4
2007-08-01,2569082.2
2007-09-01,2701852.6
2007-10-01,2756832.4
2007-11-01,2801977.1
2007-12-01,2869496.8
2008-01-01,2875908.9
2008-02-01,2888377.6
2008-03-01,2922721.3
2008-04-01,2933606.8
2008-05-01,2937641.2
2008-06-01,2941405.5
2008-07-01,2987163.7
2008-08-01,3033969.2
2008-09-01,3042715.1
2008-10-01,3055923.6
2008-11-01,3043913.3
2008-12-01,3060822.0
2009-01-01,3063012.2
2009-02-01,3069574.3
2009-03-01,3052810.0
2009-04-01,3043811.0
2009-05-01,3043942.2
2009-06-01,3054282.4
2009-07-01,3059736.2
2009-08-01,3078496.5
2009-09-01,3081534.8
2009-10-01,3088441.6
2009-11-01,3096069.2
2009-12-01,3138681.0
2010-01-01,3154706.3
2010-02-01,3159586.5
2010-03-01,3162793.3
2010-04-01,3162124.4
2010-05-01,3160980.7
2010-06-01,3168282.0
2010-07-01,3182433.6
2010-08-01,3181775.6
2010-09-01,3185055.1
2010-10-01,3186099.7
2010-11-01,3191124.3
2010-12-01,3207802.4
2011-01-01,3231210.0
2011-02-01,3137641.8
2011-03-01,3146262.4
2011-04-01,3153735.8
2011-05-01,3161060.3
2011-06-01,3163171.9
2011-07-01,3190847.2
2011-08-01,3202522.1
2011-09-01,3290729.1
2011-10-01,3302568.3
2011-11-01,3315083.9
2011-12-01,3370378.9
2012-01-01,3388453.9
2012-02-01,3395771.1
2012-03-01,3409907.1
2012-04-01,3411909.3
2012-05-01,3424029.6
2012-06-01,3405934.4
2012-07-01,3422120.9
2012-08-01,3444737.7
2012-09-01,3533593.4
2012-10-01,3550202.5
2012-11-01,3554773.1
2012-12-01,3619698.8
2013-01-01,3664088.3
2013-02-01,3668947.5
2013-03-01,3666941.3
2013-04-01,3668048.5
2013-05-01,3762397.8
2013-06-01,3764186.0
2013-07-01,3768685.7
2013-08-01,3826335.6
2013-09-01,3918248.2
2013-10-01,3916820.4
2013-11-01,3926337.0
2013-12-01,3968348.8
2014-01-01,3974475.3
2014-02-01,3979590.1
2014-03-01,3979438.7
2014-04-01,3981802.5
2014-05-01,4023753.8
2014-06-01,4041124.8
2014-07-01,4184710.8
2014-08-01,4263806.4
2014-09-01,4264274.1
2014-10-01,4282537.3
2014-11-01,4375949.8
2014-12-01,4409061.6
2015-01-01,4555836.1
2015-02-01,4563083.5
2015-03-01,4581534.9
2015-04-01,4589585.7
2015-05-01,4668358.2
2015-06-01,4750467.4
2015-07-01,4748231.9
2015-08-01,4822152.9
2015-09-01,4825341.3
2015-10-01,4859177.5
2015-11-01,4900801.8
2015-12-01,4902912.4
2016-01-01,4944031.1
2016-02-01,4945887.5
2016-03-01,4945737.7
2016-04-01,4941971.9
2016-05-01,4951906.6
2016-06-01,5020920.0
2016-07-01,5021687.5
2016-08-01,5024175.7
2016-09-01,5031615.9
2016-10-01,5041989.1
2016-11-01,5093402.6
2016-12-01,5124233.4
2017-01-01,5205289.1
2017-02-01,5235204.7
2017-03-01,5270467.0
2017-04-01,5256836.7
2017-05-01,5257680.0
2017-06-01,5278451.4
2017-07-01,5342736.3
2017-08-01,5362826.6
2017-09-01,5386763.7
2017-10-01,5409030.9
2017-11-01,5433933.8
2017-12-01,5457627.3
2018-01-01,5580062.1
2018-02-01,5572728.3
2018-03-01,5576940.1
2018-04-01,5603438.3
2018-05-01,5666854.3
2018-06-01,5680100.3
2018-07-01,5748541.1
2018-08-01,5912204.6
2018-09-01,5958190.2
2018-10-01,6048033.0
2018-11-01,6036510.5
2018-12-01,6016655.1
2019-01-01,6031128.0
2019-02-01,6048462.3
2019-03-01,6062195.9
2019-04-01,6075607.9
2019-05-01,6040106.9
2019-06-01,6032496.8
2019-07-01,6077190.8
2019-08-01,6119081.9
2019-09-01,6153305.9
2019-10-01,6204010.6
2019-11-01,6233648.1
2019-12-01,6249658.9
2020-01-01,6252157.2
2020-02-01,6262709.1
2020-03-01,6236268.6
2020-04-01,6184658.9
2020-05-01,6254892.6
2020-06-01,6419128.7
2020-07-01,6547248.3
2020-08-01,6608638.1
2020-09-01,6645286.9
2020-10-01,6660392.8
2020-11-01,6746024.3
2020-12-01,6850336.3
2021-01-01,6900281.1
2021-02-01,7075999.2
2021-03-01,7141152.0
2021-04-01,7206167.9
2021-05-01,7218860.0
2021-06-01,7337843.4
2021-07-01,7562775.4
2021-08-01,7656167.1
2021-09-01,7892807.8
2021-10-01,8058779.5
2021-11-01,8675906.4
2021-12-01,9289625.4
2022-01-01,10328565.9
2022-02-01,10546449.7
2022-03-01,10831363.9
2022-04-01,12066009.8
2022-05-01,13175627.8
2022-06-01,13724420.2
2022-07-01,14215452.5
2022-08-01,14267478.4
2022-09-01,15221548.1
2022-10-01,15295970.3
2022-11-01,15500058.1
2022-12-01,16270203.0
2023-01-01,16544959.3
2023-02-01,16659125.4
2023-03-01,17259151.0
2023-04-01,17875509.0
2023-05-01,17656395.4
2023-06-01,18177924.5
2023-07-01,19314349.2
2023-08-01,20407223.3
2023-09-01,21045176.5
2023-10-01,21441219.0
2023-11-01,22984107.4
2023-12-01,23781335.7
2024-01-01,25504152.4
2024-02-01,26768517.2
2024-03-01,27752811.0
2024-04-01,28348949.2
2024-05-01,31360946.2
2024-06-01,33731390.8
2024-07-01,34466110.1
2024-08-01,37328781.3
2024-09-01,39416573.7
2024-10-01,41499387.4
2024-11-01,44227484.9
2024-12-01,46859445.3
2025-01-01,49995478.9
2025-02-01,52616779.8
2025-03-01,54217673.9
2025-04-01,56479890.2
2025-05-01,59473794.5
2025-06-01,60983034.7
2025-07-01,64416654.2
2025-08-01,66962506.2
2025-09-01,69304740.1
