Tarih,TP_FG_I9
2000-01-01,292277.2
2000-02-01,292899.9
2000-03-01,303660.8
2000-04-01,328491.6
2000-05-01,332325.2
2000-06-01,332325.2
2000-07-01,332920.9
2000-08-01,333327.0
2000-09-01,362010.0
2000-10-01,363167.4
2000-11-01,390866.3
2000-12-01,397579.8
2001-01-01,398419.2
2001-02-01,398879.4
2001-03-01,409616.7
2001-04-01,474390.7
2001-05-01,474878.1
2001-06-01,509055.8
2001-07-01,510409.6
2001-08-01,510409.6
2001-09-01,594052.1
2001-10-01,596813.1
2001-11-01,604747.5
2001-12-01,605370.3
2002-01-01,665750.8
2002-02-01,666346.5
2002-03-01,666915.1
2002-04-01,690204.9
2002-05-01,691775.3
2002-06-01,696246.3
2002-07-01,696246.3
2002-08-01,697020.4
2002-09-01,769321.3
2002-10-01,769510.9
2002-11-01,769781.6
2002-12-01,780081.4
2003-01-01,780081.4
2003-02-01,780081.4
2003-03-01,861203.5
2003-04-01,889442.3
2003-05-01,903767.7
2003-06-01,903903.0
2003-07-01,903903.0
2003-08-01,903903.0
2003-09-01,904173.8
2003-10-01,954699.3
2003-11-01,961311.4
2003-12-01,963866.2
2004-01-01,963866.2
2004-02-01,1035770.7
2004-03-01,1039602.9
2004-04-01,1051125.3
2004-05-01,1051125.3
2004-06-01,1051125.3
2004-07-01,1051937.6
2004-08-01,1052289.6
2004-09-01,1052289.6
2004-10-01,1056256.8
2004-11-01,1056500.5
2004-12-01,1068292.5
2005-01-01,1129363.7
2005-02-01,1130040.5
2005-03-01,1130040.5
2005-04-01,1130040.5
2005-05-01,1130040.5
2005-06-01,1130040.5
2005-07-01,1229935.3
2005-08-01,1229935.4
2005-09-01,1229935.4
2005-10-01,1232580.2
2005-11-01,1232580.2
2005-12-01,1238776.7
2006-01-01,1239738.5
2006-02-01,1239738.5
2006-03-01,1246125.6
2006-04-01,1246125.6
2006-05-01,1246342.1
2006-06-01,1246342.1
2006-07-01,1328736.2
2006-08-01,1328736.2
2006-09-01,1328736.2
2006-10-01,1335510.7
2006-11-01,1335510.7
2006-12-01,1335510.7
2007-01-01,1335904.0
2007-02-01,1344207.2
2007-03-01,1344478.0
2007-04-01,1344478.0
2007-05-01,1344613.3
2007-06-01,1344613.3
2007-07-01,1344613.3
2007-08-01,1344613.3
2007-09-01,1371296.4
2007-10-01,1371567.1
2007-11-01,1371567.1
2007-12-01,1381251.4
2008-01-01,1387434.9
2008-02-01,1387434.9
2008-03-01,1387705.6
2008-04-01,1388653.3
