Tarih,TP_FG_I4
2000-01-01,194011.9
2000-02-01,199968.5
2000-03-01,202998.7
2000-04-01,209641.2
2000-05-01,213838.9
2000-06-01,217025.4
2000-07-01,223377.4
2000-08-01,227055.4
2000-09-01,231191.1
2000-10-01,240037.1
2000-11-01,243547.4
2000-12-01,250214.0
2001-01-01,254344.4
2001-02-01,264176.5
2001-03-01,278894.4
2001-04-01,294059.0
2001-05-01,325454.6
2001-06-01,345419.1
2001-07-01,356546.8
2001-08-01,375431.2
2001-09-01,391180.8
2001-10-01,431969.1
2001-11-01,438399.0
2001-12-01,446951.7
2002-01-01,482787.3
2002-02-01,482372.5
2002-03-01,493159.2
2002-04-01,500118.8
2002-05-01,506273.0
2002-06-01,522829.4
2002-07-01,536749.4
2002-08-01,539368.0
2002-09-01,559006.0
2002-10-01,563493.1
2002-11-01,576882.6
2002-12-01,567351.7
2003-01-01,568989.7
2003-02-01,582690.6
2003-03-01,583715.9
2003-04-01,626950.8
2003-05-01,629329.9
2003-06-01,632402.3
2003-07-01,634604.8
2003-08-01,647330.5
2003-09-01,639697.5
2003-10-01,637659.8
2003-11-01,636763.7
2003-12-01,637995.9
2004-01-01,634063.2
2004-02-01,633415.6
2004-03-01,627730.7
2004-04-01,615276.4
2004-05-01,615519.4
2004-06-01,615590.6
2004-07-01,610738.6
2004-08-01,595478.0
2004-09-01,596157.7
2004-10-01,598754.1
2004-11-01,605267.1
2004-12-01,610800.8
2005-01-01,633230.2
2005-02-01,634271.1
2005-03-01,634189.2
2005-04-01,632034.8
2005-05-01,631545.9
2005-06-01,632539.7
2005-07-01,632795.2
2005-08-01,610431.6
2005-09-01,610174.7
2005-10-01,608855.0
2005-11-01,609503.0
2005-12-01,609255.3
2006-01-01,616626.9
2006-02-01,616773.7
2006-03-01,616972.1
2006-04-01,608750.8
2006-05-01,611980.8
2006-06-01,622296.6
2006-07-01,629292.7
2006-08-01,624837.3
2006-09-01,636643.5
2006-10-01,639533.0
2006-11-01,650460.6
2006-12-01,650374.2
2007-01-01,651338.2
2007-02-01,651826.2
2007-03-01,661533.9
2007-04-01,665134.1
2007-05-01,666185.2
2007-06-01,668152.9
2007-07-01,668686.4
2007-08-01,669480.3
2007-09-01,672603.4
2007-10-01,670864.3
2007-11-01,673905.7
2007-12-01,675243.9
2008-01-01,676469.7
2008-02-01,679627.7
2008-03-01,683442.7
2008-04-01,688768.5
2008-05-01,697638.6
2008-06-01,714265.8
2008-07-01,718761.7
2008-08-01,725928.8
2008-09-01,727839.5
2008-10-01,732381.3
2008-11-01,732829.7
2008-12-01,736029.8
2009-01-01,757076.2
2009-02-01,765164.7
2009-03-01,822798.1
2009-04-01,846355.4
2009-05-01,848330.0
2009-06-01,850606.2
2009-07-01,851057.5
2009-08-01,880060.8
2009-09-01,882911.3
2009-10-01,921855.5
2009-11-01,922470.3
2009-12-01,927586.7
2010-01-01,928576.0
2010-02-01,932494.3
2010-03-01,988448.7
2010-04-01,989317.3
2010-05-01,989650.4
2010-06-01,987821.4
2010-07-01,943973.1
2010-08-01,944000.1
2010-09-01,917985.0
2010-10-01,926502.7
2010-11-01,926909.1
2010-12-01,927350.1
2011-01-01,933038.1
2011-02-01,970095.2
2011-03-01,982042.8
2011-04-01,963154.2
2011-05-01,962599.3
2011-06-01,961228.1
2011-07-01,974200.9
2011-08-01,974824.9
2011-09-01,982056.4
2011-10-01,1011275.0
2011-11-01,1012897.1
2011-12-01,1016723.2
2012-01-01,1047679.4
