Tarih,TP_FG_I4
2012-02-01,1058398.8
2012-03-01,1078083.1
2012-04-01,1086373.9
2012-05-01,1097164.0
2012-06-01,1100438.4
2012-07-01,1110379.9
2012-08-01,1114620.9
2012-09-01,1130160.7
2012-10-01,1103027.1
2012-11-01,1113210.5
2012-12-01,1125038.1
2013-01-01,1155439.3
2013-02-01,1157423.3
2013-03-01,1149238.4
2013-04-01,1199811.0
2013-05-01,1192829.7
2013-06-01,1238031.7
2013-07-01,1208752.8
2013-08-01,1215048.0
2013-09-01,1202178.7
2013-10-01,1222428.5
2013-11-01,1227255.6
2013-12-01,1242340.0
2014-01-01,1239912.2
2014-02-01,1242788.8
2014-03-01,1260690.5
2014-04-01,1281969.7
2014-05-01,1280055.2
2014-06-01,1279614.2
2014-07-01,1260879.5
2014-08-01,1272686.3
2014-09-01,1275603.5
2014-10-01,1314384.2
2014-11-01,1337711.5
2014-12-01,1370721.6
2015-01-01,1369072.8
2015-02-01,1390466.1
2015-03-01,1404746.5
2015-04-01,1426041.6
2015-05-01,1457613.6
2015-06-01,1485360.0
2015-07-01,1500220.1
2015-08-01,1508479.7
2015-09-01,1522736.2
2015-10-01,1561994.9
2015-11-01,1568180.7
2015-12-01,1570751.7
2016-01-01,1599203.7
2016-02-01,1600752.6
2016-03-01,1595038.1
2016-04-01,1626265.3
2016-05-01,1583598.2
2016-06-01,1582328.5
2016-07-01,1609067.4
2016-08-01,1609799.1
2016-09-01,1613911.9
2016-10-01,1613763.6
2016-11-01,1620537.0
2016-12-01,1635610.6
2017-01-01,1698317.9
2017-02-01,1687721.0
2017-03-01,1708245.2
2017-04-01,1723432.0
2017-05-01,1757810.0
2017-06-01,1775944.0
2017-07-01,1786840.7
2017-08-01,1807594.2
2017-09-01,1811922.1
2017-10-01,1858158.6
2017-11-01,1869859.2
2017-12-01,1898506.6
2018-01-01,1910859.4
2018-02-01,1933307.8
2018-03-01,1940460.0
2018-04-01,1950688.9
2018-05-01,1981130.3
2018-06-01,2046864.9
2018-07-01,2096630.0
2018-08-01,2259952.0
2018-09-01,2361837.7
2018-10-01,2565979.3
2018-11-01,2558974.1
2018-12-01,2550874.5
2019-01-01,2585475.2
2019-02-01,2595931.8
2019-03-01,2617128.0
2019-04-01,2683880.4
2019-05-01,2681940.3
2019-06-01,2737913.4
2019-07-01,2807502.9
2019-08-01,2858956.4
2019-09-01,2859576.6
2019-10-01,2889244.2
2019-11-01,2902026.5
2019-12-01,2933433.7
2020-01-01,2940719.1
2020-02-01,2972707.6
2020-03-01,2979422.9
2020-04-01,3045558.3
2020-05-01,3072127.1
2020-06-01,3105428.9
2020-07-01,3158811.1
2020-08-01,3190931.5
2020-09-01,3249300.9
2020-10-01,3331366.7
2020-11-01,3372404.3
2020-12-01,3493830.1
2021-01-01,3576769.3
2021-02-01,3562808.7
2021-03-01,3610448.4
2021-04-01,3608481.4
2021-05-01,3775131.5
2021-06-01,3855757.3
2021-07-01,3901775.6
2021-08-01,3947276.9
2021-09-01,4100502.4
2021-10-01,4204062.1
2021-11-01,4379045.6
2021-12-01,5281399.3
2022-01-01,5799699.5
2022-02-01,6101512.1
2022-03-01,6590963.4
2022-04-01,6839836.6
2022-05-01,7303784.1
2022-06-01,7702846.8
2022-07-01,8319955.2
2022-08-01,8592408.4
2022-09-01,9427799.5
2022-10-01,9935209.7
2022-11-01,10497865.8
2022-12-01,10935100.3
2023-01-01,11379654.5
2023-02-01,11762737.9
2023-03-01,11932001.6
2023-04-01,12293984.5
2023-05-01,12525026.6
2023-06-01,12948336.4
2023-07-01,14877690.9
2023-08-01,16092159.1
2023-09-01,16791687.4
2023-10-01,17452934.0
2023-11-01,17611892.0
2023-12-01,17887389.5
2024-01-01,18567995.1
2024-02-01,19087746.8
2024-03-01,19992943.9
2024-04-01,20961994.5
2024-05-01,21809532.8
2024-06-01,22250923.6
2024-07-01,22738242.1
2024-08-01,23063535.3
2024-09-01,23759714.6
2024-10-01,24137538.4
2024-11-01,24575676.9
2024-12-01,24974813.1
2025-01-01,25849535.2
2025-02-01,26541549.8
2025-03-01,26676376.9
2025-04-01,27821474.0
2025-05-01,28040712.7
2025-06-01,28925861.3
2025-07-01,29735484.5
2025-08-01,30199303.3
2025-09-01,31042492.7
