Tarih,TP_FG_I1
2000-01-01,297967.4
2000-02-01,300400.1
2000-03-01,315427.1
2000-04-01,337620.0
2000-05-01,348531.3
2000-06-01,350353.3
2000-07-01,349883.7
2000-08-01,355077.0
2000-09-01,368045.1
2000-10-01,396690.8
2000-11-01,400418.2
2000-12-01,410409.1
2001-01-01,409273.0
2001-02-01,413862.8
2001-03-01,436941.6
2001-04-01,494482.4
2001-05-01,519508.2
2001-06-01,533924.8
2001-07-01,533398.5
2001-08-01,533950.8
2001-09-01,563291.2
2001-10-01,644795.2
2001-11-01,653969.5
2001-12-01,666923.7
2002-01-01,681718.2
2002-02-01,689327.8
2002-03-01,708369.8
2002-04-01,750867.6
2002-05-01,770008.4
2002-06-01,770115.4
2002-07-01,764106.6
2002-08-01,747953.6
2002-09-01,778041.3
2002-10-01,848929.4
2002-11-01,857733.6
2002-12-01,859491.2
2003-01-01,853086.9
2003-02-01,864438.5
2003-03-01,888577.1
2003-04-01,971387.0
2003-05-01,1012313.3
2003-06-01,1013226.5
2003-07-01,967184.3
2003-08-01,960997.2
2003-09-01,976834.5
2003-10-01,1019974.0
2003-11-01,1017651.1
2003-12-01,1028931.9
2004-01-01,1017755.2
2004-02-01,1016479.7
2004-03-01,1028975.8
2004-04-01,1089040.2
2004-05-01,1107143.6
2004-06-01,1098842.3
2004-07-01,1047110.5
2004-08-01,1039512.8
2004-09-01,1066822.6
2004-10-01,1094836.1
2004-11-01,1095817.9
2004-12-01,1093323.2
2005-01-01,1077706.5
2005-02-01,1086737.2
2005-03-01,1100324.3
2005-04-01,1146755.2
2005-05-01,1176454.4
2005-06-01,1158348.3
2005-07-01,1130168.8
2005-08-01,1126237.7
2005-09-01,1159744.2
2005-10-01,1209062.2
2005-11-01,1203736.7
2005-12-01,1207783.8
2006-01-01,1186211.3
2006-02-01,1201201.6
2006-03-01,1204478.1
2006-04-01,1256510.6
2006-05-01,1293349.3
2006-06-01,1277040.4
2006-07-01,1256770.9
2006-08-01,1247371.1
2006-09-01,1267557.7
2006-10-01,1323680.5
2006-11-01,1321275.3
2006-12-01,1327284.3
2007-01-01,1308222.4
2007-02-01,1314151.7
