Tarih,TP_YIYDYULKE_DE
2000-01-01,
2001-01-01,324.0
2002-01-01,343.0
2003-01-01,391.0
2004-01-01,379.0
2005-01-01,375.0
2006-01-01,375.0
2007-01-01,460.0
2008-01-01,932.0
2009-01-01,661.0
2010-01-01,651.0
2011-01-01,935.0
2012-01-01,1063.0
2013-01-01,1443.0
2014-01-01,1363.0
2015-01-01,1130.0
2016-01-01,1347.0
2017-01-01,1684.0
2018-01-01,1692.0
2019-01-01,1826.0
2020-01-01,2431.0
2021-01-01,2313.0
2022-01-01,2477.0
2023-01-01,3469.0
2024-01-01,2994.0
