Tarih,TP_YIYDYULKE_EU
2000-01-01,
2001-01-01,3131.0
2002-01-01,4164.0
2003-01-01,4392.0
2004-01-01,4702.0
2005-01-01,5093.0
2006-01-01,5407.0
2007-01-01,8042.0
2008-01-01,11210.0
2009-01-01,12409.0
2010-01-01,12894.0
2011-01-01,14229.0
2012-01-01,17300.0
2013-01-01,19602.0
2014-01-01,20653.0
2015-01-01,21071.0
2016-01-01,24457.0
2017-01-01,30471.0
2018-01-01,32382.0
2019-01-01,33518.0
2020-01-01,36677.0
2021-01-01,38808.0
2022-01-01,42418.0
2023-01-01,46463.0
2024-01-01,47628.0
