Tarih,TP_YIYDYULKE_NL
2000-01-01,
2001-01-01,1471.0
2002-01-01,2295.0
2003-01-01,2419.0
2004-01-01,2683.0
2005-01-01,2828.0
2006-01-01,3041.0
2007-01-01,4201.0
2008-01-01,5268.0
2009-01-01,5561.0
2010-01-01,6653.0
2011-01-01,7452.0
2012-01-01,9588.0
2013-01-01,11042.0
2014-01-01,11389.0
2015-01-01,11192.0
2016-01-01,12467.0
2017-01-01,14902.0
2018-01-01,17034.0
2019-01-01,17507.0
2020-01-01,19286.0
2021-01-01,20309.0
2022-01-01,21239.0
2023-01-01,23482.0
2024-01-01,24319.0
