Tarih,TP_YIYDYULKE_OASI
2000-01-01,
2001-01-01,512.0
2002-01-01,523.0
2003-01-01,526.0
2004-01-01,538.0
2005-01-01,565.0
2006-01-01,599.0
2007-01-01,782.0
2008-01-01,737.0
2009-01-01,966.0
2010-01-01,975.0
2011-01-01,1251.0
2012-01-01,1504.0
2013-01-01,1178.0
2014-01-01,1293.0
2015-01-01,1192.0
2016-01-01,1501.0
2017-01-01,1383.0
2018-01-01,1343.0
2019-01-01,1836.0
2020-01-01,1495.0
2021-01-01,2113.0
2022-01-01,2268.0
2023-01-01,3261.0
2024-01-01,3350.0
