Tarih,TP_FG_B04_68
2000-01-01,15514567.2
2000-02-01,15785555.4
2000-03-01,15803801.4
2000-04-01,18950107.9
2000-05-01,19576281.0
2000-06-01,20131435.7
2000-07-01,19023109.0
2000-08-01,19730181.2
2000-09-01,19841084.8
2000-10-01,26206514.3
2000-11-01,26298383.3
2000-12-01,26369493.0
2001-01-01,26597182.2
2001-02-01,26028922.5
2001-03-01,26696618.0
2001-04-01,31534549.0
2001-05-01,32154665.6
2001-06-01,33030802.0
2001-07-01,33299205.7
2001-08-01,33020926.2
2001-09-01,34243227.8
2001-10-01,42350421.6
2001-11-01,42936947.6
2001-12-01,43002268.4
2002-01-01,43749422.5
2002-02-01,43892398.2
2002-03-01,46915958.8
2002-04-01,50715819.8
2002-05-01,51584336.5
2002-06-01,51798536.9
2002-07-01,51825252.6
2002-08-01,53629707.5
2002-09-01,55561117.6
2002-10-01,63191937.5
2002-11-01,63320556.7
2002-12-01,63648735.8
2003-01-01,64231075.7
2003-02-01,61262424.3
2003-03-01,61589521.6
2003-04-01,69581107.6
2003-05-01,69722810.8
2003-06-01,69742883.7
2003-07-01,67043066.3
2003-08-01,68448866.8
2003-09-01,68452778.2
2003-10-01,71178864.7
2003-11-01,71441766.5
2003-12-01,71480731.3
2004-01-01,71806697.0
2004-02-01,71492331.2
2004-03-01,71686098.6
2004-04-01,72361137.9
2004-05-01,72507056.3
2004-06-01,72550444.7
2004-07-01,70817067.2
2004-08-01,70819155.7
2004-09-01,73310509.2
2004-10-01,74460189.6
2004-11-01,74535709.2
2004-12-01,67189485.8
2005-01-01,67298516.5
2005-02-01,67764583.3
2005-03-01,67771561.6
2005-04-01,77826920.0
2005-05-01,77972936.7
2005-06-01,77933823.2
2005-07-01,69256120.7
2005-08-01,69320652.6
2005-09-01,69767363.3
2005-10-01,79204443.9
2005-11-01,79231660.8
2005-12-01,71282024.4
2006-01-01,71482197.6
2006-02-01,71518622.2
2006-03-01,68314603.9
2006-04-01,77320171.7
2006-05-01,77644691.4
2006-06-01,77914470.9
2006-07-01,68056904.9
2006-08-01,69112728.4
2006-09-01,69162386.1
2006-10-01,79733827.3
2006-11-01,79750724.3
2006-12-01,79739342.3
2007-01-01,72259903.0
2007-02-01,72260294.2
2007-03-01,72277337.8
2007-04-01,83681547.8
2007-05-01,86668778.5
2007-06-01,86739415.4
2007-07-01,77741950.0
2007-08-01,77767414.5
2007-09-01,77759290.3
2007-10-01,88513289.9
2007-11-01,88537391.9
2007-12-01,80866177.9
2008-01-01,81069133.4
2008-02-01,81310552.8
2008-03-01,81735932.2
2008-04-01,94672497.3
2008-05-01,95337908.9
2008-06-01,95526659.3
2008-07-01,83310961.6
2008-08-01,83312950.3
2008-09-01,83383716.6
2008-10-01,95860770.4
2008-11-01,95800465.0
2008-12-01,88753459.8
2009-01-01,89028917.7
2009-02-01,89505571.1
2009-03-01,90335535.1
2009-04-01,101012667.5
2009-05-01,102262540.5
2009-06-01,88481999.6
2009-07-01,90441838.9
2009-08-01,91108720.7
2009-09-01,91251901.3
2009-10-01,98073459.7
2009-11-01,98078270.7
2009-12-01,98081486.1
2010-01-01,88382771.6
2010-02-01,89720131.9
2010-03-01,93577311.5
2010-04-01,102031097.7
2010-05-01,102383613.1
2010-06-01,102609103.8
2010-07-01,90590616.7
2010-08-01,90829973.0
2010-09-01,90592235.5
2010-10-01,104316060.6
2010-11-01,104326292.8
2010-12-01,106049709.6
2011-01-01,100120729.6
2011-02-01,102505710.9
2011-03-01,103201076.2
2011-04-01,110400656.2
2011-05-01,110739805.9
2011-06-01,110989422.5
2011-07-01,111106145.1
2011-08-01,111152189.7
2011-09-01,112032117.2
2011-10-01,115232901.8
2011-11-01,115586909.6
2011-12-01,115704594.5
2012-01-01,110480735.8
2012-02-01,110611273.6
2012-03-01,110635238.6
2012-04-01,116961754.5
2012-05-01,117633785.3
2012-06-01,117672113.3
2012-07-01,116582886.7
2012-08-01,116543048.8
2012-09-01,119313725.8
2012-10-01,125643127.0
2012-11-01,125640232.6
2012-12-01,125844770.0
2013-01-01,122152728.0
2013-02-01,122161254.7
2013-03-01,121645723.4
2013-04-01,123251539.0
2013-05-01,123664358.0
2013-06-01,126323318.5
2013-07-01,118330470.2
2013-08-01,118365437.6
2013-09-01,119254447.7
2013-10-01,124742413.4
2013-11-01,124741513.8
2013-12-01,125523248.7
2014-01-01,126363989.2
2014-02-01,127978533.7
2014-03-01,128900419.0
2014-04-01,131284977.8
2014-05-01,131455520.7
2014-06-01,131473865.0
2014-07-01,125173553.1
2014-08-01,125173490.4
2014-09-01,128452510.3
2014-10-01,149605260.6
2014-11-01,165007328.9
2014-12-01,166381671.3
2015-01-01,156635848.3
2015-02-01,156792863.0
2015-03-01,161095894.2
2015-04-01,163817169.7
2015-05-01,166913351.8
2015-06-01,169344283.3
2015-07-01,165415028.8
2015-08-01,163193489.7
2015-09-01,165811860.2
2015-10-01,197860316.7
2015-11-01,199177625.6
2015-12-01,199755883.7
2016-01-01,194951612.0
2016-02-01,192431224.6
2016-03-01,191970233.1
2016-04-01,192894077.5
2016-05-01,212658533.1
2016-06-01,212738916.9
2016-07-01,186292712.1
2016-08-01,177517038.0
2016-09-01,181153115.6
2016-10-01,191680855.5
2016-11-01,193861277.7
2016-12-01,194530770.2
2017-01-01,195564409.7
2017-02-01,196291326.2
2017-03-01,197371649.1
2017-04-01,199521910.6
2017-05-01,201171082.5
2017-06-01,201832940.9
2017-07-01,193664329.5
2017-08-01,193946162.7
2017-09-01,195618343.5
2017-10-01,209754050.9
2017-11-01,210976515.5
2017-12-01,211892687.4
2018-01-01,209079338.9
2018-02-01,210257635.8
2018-03-01,210028864.4
2018-04-01,225089157.1
2018-05-01,226490907.4
2018-06-01,229920598.4
2018-07-01,232512744.9
2018-08-01,237089195.8
2018-09-01,247720636.3
2018-10-01,280844178.6
2018-11-01,281412867.1
2018-12-01,282542610.2
2019-01-01,262840076.6
2019-02-01,263537716.7
2019-03-01,264326232.9
2019-04-01,301153050.8
2019-05-01,303874028.3
2019-06-01,304563502.7
2019-07-01,274187490.7
2019-08-01,277971939.5
2019-09-01,279013673.9
2019-10-01,292811707.9
2019-11-01,294965667.9
2019-12-01,298385941.5
2020-01-01,304461682.3
2020-02-01,314170660.8
2020-03-01,314669207.6
2020-04-01,315103703.2
2020-05-01,316776390.4
2020-06-01,317799256.9
2020-07-01,319233389.8
2020-08-01,319354892.2
2020-09-01,342445557.5
2020-10-01,363723632.1
2020-11-01,366713077.4
2020-12-01,370794070.5
2021-01-01,371896267.6
2021-02-01,370191895.2
2021-03-01,372202306.5
2021-04-01,366364631.4
2021-05-01,378490394.7
2021-06-01,384738930.1
2021-07-01,386897011.2
2021-08-01,386962555.3
2021-09-01,389501577.7
2021-10-01,411148140.8
2021-11-01,469335136.6
2021-12-01,496485110.9
2022-01-01,523965123.4
2022-02-01,530846182.0
2022-03-01,555366170.6
2022-04-01,659023408.5
2022-05-01,693955481.4
2022-06-01,699940614.0
2022-07-01,724003643.1
2022-08-01,727581170.1
2022-09-01,763570872.0
2022-10-01,777819720.6
2022-11-01,832991816.8
2022-12-01,866391061.2
2023-01-01,932869695.5
2023-02-01,959662158.2
2023-03-01,1018134091.6
2023-04-01,1064012341.4
2023-05-01,1181050232.9
2023-06-01,1230719434.6
2023-07-01,1323897219.5
2023-08-01,1384559566.0
2023-09-01,1523490618.8
2023-10-01,1737237938.7
2023-11-01,1743263999.3
2023-12-01,1754233378.8
2024-01-01,1699301330.5
2024-02-01,1807899044.2
2024-03-01,1806583660.4
2024-04-01,2230766089.4
2024-05-01,2400039232.9
2024-06-01,2407278021.2
2024-07-01,2431169490.8
2024-08-01,2443718212.4
2024-09-01,2622114984.4
2024-10-01,2751564116.3
2024-11-01,2868047582.9
2024-12-01,2871428331.3
2025-01-01,2863563133.6
2025-02-01,2897331771.6
2025-03-01,2891966103.8
2025-04-01,2969051277.2
2025-05-01,2977250286.2
2025-06-01,3029125219.8
2025-07-01,3093373802.8
2025-08-01,3095091565.2
2025-09-01,3120902085.7
