Tarih,TP_FG_B03_68
2000-01-01,37356161.0
2000-02-01,38295177.5
2000-03-01,38683430.5
2000-04-01,39410129.9
2000-05-01,39860633.1
2000-06-01,41675980.6
2000-07-01,41720645.0
2000-08-01,43213945.5
2000-09-01,45171651.3
2000-10-01,50053008.6
2000-11-01,50165247.1
2000-12-01,50267423.2
2001-01-01,50567884.1
2001-02-01,50814941.7
2001-03-01,58560034.9
2001-04-01,66717209.0
2001-05-01,71197134.8
2001-06-01,72373195.9
2001-07-01,74243924.5
2001-08-01,76410674.3
2001-09-01,80478076.2
2001-10-01,83238276.2
2001-11-01,84190891.7
2001-12-01,87960672.5
2002-01-01,87915349.0
2002-02-01,87688940.6
2002-03-01,87750575.1
2002-04-01,87126387.0
2002-05-01,87707933.3
2002-06-01,89223316.1
2002-07-01,91911530.8
2002-08-01,95683997.6
2002-09-01,103896282.7
2002-10-01,107434322.4
2002-11-01,110164481.8
2002-12-01,110149557.8
2003-01-01,113631427.9
2003-02-01,115662973.1
2003-03-01,118480102.5
2003-04-01,116122990.9
2003-05-01,115152748.2
2003-06-01,114176621.8
2003-07-01,117713123.2
2003-08-01,117607521.1
2003-09-01,120339671.9
2003-10-01,123497958.4
2003-11-01,125390351.9
2003-12-01,128125140.2
2004-01-01,131153762.3
2004-02-01,137703640.0
2004-03-01,141379692.1
2004-04-01,141796232.3
2004-05-01,148233179.9
2004-06-01,150994772.4
2004-07-01,157652754.8
2004-08-01,159813708.7
2004-09-01,158010840.3
2004-10-01,158093940.6
2004-11-01,158605354.9
2004-12-01,157571113.2
2005-01-01,164257080.8
2005-02-01,163743243.2
2005-03-01,166292428.4
2005-04-01,169888734.7
2005-05-01,167566608.0
2005-06-01,166716001.8
2005-07-01,167281847.4
2005-08-01,168716158.8
2005-09-01,171479005.0
2005-10-01,172772320.3
2005-11-01,171325143.0
2005-12-01,170582526.4
2006-01-01,170707649.5
2006-02-01,171522685.7
2006-03-01,172434269.2
2006-04-01,174234219.4
2006-05-01,178628838.4
2006-06-01,185421249.3
2006-07-01,188647745.0
2006-08-01,188085869.5
2006-09-01,186830056.1
2006-10-01,191708866.9
2006-11-01,190066775.4
2006-12-01,191027234.3
2007-01-01,188019961.3
2007-02-01,187300827.4
2007-03-01,189549370.5
2007-04-01,189638114.2
2007-05-01,189658016.1
2007-06-01,189410350.5
2007-07-01,189288423.9
2007-08-01,191525809.0
2007-09-01,190240125.4
2007-10-01,190376015.6
2007-11-01,201499685.4
2007-12-01,199770558.9
2008-01-01,204536602.3
2008-02-01,216413197.7
2008-03-01,225743339.6
2008-04-01,233291651.5
2008-05-01,238722155.0
2008-06-01,236743309.4
2008-07-01,251003402.2
2008-08-01,242269785.3
2008-09-01,243493184.2
2008-10-01,257957973.9
2008-11-01,270666596.3
2008-12-01,257596713.2
2009-01-01,262881183.2
2009-02-01,229813052.5
2009-03-01,223160639.5
2009-04-01,223250595.1
2009-05-01,221916193.1
2009-06-01,227386675.8
2009-07-01,223879291.5
2009-08-01,224671263.5
2009-09-01,223086349.9
2009-10-01,224535121.1
2009-11-01,227274823.6
2009-12-01,226393144.1
2010-01-01,225850866.3
2010-02-01,226988950.8
2010-03-01,231381712.7
2010-04-01,232487392.2
2010-05-01,230277438.6
2010-06-01,232623447.4
2010-07-01,232619251.7
2010-08-01,232686494.7
2010-09-01,234064110.9
2010-10-01,233244068.9
2010-11-01,232968545.6
2010-12-01,242113490.5
2011-01-01,252174810.7
2011-02-01,264487241.0
2011-03-01,269176515.9
2011-04-01,271108765.2
2011-05-01,268798547.7
2011-06-01,272116711.9
2011-07-01,276983782.0
2011-08-01,284228898.9
2011-09-01,285560341.0
2011-10-01,289239005.1
2011-11-01,289242591.7
2011-12-01,289267830.4
2012-01-01,289913199.6
2012-02-01,285640744.6
2012-03-01,287074834.9
2012-04-01,292418157.9
2012-05-01,289782867.2
2012-06-01,275795225.5
2012-07-01,278026863.8
2012-08-01,280970862.3
2012-09-01,288655673.6
2012-10-01,301118946.6
2012-11-01,298261068.9
2012-12-01,295811004.8
2013-01-01,295290011.5
2013-02-01,299864485.9
2013-03-01,296105020.9
2013-04-01,291791746.7
2013-05-01,299173395.6
2013-06-01,303555274.2
2013-07-01,307704628.1
2013-08-01,310530871.1
2013-09-01,310510780.5
2013-10-01,310787691.8
2013-11-01,312145992.3
2013-12-01,315341257.6
2014-01-01,327147487.8
2014-02-01,314392029.1
2014-03-01,315651273.8
2014-04-01,310546743.7
2014-05-01,309348985.8
2014-06-01,313584151.7
2014-07-01,310919437.1
2014-08-01,316270119.3
2014-09-01,321448233.0
2014-10-01,323355823.3
2014-11-01,307767407.3
2014-12-01,311372801.4
2015-01-01,312543366.3
2015-02-01,316442878.7
2015-03-01,316760669.8
2015-04-01,320505440.5
2015-05-01,324487379.1
2015-06-01,327070622.0
2015-07-01,325102092.5
2015-08-01,329562656.4
2015-09-01,330396270.8
2015-10-01,327907611.5
2015-11-01,324879735.9
2015-12-01,311462651.2
2016-01-01,314437299.1
2016-02-01,315920849.0
2016-03-01,319409074.2
2016-04-01,318705491.8
2016-05-01,328308808.8
2016-06-01,327043160.1
2016-07-01,331298513.6
2016-08-01,332818568.5
2016-09-01,340208433.4
2016-10-01,341064319.1
2016-11-01,352875819.8
2016-12-01,361435045.1
2017-01-01,369327912.8
2017-02-01,365873279.0
2017-03-01,362214964.3
2017-04-01,366803160.1
2017-05-01,368194615.5
2017-06-01,364066460.1
2017-07-01,368814395.9
2017-08-01,375659781.2
2017-09-01,376774248.4
2017-10-01,385666309.0
2017-11-01,402574648.7
2017-12-01,401182677.0
2018-01-01,403811663.3
2018-02-01,401741956.5
2018-03-01,409680558.6
2018-04-01,427654962.2
2018-05-01,451356333.3
2018-06-01,458320508.9
2018-07-01,468114906.8
2018-08-01,535066130.8
2018-09-01,554752963.1
2018-10-01,550472074.8
2018-11-01,515170734.0
2018-12-01,507174882.9
2019-01-01,503765375.8
2019-02-01,508036067.5
2019-03-01,514943582.9
2019-04-01,537958963.6
2019-05-01,553873847.3
2019-06-01,532103425.2
2019-07-01,533384344.7
2019-08-01,544923593.1
2019-09-01,566132147.0
2019-10-01,569975541.7
2019-11-01,566022990.9
2019-12-01,575387657.1
2020-01-01,563393125.6
2020-02-01,557164212.4
2020-03-01,531540782.7
2020-04-01,523622132.7
2020-05-01,534177681.6
2020-06-01,559976844.6
2020-07-01,564680067.6
2020-08-01,575637756.2
2020-09-01,581240401.3
