Tarih,TP_FG_B06_68
2000-01-01,46106474.1
2000-02-01,46117617.5
2000-03-01,46252751.4
2000-04-01,52279963.9
2000-05-01,52702955.8
2000-06-01,53126272.8
2000-07-01,54435625.9
2000-08-01,56766321.2
2000-09-01,60270470.3
2000-10-01,61405924.4
2000-11-01,61522116.5
2000-12-01,61693498.3
2001-01-01,63360611.1
2001-02-01,63509798.5
2001-03-01,65419260.6
2001-04-01,70374347.5
2001-05-01,74641970.5
2001-06-01,78821024.3
2001-07-01,81599887.7
2001-08-01,83121307.7
2001-09-01,92614663.5
2001-10-01,98024585.2
2001-11-01,98189963.1
2001-12-01,99330638.2
2002-01-01,103855646.5
2002-02-01,104234729.9
2002-03-01,105222260.5
2002-04-01,111301453.1
2002-05-01,111405222.5
2002-06-01,111934315.5
2002-07-01,113622437.2
2002-08-01,114382278.5
2002-09-01,123432992.9
2002-10-01,124251527.7
2002-11-01,124308343.7
2002-12-01,125199778.2
2003-01-01,126373371.5
2003-02-01,129544503.6
2003-03-01,133108143.5
2003-04-01,145649403.7
2003-05-01,145824732.1
2003-06-01,146948730.9
2003-07-01,148285818.5
2003-08-01,148993759.2
2003-09-01,149556614.0
2003-10-01,155681150.1
2003-11-01,155804886.4
2003-12-01,155840619.4
2004-01-01,158358107.1
2004-02-01,158643162.3
2004-03-01,159049573.6
2004-04-01,165479707.0
2004-05-01,165498029.4
2004-06-01,165514556.5
2004-07-01,165759297.4
2004-08-01,166199549.9
2004-09-01,168716980.1
2004-10-01,168805432.3
2004-11-01,169089154.2
2004-12-01,169828148.1
2005-01-01,172499216.5
2005-02-01,174191892.8
2005-03-01,173690791.4
2005-04-01,173720970.9
2005-05-01,173812423.9
2005-06-01,173812423.9
2005-07-01,176230639.0
2005-08-01,179949320.0
2005-09-01,180688718.3
2005-10-01,180977203.7
2005-11-01,180977203.7
2005-12-01,180977203.7
2006-01-01,183313370.3
2006-02-01,183354881.5
2006-03-01,183354881.5
2006-04-01,183354881.5
2006-05-01,183376404.2
2006-06-01,184668135.3
2006-07-01,189484655.8
2006-08-01,190023406.9
2006-09-01,190329995.0
2006-10-01,190329995.0
2006-11-01,190574843.9
2006-12-01,190837411.0
2007-01-01,191960896.0
2007-02-01,192121443.7
2007-03-01,192418929.6
2007-04-01,192699466.7
2007-05-01,194075246.3
2007-06-01,194148355.1
2007-07-01,194208961.2
2007-08-01,194269567.4
2007-09-01,196401027.5
2007-10-01,196717165.7
2007-11-01,197279781.3
2007-12-01,197664348.0
2008-01-01,201264795.4
2008-02-01,201386007.8
2008-03-01,201596731.6
2008-04-01,202833624.7
2008-05-01,204104593.4
2008-06-01,207340440.4
2008-07-01,210228441.3
2008-08-01,213931768.7
2008-09-01,214221054.9
2008-10-01,214501532.2
2008-11-01,214844295.8
2008-12-01,214844295.8
2009-01-01,215662650.5
2009-02-01,223004985.3
2009-03-01,221791230.1
2009-04-01,223022054.6
2009-05-01,224313785.7
2009-06-01,116495700.3
2009-07-01,230576147.7
2009-08-01,231328882.8
2009-09-01,231688792.5
2009-10-01,231688792.5
2009-11-01,231688792.5
2009-12-01,231810004.9
2010-01-01,231913898.1
2010-02-01,234597353.8
2010-03-01,235038778.6
2010-04-01,235175884.0
2010-05-01,235507338.9
2010-06-01,235965464.0
2010-07-01,236511167.9
2010-08-01,236511167.9
2010-09-01,236487725.6
2010-10-01,236500228.2
2010-11-01,243290913.1
2010-12-01,243848910.7
2011-01-01,245937862.5
2011-02-01,247011330.4
2011-03-01,247047275.3
2011-04-01,247047275.3
2011-05-01,247434167.4
2011-06-01,247681311.5
2011-07-01,247634426.9
2011-08-01,252161550.2
2011-09-01,253081809.4
2011-10-01,254096467.3
2011-11-01,255659769.2
2011-12-01,274249283.7
2012-01-01,274995378.5
2012-02-01,277033941.0
2012-03-01,277577807.6
2012-04-01,277605938.4
2012-05-01,285838482.4
2012-06-01,285220480.1
2012-07-01,285197037.8
2012-08-01,285265590.5
2012-09-01,297521301.6
2012-10-01,298812419.3
2012-11-01,298906188.6
2012-12-01,298971053.2
2013-01-01,299041380.2
2013-02-01,299304797.0
2013-03-01,299328239.2
2013-04-01,299821037.7
2013-05-01,302430386.1
2013-06-01,302547269.1
2013-07-01,302583214.0
2013-08-01,302849081.0
2013-09-01,305031608.9
2013-10-01,307651016.0
2013-11-01,308018996.1
2013-12-01,308716512.9
2014-01-01,311026439.9
2014-02-01,313883553.2
2014-03-01,314145766.2
2014-04-01,314145766.2
2014-05-01,315016846.3
2014-06-01,324094535.3
2014-07-01,324117977.6
2014-08-01,324338801.1
2014-09-01,330120903.7
2014-10-01,331144067.0
2014-11-01,331175963.7
2014-12-01,335962090.2
2015-01-01,340774216.2
2015-02-01,343836901.9
2015-03-01,344367607.8
2015-04-01,343927597.4
2015-05-01,343288359.1
2015-06-01,345061578.8
2015-07-01,345074081.4
2015-08-01,345062612.5
2015-09-01,345096994.6
2015-10-01,344577792.3
2015-11-01,146406366.2
2015-12-01,348311932.5
2016-01-01,352822177.8
2016-02-01,360308602.1
2016-03-01,366239249.6
2016-04-01,367835519.3
2016-05-01,365888344.5
2016-06-01,363732988.0
2016-07-01,364037337.8
2016-08-01,364095162.2
2016-09-01,367018487.7
2016-10-01,367030990.3
2016-11-01,367418358.5
2016-12-01,367454303.4
2017-01-01,362013581.3
2017-02-01,364074073.4
2017-03-01,376441054.1
2017-04-01,380203694.7
2017-05-01,380969231.4
2017-06-01,374017367.1
2017-07-01,393705999.0
2017-08-01,395598614.8
2017-09-01,395168732.3
2017-10-01,396390075.5
2017-11-01,403549719.4
2017-12-01,403953236.8
2018-01-01,408537589.1
2018-02-01,411730839.8
2018-03-01,413203615.5
2018-04-01,413261439.9
2018-05-01,415345101.0
2018-06-01,415703728.4
2018-07-01,419686587.1
2018-08-01,423650554.6
2018-09-01,443615496.0
2018-10-01,446589663.6
2018-11-01,451294835.8
2018-12-01,464360147.6
2019-01-01,466700182.3
2019-02-01,469937867.1
2019-03-01,470113121.4
2019-04-01,470974837.4
2019-05-01,477915693.4
2019-06-01,425323209.9
2019-07-01,424431733.5
2019-08-01,424431733.5
2019-09-01,437588929.8
2019-10-01,453339982.4
2019-11-01,462154612.2
2019-12-01,462772614.5
2020-01-01,464014256.8
2020-02-01,508582137.8
2020-03-01,508582137.8
2020-04-01,510584543.6
2020-05-01,510584543.6
2020-06-01,515231015.3
2020-07-01,515892088.7
2020-08-01,517112072.4
2020-09-01,519454121.7
2020-10-01,521359633.0
2020-11-01,521479211.4
2020-12-01,521677742.3
2021-01-01,526562193.7
2021-02-01,537653644.8
2021-03-01,537653644.8
2021-04-01,537653644.8
2021-05-01,537653644.8
2021-06-01,537653644.8
2021-07-01,537653644.8
2021-08-01,537653644.8
2021-09-01,546871448.0
2021-10-01,546871448.0
2021-11-01,548954763.4
2021-12-01,555596197.9
2022-01-01,697037496.6
2022-02-01,722624486.0
2022-03-01,727986323.7
2022-04-01,1003538322.7
2022-05-01,1050306912.9
2022-06-01,1054678837.7
2022-07-01,1084308369.0
2022-08-01,1093095911.6
2022-09-01,1241961383.9
2022-10-01,1249160385.7
2022-11-01,1265324454.1
2022-12-01,1294700425.0
2023-01-01,1506238356.1
2023-02-01,1569468959.8
2023-03-01,1639391968.0
2023-04-01,1655103510.0
2023-05-01,2027459449.9
2023-06-01,2041892104.6
2023-07-01,2100095975.8
2023-08-01,2506545052.0
2023-09-01,3089909151.4
2023-10-01,3116595672.3
2023-11-01,3183458072.7
2023-12-01,3217887975.3
2024-01-01,3912915643.6
2024-02-01,3926626186.7
2024-03-01,3938633827.9
2024-04-01,3991741833.9
2024-05-01,4542974197.3
2024-06-01,4562023538.2
2024-07-01,4793713664.9
2024-08-01,5108738466.3
2024-09-01,5388336902.6
2024-10-01,5376871395.2
2024-11-01,5464633550.6
2024-12-01,5747132496.5
2025-01-01,6480251214.5
2025-02-01,6557800901.8
2025-03-01,6717352240.6
2025-04-01,6734785707.0
2025-05-01,6877012956.5
2025-06-01,6968869247.9
2025-07-01,7148724263.2
2025-08-01,7158849221.7
2025-09-01,7555557895.8
