Tarih,TP_ODANA6_Q02
2000-01-01,2313.0
2000-02-01,2513.0
2000-03-01,2562.0
2000-04-01,2699.0
2000-05-01,2546.0
2000-06-01,2531.0
2000-07-01,2556.0
2000-08-01,2310.0
2000-09-01,2713.0
2000-10-01,2597.0
2000-11-01,2837.0
2000-12-01,2746.0
2001-01-01,2460.0
2001-02-01,2844.0
2001-03-01,2851.0
2001-04-01,2946.0
2001-05-01,3136.0
2001-06-01,2809.0
2001-07-01,2721.0
2001-08-01,2902.0
2001-09-01,2912.0
2001-10-01,3158.0
2001-11-01,3163.0
2001-12-01,2908.0
2002-01-01,2859.0
2002-02-01,2728.0
2002-03-01,3301.0
2002-04-01,3143.0
2002-05-01,3359.0
2002-06-01,3062.0
2002-07-01,3432.0
2002-08-01,3439.0
2002-09-01,3705.0
2002-10-01,3996.0
2002-11-01,4048.0
2002-12-01,3633.0
2003-01-01,3774.0
2003-02-01,3274.0
2003-03-01,4290.0
2003-04-01,4035.0
2003-05-01,4298.0
2003-06-01,4203.0
2003-07-01,4619.0
2003-08-01,4321.0
2003-09-01,4662.0
2003-10-01,5414.0
2003-11-01,4440.0
2003-12-01,5142.0
2004-01-01,5004.0
2004-02-01,4041.0
2004-03-01,5699.0
2004-04-01,5578.0
2004-05-01,5714.0
2004-06-01,5769.0
2004-07-01,6013.0
2004-08-01,5204.0
2004-09-01,6209.0
2004-10-01,6380.0
2004-11-01,6187.0
2004-12-01,7035.0
2005-01-01,5346.0
2005-02-01,6012.0
2005-03-01,7007.0
2005-04-01,6553.0
2005-05-01,6451.0
2005-06-01,6491.0
2005-07-01,6068.0
2005-08-01,5975.0
2005-09-01,7263.0
2005-10-01,7261.0
2005-11-01,6410.0
2005-12-01,7672.0
2006-01-01,5495.0
2006-02-01,6508.0
2006-03-01,7971.0
2006-04-01,7022.0
2006-05-01,7654.0
2006-06-01,8482.0
2006-07-01,7780.0
2006-08-01,7727.0
2006-09-01,8489.0
2006-10-01,7659.0
2006-11-01,9526.0
2006-12-01,9465.0
2007-01-01,7090.0
2007-02-01,8219.0
2007-03-01,9614.0
2007-04-01,9012.0
2007-05-01,10026.0
2007-06-01,9713.0
2007-07-01,9552.0
2007-08-01,9427.0
2007-09-01,9645.0
2007-10-01,10606.0
2007-11-01,12042.0
2007-12-01,10433.0
2008-01-01,11227.0
2008-02-01,11754.0
2008-03-01,12227.0
2008-04-01,12027.0
2008-05-01,13220.0
2008-06-01,12447.0
2008-07-01,13349.0
2008-08-01,12005.0
2008-09-01,13659.0
2008-10-01,10510.0
2008-11-01,10200.0
2008-12-01,8281.0
2009-01-01,8379.0
2009-02-01,8982.0
2009-03-01,8788.0
2009-04-01,8132.0
2009-05-01,8044.0
2009-06-01,9101.0
2009-07-01,9644.0
2009-08-01,8510.0
2009-09-01,9106.0
2009-10-01,10781.0
2009-11-01,9540.0
2009-12-01,10725.0
2010-01-01,8376.0
2010-02-01,8880.0
2010-03-01,10622.0
2010-04-01,9988.0
2010-05-01,10436.0
2010-06-01,10145.0
2010-07-01,10115.0
2010-08-01,9088.0
2010-09-01,9450.0
2010-10-01,11552.0
2010-11-01,9936.0
2010-12-01,12404.0
2011-01-01,10043.0
2011-02-01,10527.0
2011-03-01,12434.0
2011-04-01,12301.0
2011-05-01,11449.0
2011-06-01,11713.0
2011-07-01,12424.0
2011-08-01,12194.0
2011-09-01,11920.0
2011-10-01,12682.0
2011-11-01,11672.0
2011-12-01,13033.0
2012-01-01,10938.0
2012-02-01,12314.0
2012-03-01,13853.0
2012-04-01,13342.0
2012-05-01,13865.0
2012-06-01,13898.0
2012-07-01,13596.0
2012-08-01,13609.0
2012-09-01,13764.0
2012-10-01,14313.0
2012-11-01,14858.0
2012-12-01,13598.0
2013-01-01,12715.0
2013-02-01,13609.0
2013-03-01,14595.0
2013-04-01,14028.0
2013-05-01,14823.0
2013-06-01,13505.0
2013-07-01,14088.0
2013-08-01,12329.0
2013-09-01,14252.0
2013-10-01,13423.0
2013-11-01,15675.0
2013-12-01,14355.0
2014-01-01,13625.0
2014-02-01,14259.0
2014-03-01,16089.0
2014-04-01,14637.0
2014-05-01,14934.0
2014-06-01,14023.0
2014-07-01,14729.0
2014-08-01,12949.0
2014-09-01,15046.0
2014-10-01,14104.0
2014-11-01,14319.0
2014-12-01,14579.0
2015-01-01,13159.0
2015-02-01,13069.0
2015-03-01,13450.0
2015-04-01,14261.0
2015-05-01,12039.0
2015-06-01,13021.0
2015-07-01,12178.0
2015-08-01,12013.0
2015-09-01,12440.0
2015-10-01,14143.0
2015-11-01,12596.0
2015-12-01,12496.0
2016-01-01,10095.0
2016-02-01,13204.0
2016-03-01,13710.0
2016-04-01,12814.0
2016-05-01,12926.0
2016-06-01,13754.0
2016-07-01,10589.0
2016-08-01,12659.0
2016-09-01,11746.0
2016-10-01,13771.0
2016-11-01,13665.0
2016-12-01,13712.0
2017-01-01,12101.0
2017-02-01,12984.0
2017-03-01,15554.0
2017-04-01,13727.0
2017-05-01,14574.0
2017-06-01,14057.0
2017-07-01,13573.0
2017-08-01,14359.0
2017-09-01,12762.0
2017-10-01,15204.0
2017-11-01,15343.0
2017-12-01,14976.0
2018-01-01,13302.0
2018-02-01,13999.0
2018-03-01,16467.0
2018-04-01,14747.0
2018-05-01,15422.0
2018-06-01,13882.0
2018-07-01,14844.0
2018-08-01,13078.0
2018-09-01,15388.0
2018-10-01,16664.0
2018-11-01,16444.0
2018-12-01,14672.0
2019-01-01,13999.0
2019-02-01,14399.0
2019-03-01,16432.0
2019-04-01,15452.0
2019-05-01,17048.0
2019-06-01,11916.0
2019-07-01,16078.0
2019-08-01,13497.0
2019-09-01,15445.0
2019-10-01,16514.0
2019-11-01,16129.0
2019-12-01,15291.0
2020-01-01,14869.0
2020-02-01,14670.0
2020-03-01,13394.0
2020-04-01,8895.0
2020-05-01,9619.0
2020-06-01,13210.0
2020-07-01,14744.0
2020-08-01,12249.0
2020-09-01,15965.0
2020-10-01,17229.0
2020-11-01,15948.0
2020-12-01,17586.0
2021-01-01,14818.0
2021-02-01,15893.0
2021-03-01,18733.0
2021-04-01,18419.0
2021-05-01,16369.0
2021-06-01,19587.0
2021-07-01,16406.0
2021-08-01,18865.0
2021-09-01,20804.0
2021-10-01,20693.0
2021-11-01,21684.0
2021-12-01,22402.0
2022-01-01,17628.0
2022-02-01,19878.0
2022-03-01,22653.0
2022-04-01,23410.0
2022-05-01,18964.0
2022-06-01,23252.0
2022-07-01,18495.0
2022-08-01,21081.0
2022-09-01,22409.0
2022-10-01,21019.0
2022-11-01,21698.0
2022-12-01,22865.0
2023-01-01,19220.0
2023-02-01,18389.0
2023-03-01,23342.0
2023-04-01,19022.0
2023-05-01,21264.0
2023-06-01,20221.0
2023-07-01,19391.0
2023-08-01,21159.0
2023-09-01,21720.0
2023-10-01,22288.0
2023-11-01,22372.0
2023-12-01,22611.0
2024-01-01,19717.0
2024-02-01,20782.0
2024-03-01,22292.0
2024-04-01,18719.0
2024-05-01,23427.0
2024-06-01,18650.0
2024-07-01,21961.0
2024-08-01,21722.0
2024-09-01,21639.0
2024-10-01,23396.0
2024-11-01,21899.0
2024-12-01,23247.0
2025-01-01,21078.0
2025-02-01,21145.0
2025-03-01,23417.0
2025-04-01,20746.0
2025-05-01,24301.0
2025-06-01,20349.0
2025-07-01,24579.0
2025-08-01,21386.0
