Tarih,TP_ODANA6_Q03
2000-01-01,3139.0
2000-02-01,3867.0
2000-03-01,4116.0
2000-04-01,4296.0
2000-05-01,4486.0
2000-06-01,4800.0
2000-07-01,4596.0
2000-08-01,4772.0
2000-09-01,4479.0
2000-10-01,4868.0
2000-11-01,5235.0
2000-12-01,4228.0
2001-01-01,3872.0
2001-02-01,3348.0
2001-03-01,2878.0
2001-04-01,2799.0
2001-05-01,3236.0
2001-06-01,3004.0
2001-07-01,3152.0
2001-08-01,3229.0
2001-09-01,3120.0
2001-10-01,3099.0
2001-11-01,3264.0
2001-12-01,3091.0
2002-01-01,3167.0
2002-02-01,2805.0
2002-03-01,3519.0
2002-04-01,3824.0
2002-05-01,3979.0
2002-06-01,3626.0
2002-07-01,4283.0
2002-08-01,4006.0
2002-09-01,4114.0
2002-10-01,4365.0
2002-11-01,4496.0
2002-12-01,4925.0
2003-01-01,4174.0
2003-02-01,4007.0
2003-03-01,5476.0
2003-04-01,4933.0
2003-05-01,5171.0
2003-06-01,5459.0
2003-07-01,5977.0
2003-08-01,5630.0
2003-09-01,5861.0
2003-10-01,6251.0
2003-11-01,4978.0
2003-12-01,7966.0
2004-01-01,5918.0
2004-02-01,5824.0
2004-03-01,7897.0
2004-04-01,7449.0
2004-05-01,7426.0
2004-06-01,7863.0
2004-07-01,8041.0
2004-08-01,7341.0
2004-09-01,7974.0
2004-10-01,7566.0
2004-11-01,8121.0
2004-12-01,9851.0
2005-01-01,6916.0
2005-02-01,7864.0
2005-03-01,9569.0
2005-04-01,9087.0
2005-05-01,9396.0
2005-06-01,9482.0
2005-07-01,9205.0
2005-08-01,9826.0
2005-09-01,9833.0
2005-10-01,9696.0
2005-11-01,9329.0
2005-12-01,11242.0
2006-01-01,7999.0
2006-02-01,9413.0
2006-03-01,11161.0
2006-04-01,11133.0
2006-05-01,12344.0
2006-06-01,12124.0
2006-07-01,11431.0
2006-08-01,11927.0
2006-09-01,11761.0
2006-10-01,10776.0
2006-11-01,12276.0
2006-12-01,12327.0
2007-01-01,10264.0
2007-02-01,10916.0
2007-03-01,12698.0
2007-04-01,12421.0
2007-05-01,14184.0
2007-06-01,13595.0
2007-07-01,14454.0
2007-08-01,14026.0
2007-09-01,13667.0
2007-10-01,14868.0
2007-11-01,15837.0
2007-12-01,15280.0
2008-01-01,15816.0
2008-02-01,15179.0
2008-03-01,16326.0
2008-04-01,17071.0
2008-05-01,18601.0
2008-06-01,18746.0
2008-07-01,19717.0
2008-08-01,18363.0
2008-09-01,17091.0
2008-10-01,14542.0
2008-11-01,11463.0
2008-12-01,10908.0
2009-01-01,8745.0
2009-02-01,8630.0
2009-03-01,10005.0
2009-04-01,9594.0
2009-05-01,10479.0
2009-06-01,11998.0
2009-07-01,12402.0
2009-08-01,12371.0
2009-09-01,11866.0
2009-10-01,12081.0
2009-11-01,12134.0
2009-12-01,14189.0
2010-01-01,11183.0
2010-02-01,11241.0
2010-03-01,14289.0
2010-04-01,14077.0
2010-05-01,14063.0
2010-06-01,14534.0
2010-07-01,15450.0
2010-08-01,14740.0
2010-09-01,15085.0
2010-10-01,16564.0
2010-11-01,16441.0
2010-12-01,19650.0
2011-01-01,16083.0
2011-02-01,16722.0
2011-03-01,20736.0
2011-04-01,20153.0
2011-05-01,20358.0
2011-06-01,20900.0
2011-07-01,20407.0
2011-08-01,19105.0
2011-09-01,20331.0
2011-10-01,19081.0
2011-11-01,17911.0
2011-12-01,19765.0
2012-01-01,16814.0
2012-02-01,17064.0
2012-03-01,19929.0
2012-04-01,18576.0
2012-05-01,20800.0
2012-06-01,19629.0
2012-07-01,19970.0
2012-08-01,18080.0
2012-09-01,19177.0
2012-10-01,18164.0
2012-11-01,20134.0
2012-12-01,18978.0
2013-01-01,18705.0
2013-02-01,19441.0
2013-03-01,20375.0
2013-04-01,22584.0
2013-05-01,22750.0
2013-06-01,20728.0
2013-07-01,22869.0
2013-08-01,18322.0
2013-09-01,20382.0
2013-10-01,19608.0
2013-11-01,20953.0
2013-12-01,22565.0
2014-01-01,19211.0
2014-02-01,17986.0
2014-03-01,20298.0
2014-04-01,20454.0
2014-05-01,20481.0
2014-06-01,20612.0
2014-07-01,19889.0
2014-08-01,19395.0
2014-09-01,20448.0
2014-10-01,19133.0
2014-11-01,20775.0
2014-12-01,21183.0
2015-01-01,16278.0
2015-02-01,16970.0
2015-03-01,18567.0
2015-04-01,17866.0
2015-05-01,17511.0
2015-06-01,17888.0
2015-07-01,18179.0
2015-08-01,15677.0
2015-09-01,15179.0
2015-10-01,16573.0
2015-11-01,15537.0
2015-12-01,17649.0
2016-01-01,12847.0
2016-02-01,15335.0
2016-03-01,17380.0
2016-04-01,15635.0
2016-05-01,16851.0
2016-06-01,18939.0
2016-07-01,14477.0
2016-08-01,16045.0
2016-09-01,14944.0
2016-10-01,16169.0
2016-11-01,16195.0
2016-12-01,17751.0
2017-01-01,15336.0
2017-02-01,15504.0
2017-03-01,18502.0
2017-04-01,17057.0
2017-05-01,20381.0
2017-06-01,18741.0
2017-07-01,20926.0
2017-08-01,18568.0
2017-09-01,19842.0
2017-10-01,20683.0
2017-11-01,19995.0
2017-12-01,22254.0
2018-01-01,21104.0
2018-02-01,18901.0
2018-03-01,21089.0
2018-04-01,20122.0
2018-05-01,22077.0
2018-06-01,18553.0
2018-07-01,19960.0
2018-08-01,14802.0
2018-09-01,16130.0
2018-10-01,15547.0
2018-11-01,15422.0
2018-12-01,15928.0
2019-01-01,15259.0
2019-02-01,15136.0
2019-03-01,17182.0
2019-04-01,16998.0
2019-05-01,17403.0
2019-06-01,14303.0
2019-07-01,18369.0
2019-08-01,14903.0
2019-09-01,16119.0
2019-10-01,17268.0
2019-11-01,17076.0
2019-12-01,18965.0
2020-01-01,18187.0
2020-02-01,16613.0
2020-03-01,17749.0
2020-04-01,12739.0
2020-05-01,12363.0
2020-06-01,15272.0
2020-07-01,16707.0
2020-08-01,17625.0
2020-09-01,19719.0
2020-10-01,18519.0
2020-11-01,19808.0
2020-12-01,20951.0
2021-01-01,16725.0
2021-02-01,17996.0
2021-03-01,21722.0
2021-04-01,20163.0
2021-05-01,19425.0
2021-06-01,21222.0
2021-07-01,19555.0
2021-08-01,21750.0
2021-09-01,21931.0
2021-10-01,20744.0
2021-11-01,25313.0
2021-12-01,27448.0
2022-01-01,26180.0
2022-02-01,26174.0
2022-03-01,29130.0
2022-04-01,27753.0
2022-05-01,27793.0
2022-06-01,29688.0
2022-07-01,27759.0
2022-08-01,30737.0
2022-09-01,30445.0
2022-10-01,27468.0
2022-11-01,28871.0
2022-12-01,30940.0
2023-01-01,31800.0
2023-02-01,28903.0
2023-03-01,29672.0
2023-04-01,26079.0
2023-05-01,31719.0
2023-06-01,23992.0
2023-07-01,30129.0
2023-08-01,28299.0
2023-09-01,25414.0
2023-10-01,27274.0
2023-11-01,26847.0
2023-12-01,27151.0
2024-01-01,24049.0
2024-02-01,25463.0
2024-03-01,27303.0
2024-04-01,26385.0
2024-05-01,27580.0
2024-06-01,22759.0
2024-07-01,27024.0
2024-08-01,24608.0
2024-09-01,24747.0
2024-10-01,26900.0
2024-11-01,27141.0
2024-12-01,29478.0
2025-01-01,26628.0
2025-02-01,26621.0
2025-03-01,28274.0
2025-04-01,30638.0
2025-05-01,29079.0
2025-06-01,26857.0
2025-07-01,29240.0
2025-08-01,24192.0
