Tarih,TP_SGEGI_K12
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,160249.0
2003-02-01,267395.0
2003-03-01,212760.0
2003-04-01,203567.0
2003-05-01,263649.0
2003-06-01,363656.0
2003-07-01,458629.0
2003-08-01,312765.0
2003-09-01,221950.0
2003-10-01,269355.0
2003-11-01,279246.0
2003-12-01,265766.0
2004-01-01,258381.0
2004-02-01,287623.0
2004-03-01,282671.0
2004-04-01,303809.0
2004-05-01,363683.0
2004-06-01,403275.0
2004-07-01,434461.0
2004-08-01,331593.0
2004-09-01,256390.0
2004-10-01,362690.0
2004-11-01,363448.0
2004-12-01,345043.0
2005-01-01,291406.0
2005-02-01,316769.0
2005-03-01,280827.0
2005-04-01,328103.0
2005-05-01,390942.0
2005-06-01,439947.0
2005-07-01,419169.0
2005-08-01,333281.0
2005-09-01,292530.0
2005-10-01,371025.0
2005-11-01,376409.0
2005-12-01,389858.0
2006-01-01,344385.0
2006-02-01,263533.0
2006-03-01,297090.0
2006-04-01,337829.0
2006-05-01,386278.0
2006-06-01,446339.0
2006-07-01,554755.0
2006-08-01,355907.0
2006-09-01,250066.0
2006-10-01,291273.0
2006-11-01,233085.0
2006-12-01,302640.0
2007-01-01,448047.0
2007-02-01,346962.0
2007-03-01,379225.0
2007-04-01,398838.0
2007-05-01,429996.0
2007-06-01,527097.0
2007-07-01,502929.0
2007-08-01,349459.0
2007-09-01,284267.0
2007-10-01,443289.0
2007-11-01,359383.0
2007-12-01,486577.0
2008-01-01,352491.0
2008-02-01,338170.0
2008-03-01,374133.0
2008-04-01,427658.0
2008-05-01,461661.0
2008-06-01,567063.0
2008-07-01,437854.0
2008-08-01,348552.0
2008-09-01,262293.0
2008-10-01,448433.0
2008-11-01,376187.0
2008-12-01,498221.0
2009-01-01,378771.0
2009-02-01,384447.0
2009-03-01,439320.0
2009-04-01,364114.0
2009-05-01,413407.0
2009-06-01,488989.0
2009-07-01,651212.0
2009-08-01,460934.0
2009-09-01,411943.0
2009-10-01,490962.0
2009-11-01,517640.0
2009-12-01,559614.0
2010-01-01,354260.0
2010-02-01,444881.0
2010-03-01,494956.0
2010-04-01,518761.0
2010-05-01,575820.0
2010-06-01,617491.0
2010-07-01,770870.0
2010-08-01,547433.0
2010-09-01,518823.0
2010-10-01,551749.0
2010-11-01,599486.0
2010-12-01,562702.0
2011-01-01,555008.0
2011-02-01,516563.0
2011-03-01,575006.0
2011-04-01,610062.0
2011-05-01,622457.0
2011-06-01,653460.0
2011-07-01,569553.0
2011-08-01,467089.0
2011-09-01,428960.0
2011-10-01,428263.0
2011-11-01,443020.0
2011-12-01,412532.0
2012-01-01,415816.0
2012-02-01,381114.0
2012-03-01,466236.0
2012-04-01,517912.0
2012-05-01,544263.0
2012-06-01,625636.0
2012-07-01,512102.0
2012-08-01,477758.0
2012-09-01,389345.0
2012-10-01,547879.0
2012-11-01,493624.0
2012-12-01,431264.0
2013-01-01,490709.0
2013-02-01,560648.0
2013-03-01,608274.0
2013-04-01,566597.0
2013-05-01,590946.0
