Tarih,TP_SGEGI_K12
2013-06-01,677972.0
2013-07-01,717114.0
2013-08-01,790702.0
2013-09-01,560014.0
2013-10-01,806876.0
2013-11-01,583899.0
2013-12-01,572119.0
2014-01-01,513762.0
2014-02-01,596225.0
2014-03-01,618296.0
2014-04-01,590790.0
2014-05-01,698631.0
2014-06-01,752665.0
2014-07-01,825446.0
2014-08-01,816672.0
2014-09-01,641160.0
2014-10-01,719336.0
2014-11-01,594189.0
2014-12-01,615090.0
2015-01-01,605946.0
2015-02-01,616510.0
2015-03-01,642603.0
2015-04-01,765692.0
2015-05-01,882159.0
2015-06-01,814659.0
2015-07-01,949715.0
2015-08-01,872220.0
2015-09-01,749875.0
2015-10-01,678682.0
2015-11-01,605397.0
2015-12-01,567393.0
2016-01-01,557683.0
2016-02-01,626101.0
2016-03-01,641403.0
2016-04-01,631516.0
2016-05-01,752060.0
2016-06-01,652242.0
2016-07-01,880228.0
2016-08-01,647281.0
2016-09-01,707264.0
2016-10-01,648563.0
2016-11-01,566005.0
2016-12-01,581562.0
2017-01-01,611420.0
2017-02-01,608313.0
2017-03-01,677821.0
2017-04-01,702741.0
2017-05-01,812614.0
2017-06-01,779234.0
2017-07-01,919606.0
2017-08-01,837828.0
2017-09-01,756884.0
2017-10-01,759030.0
2017-11-01,683622.0
2017-12-01,737805.0
2018-01-01,704387.0
2018-02-01,660895.0
2018-03-01,705252.0
2018-04-01,731127.0
2018-05-01,692244.0
2018-06-01,776470.0
2018-07-01,816997.0
2018-08-01,807504.0
2018-09-01,641295.0
2018-10-01,634078.0
2018-11-01,592426.0
2018-12-01,626541.0
2019-01-01,656475.0
2019-02-01,644196.0
2019-03-01,717246.0
2019-04-01,753232.0
2019-05-01,726620.0
2019-06-01,967684.0
2019-07-01,1111531.0
2019-08-01,1022294.0
2019-09-01,815293.0
2019-10-01,771983.0
2019-11-01,724475.0
2019-12-01,742352.0
2020-01-01,747101.0
2020-02-01,670221.0
2020-03-01,326339.0
2020-04-01,
2020-05-01,
2020-06-01,
2020-07-01,78849.0
2020-08-01,66298.0
2020-09-01,58076.0
2020-10-01,103842.0
2020-11-01,92413.0
2020-12-01,99726.0
2021-01-01,82955.0
2021-02-01,86362.0
2021-03-01,112004.0
2021-04-01,101862.0
2021-05-01,114906.0
2021-06-01,178421.0
2021-07-01,238412.0
2021-08-01,311248.0
2021-09-01,323367.0
2021-10-01,383119.0
2021-11-01,493986.0
2021-12-01,311698.0
2022-01-01,280897.0
2022-02-01,319300.0
2022-03-01,439470.0
2022-04-01,351888.0
2022-05-01,527857.0
2022-06-01,786391.0
2022-07-01,642515.0
2022-08-01,711241.0
2022-09-01,718361.0
2022-10-01,617591.0
2022-11-01,799356.0
2022-12-01,1071908.0
2023-01-01,607139.0
2023-02-01,710648.0
2023-03-01,751442.0
2023-04-01,797724.0
2023-05-01,1016374.0
2023-06-01,1063352.0
2023-07-01,1073769.0
2023-08-01,987381.0
2023-09-01,917269.0
2023-10-01,1028464.0
2023-11-01,1040136.0
2023-12-01,1073663.0
2024-01-01,753681.0
2024-02-01,943792.0
2024-03-01,751752.0
2024-04-01,953449.0
2024-05-01,873331.0
2024-06-01,1137008.0
2024-07-01,1226894.0
2024-08-01,1128002.0
2024-09-01,931209.0
2024-10-01,808318.0
2024-11-01,940563.0
2024-12-01,942521.0
2025-01-01,952568.0
2025-02-01,891129.0
2025-03-01,752528.0
2025-04-01,956988.0
2025-05-01,939197.0
2025-06-01,1051745.0
