Tarih,TP_SGEGI_K13
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,816.0
2003-02-01,1049.0
2003-03-01,1006.0
2003-04-01,527.0
2003-05-01,546.0
2003-06-01,542.0
2003-07-01,696.0
2003-08-01,713.0
2003-09-01,689.0
2003-10-01,589.0
2003-11-01,589.0
2003-12-01,588.0
2004-01-01,869.0
2004-02-01,1002.0
2004-03-01,809.0
2004-04-01,570.0
2004-05-01,573.0
2004-06-01,600.0
2004-07-01,745.0
2004-08-01,711.0
2004-09-01,681.0
2004-10-01,547.0
2004-11-01,585.0
2004-12-01,588.0
2005-01-01,884.0
2005-02-01,1336.0
2005-03-01,811.0
2005-04-01,566.0
2005-05-01,585.0
2005-06-01,601.0
2005-07-01,755.0
2005-08-01,715.0
2005-09-01,714.0
2005-10-01,642.0
2005-11-01,677.0
2005-12-01,663.0
2006-01-01,913.0
2006-02-01,878.0
2006-03-01,878.0
2006-04-01,635.0
2006-05-01,642.0
2006-06-01,646.0
2006-07-01,681.0
2006-08-01,722.0
2006-09-01,747.0
2006-10-01,739.0
2006-11-01,723.0
2006-12-01,747.0
2007-01-01,572.0
2007-02-01,574.0
2007-03-01,574.0
2007-04-01,682.0
2007-05-01,681.0
2007-06-01,663.0
2007-07-01,720.0
2007-08-01,713.0
2007-09-01,712.0
2007-10-01,971.0
2007-11-01,957.0
2007-12-01,977.0
2008-01-01,781.0
2008-02-01,755.0
2008-03-01,743.0
2008-04-01,703.0
2008-05-01,701.0
2008-06-01,695.0
2008-07-01,764.0
2008-08-01,759.0
2008-09-01,746.0
2008-10-01,924.0
2008-11-01,862.0
2008-12-01,934.0
2009-01-01,753.0
2009-02-01,757.0
2009-03-01,752.0
2009-04-01,763.0
2009-05-01,767.0
2009-06-01,764.0
2009-07-01,715.0
2009-08-01,721.0
2009-09-01,753.0
2009-10-01,1002.0
2009-11-01,1000.0
2009-12-01,1039.0
2010-01-01,776.0
2010-02-01,729.0
2010-03-01,809.0
2010-04-01,697.0
2010-05-01,702.0
2010-06-01,710.0
2010-07-01,702.0
2010-08-01,700.0
2010-09-01,755.0
2010-10-01,949.0
2010-11-01,1044.0
2010-12-01,933.0
2011-01-01,661.0
2011-02-01,726.0
2011-03-01,801.0
2011-04-01,704.0
2011-05-01,721.0
2011-06-01,735.0
2011-07-01,721.0
2011-08-01,695.0
2011-09-01,742.0
2011-10-01,973.0
2011-11-01,1006.0
2011-12-01,980.0
2012-01-01,607.0
2012-02-01,629.0
2012-03-01,670.0
2012-04-01,673.0
2012-05-01,680.0
2012-06-01,680.0
2012-07-01,653.0
2012-08-01,653.0
2012-09-01,636.0
2012-10-01,809.0
2012-11-01,872.0
2012-12-01,782.0
2013-01-01,737.0
2013-02-01,783.0
2013-03-01,768.0
2013-04-01,725.0
2013-05-01,715.0
2013-06-01,711.0
2013-07-01,575.0
2013-08-01,558.0
2013-09-01,583.0
2013-10-01,848.0
2013-11-01,813.0
2013-12-01,832.0
2014-01-01,736.0
2014-02-01,790.0
2014-03-01,744.0
2014-04-01,624.0
