Tarih,TP_SGEGI_K11
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,131.0
2003-02-01,280.0
2003-03-01,214.0
2003-04-01,107.0
2003-05-01,144.0
2003-06-01,197.0
2003-07-01,319.0
2003-08-01,223.0
2003-09-01,153.0
2003-10-01,159.0
2003-11-01,164.0
2003-12-01,156.0
2004-01-01,225.0
2004-02-01,288.0
2004-03-01,229.0
2004-04-01,173.0
2004-05-01,208.0
2004-06-01,242.0
2004-07-01,324.0
2004-08-01,236.0
2004-09-01,175.0
2004-10-01,198.0
2004-11-01,213.0
2004-12-01,203.0
2005-01-01,258.0
2005-02-01,423.0
2005-03-01,228.0
2005-04-01,186.0
2005-05-01,229.0
2005-06-01,264.0
2005-07-01,317.0
2005-08-01,238.0
2005-09-01,209.0
2005-10-01,238.0
2005-11-01,255.0
2005-12-01,259.0
2006-01-01,314.0
2006-02-01,231.0
2006-03-01,261.0
2006-04-01,214.0
2006-05-01,248.0
2006-06-01,289.0
2006-07-01,378.0
2006-08-01,257.0
2006-09-01,187.0
2006-10-01,215.0
2006-11-01,169.0
2006-12-01,226.0
2007-01-01,256.0
2007-02-01,199.0
2007-03-01,218.0
2007-04-01,272.0
2007-05-01,293.0
2007-06-01,349.0
2007-07-01,362.0
2007-08-01,249.0
2007-09-01,202.0
2007-10-01,430.0
2007-11-01,344.0
2007-12-01,475.0
2008-01-01,275.0
2008-02-01,255.0
2008-03-01,278.0
2008-04-01,300.0
2008-05-01,324.0
2008-06-01,394.0
2008-07-01,334.0
2008-08-01,265.0
2008-09-01,196.0
2008-10-01,414.0
2008-11-01,324.0
2008-12-01,465.0
2009-01-01,285.0
2009-02-01,291.0
2009-03-01,330.0
2009-04-01,278.0
2009-05-01,317.0
2009-06-01,374.0
2009-07-01,466.0
2009-08-01,333.0
2009-09-01,310.0
2009-10-01,492.0
2009-11-01,518.0
2009-12-01,581.0
2010-01-01,275.0
2010-02-01,324.0
2010-03-01,400.0
2010-04-01,361.0
2010-05-01,404.0
2010-06-01,438.0
2010-07-01,542.0
2010-08-01,383.0
2010-09-01,392.0
2010-10-01,524.0
2010-11-01,626.0
2010-12-01,525.0
2011-01-01,367.0
2011-02-01,375.0
2011-03-01,461.0
2011-04-01,430.0
2011-05-01,449.0
2011-06-01,480.0
2011-07-01,411.0
2011-08-01,325.0
2011-09-01,318.0
2011-10-01,417.0
2011-11-01,446.0
2011-12-01,404.0
2012-01-01,252.0
2012-02-01,240.0
2012-03-01,313.0
2012-04-01,348.0
2012-05-01,370.0
2012-06-01,425.0
2012-07-01,334.0
2012-08-01,312.0
2012-09-01,248.0
2012-10-01,443.0
2012-11-01,430.0
2012-12-01,337.0
2013-01-01,362.0
2013-02-01,439.0
2013-03-01,467.0
2013-04-01,411.0
2013-05-01,423.0
2013-06-01,482.0
2013-07-01,412.0
2013-08-01,442.0
2013-09-01,326.0
2013-10-01,684.0
2013-11-01,475.0
2013-12-01,476.0
2014-01-01,378.0
2014-02-01,471.0
2014-03-01,460.0
2014-04-01,369.0
