Tarih,TP_SGEGI_K11
2014-05-01,440.0
2014-06-01,475.0
2014-07-01,482.0
2014-08-01,465.0
2014-09-01,379.0
2014-10-01,554.0
2014-11-01,430.0
2014-12-01,452.0
2015-01-01,385.0
2015-02-01,405.0
2015-03-01,416.0
2015-04-01,480.0
2015-05-01,557.0
2015-06-01,513.0
2015-07-01,618.0
2015-08-01,548.0
2015-09-01,505.0
2015-10-01,549.0
2015-11-01,478.0
2015-12-01,495.0
2016-01-01,469.0
2016-02-01,519.0
2016-03-01,513.0
2016-04-01,436.0
2016-05-01,511.0
2016-06-01,442.0
2016-07-01,476.0
2016-08-01,356.0
2016-09-01,400.0
2016-10-01,308.0
2016-11-01,268.0
2016-12-01,282.0
2017-01-01,272.0
2017-02-01,274.0
2017-03-01,300.0
2017-04-01,424.0
2017-05-01,494.0
2017-06-01,454.0
2017-07-01,581.0
2017-08-01,527.0
2017-09-01,514.0
2017-10-01,458.0
2017-11-01,414.0
2017-12-01,451.0
2018-01-01,363.0
2018-02-01,342.0
2018-03-01,374.0
2018-04-01,569.0
2018-05-01,526.0
2018-06-01,577.0
2018-07-01,514.0
2018-08-01,506.0
2018-09-01,431.0
2018-10-01,340.0
2018-11-01,313.0
2018-12-01,341.0
2019-01-01,327.0
2019-02-01,316.0
2019-03-01,364.0
2019-04-01,305.0
2019-05-01,291.0
2019-06-01,389.0
2019-07-01,506.0
2019-08-01,483.0
2019-09-01,395.0
2019-10-01,335.0
2019-11-01,317.0
2019-12-01,323.0
2020-01-01,318.0
2020-02-01,293.0
2020-03-01,152.0
2020-04-01,0.0
2020-05-01,0.0
2020-06-01,62.0
2020-07-01,48.0
2020-08-01,42.0
2020-09-01,31.0
2020-10-01,60.0
2020-11-01,52.0
2020-12-01,57.0
2021-01-01,57.0
2021-02-01,60.0
2021-03-01,80.0
2021-04-01,71.0
2021-05-01,83.0
2021-06-01,135.0
2021-07-01,198.0
2021-08-01,264.0
2021-09-01,274.0
2021-10-01,243.0
2021-11-01,306.0
2021-12-01,197.0
2022-01-01,207.0
2022-02-01,214.0
2022-03-01,249.0
2022-04-01,311.0
2022-05-01,423.0
2022-06-01,469.0
2022-07-01,432.0
2022-08-01,467.0
2022-09-01,494.0
2022-10-01,405.0
2022-11-01,514.0
2022-12-01,651.0
2023-01-01,503.0
2023-02-01,478.0
2023-03-01,518.0
2023-04-01,555.0
2023-05-01,626.0
2023-06-01,701.0
2023-07-01,899.0
2023-08-01,721.0
2023-09-01,681.0
2023-10-01,729.0
2023-11-01,731.0
2023-12-01,764.0
2024-01-01,551.0
2024-02-01,575.0
2024-03-01,535.0
2024-04-01,614.0
2024-05-01,551.0
2024-06-01,689.0
2024-07-01,665.0
2024-08-01,612.0
2024-09-01,536.0
2024-10-01,584.0
2024-11-01,725.0
2024-12-01,721.0
2025-01-01,852.0
2025-02-01,807.0
2025-03-01,652.0
2025-04-01,859.0
2025-05-01,811.0
2025-06-01,938.0
