Tarih,TP_KISAVADEBORC_16
2013-10-01,78479.0
2013-11-01,80075.0
2013-12-01,80087.0
2014-01-01,76488.0
2014-02-01,78733.0
2014-03-01,76443.0
2014-04-01,81192.0
2014-05-01,83951.0
2014-06-01,80942.0
2014-07-01,82832.0
2014-08-01,83323.0
2014-09-01,81280.0
2014-10-01,86058.0
2014-11-01,89265.0
2014-12-01,82586.0
2015-01-01,88224.0
2015-02-01,86711.0
2015-03-01,81224.0
2015-04-01,84389.0
2015-05-01,80618.0
2015-06-01,78017.0
2015-07-01,80487.0
2015-08-01,78727.0
2015-09-01,70275.0
2015-10-01,72693.0
2015-11-01,69463.0
2015-12-01,53752.0
2016-01-01,57445.0
2016-02-01,56375.0
2016-03-01,53845.0
2016-04-01,57489.0
2016-05-01,56811.0
2016-06-01,52147.0
2016-07-01,54792.0
2016-08-01,54015.0
2016-09-01,49255.0
2016-10-01,50710.0
2016-11-01,47235.0
2016-12-01,40270.0
2017-01-01,43754.0
2017-02-01,44953.0
2017-03-01,45144.0
2017-04-01,43353.0
2017-05-01,42866.0
2017-06-01,46474.0
2017-07-01,44910.0
2017-08-01,45609.0
2017-09-01,46144.0
2017-10-01,46306.0
2017-11-01,45565.0
2017-12-01,45729.0
2018-01-01,46550.0
2018-02-01,46266.0
2018-03-01,46307.0
2018-04-01,47352.0
2018-05-01,45749.0
2018-06-01,43776.0
2018-07-01,39540.0
2018-08-01,37007.0
2018-09-01,38790.0
2018-10-01,33534.0
2018-11-01,32078.0
2018-12-01,31513.0
2019-01-01,38064.0
2019-02-01,29912.0
2019-03-01,29999.0
2019-04-01,34384.0
2019-05-01,29677.0
2019-06-01,30583.0
2019-07-01,32377.0
2019-08-01,31123.0
2019-09-01,31073.0
2019-10-01,31746.0
2019-11-01,31202.0
2019-12-01,28813.0
2020-01-01,26623.0
2020-02-01,28694.0
2020-03-01,26890.0
2020-04-01,27502.0
2020-05-01,28349.0
2020-06-01,28488.0
2020-07-01,28196.0
2020-08-01,29910.0
2020-09-01,31779.0
2020-10-01,30646.0
2020-11-01,32469.0
2020-12-01,34099.0
2021-01-01,34246.0
2021-02-01,35332.0
2021-03-01,33158.0
2021-04-01,33948.0
2021-05-01,34034.0
2021-06-01,33373.0
2021-07-01,33499.0
2021-08-01,33948.0
2021-09-01,32455.0
2021-10-01,32671.0
2021-11-01,31391.0
2021-12-01,30016.0
2022-01-01,30175.0
2022-02-01,30731.0
2022-03-01,31039.0
2022-04-01,31717.0
2022-05-01,32763.0
2022-06-01,32163.0
2022-07-01,31709.0
2022-08-01,31453.0
2022-09-01,31492.0
2022-10-01,32832.0
2022-11-01,34427.0
2022-12-01,35901.0
2023-01-01,36076.0
2023-02-01,35838.0
2023-03-01,35060.0
2023-04-01,36079.0
2023-05-01,35116.0
2023-06-01,35553.0
2023-07-01,34921.0
2023-08-01,35215.0
2023-09-01,34900.0
2023-10-01,35345.0
2023-11-01,36260.0
2023-12-01,35477.0
2024-01-01,35438.0
2024-02-01,34362.0
2024-03-01,34965.0
2024-04-01,36195.0
2024-05-01,37735.0
2024-06-01,36997.0
2024-07-01,38026.0
2024-08-01,36627.0
2024-09-01,37284.0
2024-10-01,39094.0
2024-11-01,39165.0
2024-12-01,38497.0
2025-01-01,41466.0
2025-02-01,39598.0
2025-03-01,39831.0
2025-04-01,37340.0
2025-05-01,38504.0
2025-06-01,36510.0
2025-07-01,38535.0
2025-08-01,37231.0
