Tarih,TP_PB_BLV15
2013-10-01,59695193.0
2013-11-01,60782668.0
2013-12-01,61823939.0
2014-01-01,61805254.0
2014-02-01,60662384.0
2014-03-01,59926543.0
2014-04-01,60632358.0
2014-05-01,60458435.0
2014-06-01,61688446.0
2014-07-01,62466783.0
2014-08-01,61859613.0
2014-09-01,62955932.0
2014-10-01,63211042.0
2014-11-01,63986810.0
2014-12-01,64018366.0
2015-01-01,64333177.0
2015-02-01,65394101.0
2015-03-01,66490975.0
2015-04-01,68300900.0
2015-05-01,68884943.0
2015-06-01,69384878.0
2015-07-01,69423370.0
2015-08-01,69803678.0
2015-09-01,70366284.0
2015-10-01,71121362.0
2015-11-01,71594875.0
2015-12-01,72849324.0
2016-01-01,74570238.0
2016-02-01,75196747.0
2016-03-01,75379668.0
2016-04-01,75836745.0
2016-05-01,76570295.0
2016-06-01,76852329.0
2016-07-01,73706323.0
2016-08-01,74021508.0
2016-09-01,73836520.0
2016-10-01,74119217.0
2016-11-01,76071629.0
2016-12-01,77866669.0
2017-01-01,79685558.0
2017-02-01,78503043.0
2017-03-01,80716276.0
2017-04-01,81744279.0
2017-05-01,83036326.0
2017-06-01,85477441.0
2017-07-01,88410066.0
2017-08-01,90754392.0
2017-09-01,92638119.0
2017-10-01,95883569.0
2017-11-01,98923369.0
2017-12-01,100195880.0
2018-01-01,100341315.0
2018-02-01,102031795.0
2018-03-01,106423242.0
2018-04-01,108436659.0
2018-05-01,112557809.0
2018-06-01,114246322.0
2018-07-01,117384472.0
2018-08-01,127508287.0
2018-09-01,124393385.0
2018-10-01,118449052.0
2018-11-01,114454894.0
2018-12-01,117414356.0
2019-01-01,115358433.0
2019-02-01,116631736.0
2019-03-01,122068686.0
2019-04-01,126967417.0
2019-05-01,130581730.0
2019-06-01,129573523.0
2019-07-01,129222313.0
2019-08-01,131285809.0
2019-09-01,130545050.0
2019-10-01,135250698.0
2019-11-01,139507629.0
2019-12-01,147781756.0
2020-01-01,151622494.0
2020-02-01,156769711.0
2020-03-01,170808643.0
2020-04-01,181394714.0
2020-05-01,186036083.0
2020-06-01,194262435.0
2020-07-01,207356472.0
2020-08-01,215795504.0
2020-09-01,222295474.0
2020-10-01,229545191.0
2020-11-01,228353070.0
2020-12-01,225347917.0
2021-01-01,221279473.0
2021-02-01,225330664.0
2021-03-01,237626385.0
2021-04-01,242017187.0
2021-05-01,244220410.0
2021-06-01,248273050.0
2021-07-01,245098141.0
2021-08-01,245663667.0
2021-09-01,256006168.0
2021-10-01,266558175.0
2021-11-01,319087075.0
2021-12-01,333363148.0
2022-01-01,341030453.0
2022-02-01,367588262.0
2022-03-01,399960370.0
2022-04-01,415786534.0
2022-05-01,450609752.0
2022-06-01,467352374.0
2022-07-01,486465017.0
2022-08-01,502429566.0
2022-09-01,525598319.0
2022-10-01,542996029.0
2022-11-01,557786118.0
2022-12-01,580470984.0
2023-01-01,612171453.0
2023-02-01,647997637.0
2023-03-01,686663620.0
2023-04-01,709206682.0
2023-05-01,713440397.0
2023-06-01,773754096.0
2023-07-01,798571276.0
2023-08-01,788293375.0
2023-09-01,814669362.0
2023-10-01,844955779.0
2023-11-01,885611434.0
2023-12-01,913880537.0
2024-01-01,933953499.0
2024-02-01,964137504.0
2024-03-01,999888915.0
2024-04-01,1001435232.0
2024-05-01,1014711412.0
2024-06-01,1025858690.0
2024-07-01,1048113975.0
2024-08-01,1083498448.0
2024-09-01,1113803489.0
2024-10-01,1136843607.0
2024-11-01,1154886344.0
2024-12-01,1209107453.0
2025-01-01,1210971261.0
2025-02-01,1278266320.0
2025-03-01,1376398400.0
2025-04-01,1469441413.0
2025-05-01,1501989178.0
2025-06-01,1563421236.0
2025-07-01,1582915097.0
2025-08-01,1624911113.0
