Tarih,TP_PB_BLV18
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,-192150.0
2006-01-01,-193354.0
2006-02-01,-195479.0
2006-03-01,-205129.0
2006-04-01,-213825.0
2006-05-01,-216660.0
2006-06-01,-220699.0
2006-07-01,-221309.0
2006-08-01,-228796.0
2006-09-01,-241146.0
2006-10-01,-247906.0
2006-11-01,-259415.0
2006-12-01,-239154.0
2007-01-01,-250332.0
2007-02-01,-258867.0
2007-03-01,-269270.0
2007-04-01,-276732.0
2007-05-01,-284372.0
2007-06-01,-291259.0
2007-07-01,-306466.0
2007-08-01,-326335.0
2007-09-01,-297448.0
2007-10-01,-317000.0
2007-11-01,-317969.0
2007-12-01,-287710.0
2008-01-01,-300299.0
2008-02-01,-311695.0
2008-03-01,-346040.0
2008-04-01,-363641.0
2008-05-01,-373287.0
2008-06-01,-348115.0
2008-07-01,-361870.0
2008-08-01,-382355.0
2008-09-01,-401281.0
2008-10-01,-435528.0
2008-11-01,-460821.0
2008-12-01,-459306.0
2009-01-01,-513745.0
2009-02-01,-550202.0
2009-03-01,-562932.0
2009-04-01,-592820.0
2009-05-01,-626617.0
2009-06-01,-630547.0
2009-07-01,-661975.0
2009-08-01,-684385.0
2009-09-01,-687383.0
2009-10-01,-736504.0
2009-11-01,-745927.0
2009-12-01,-802768.0
2010-01-01,-815912.0
2010-02-01,-836241.0
2010-03-01,-847394.0
2010-04-01,-847182.0
2010-05-01,-857536.0
2010-06-01,-849846.0
2010-07-01,-855788.0
2010-08-01,-866530.0
2010-09-01,-851920.0
2010-10-01,-811387.0
2010-11-01,-816581.0
2010-12-01,-788838.0
2011-01-01,-815057.0
2011-02-01,-834881.0
2011-03-01,-776009.0
2011-04-01,-788027.0
2011-05-01,-804284.0
2011-06-01,-785596.0
2011-07-01,-781256.0
2011-08-01,-801970.0
2011-09-01,-793164.0
2011-10-01,-802646.0
2011-11-01,-813834.0
2011-12-01,-813038.0
2012-01-01,-825717.0
2012-02-01,-867764.0
2012-03-01,-904510.0
2012-04-01,-932391.0
2012-05-01,-951432.0
2012-06-01,-939191.0
2012-07-01,-972870.0
2012-08-01,-1022942.0
2012-09-01,-1065499.0
2012-10-01,-1119526.0
2012-11-01,-1162221.0
2012-12-01,-1138074.0
2013-01-01,-1169823.0
2013-02-01,-1161979.0
2013-03-01,-1204917.0
2013-04-01,-1232534.0
2013-05-01,-1282250.0
2013-06-01,-1306185.0
2013-07-01,-1353863.0
2013-08-01,-1188777.0
