Tarih,TP_PB_BLY22
2014-01-01,5826142.0
2014-02-01,5955375.0
2014-03-01,5912082.0
2014-04-01,5930879.0
2014-05-01,5510483.0
2014-06-01,6364131.0
2014-07-01,6216168.0
2014-08-01,4775007.0
2014-09-01,6467508.0
2014-10-01,5872993.0
2014-11-01,4691469.0
2014-12-01,5627359.0
2015-01-01,4953337.0
2015-02-01,4634507.0
2015-03-01,5772438.0
2015-04-01,6022647.0
2015-05-01,4757788.0
2015-06-01,6132432.0
2015-07-01,5176218.0
2015-08-01,6483229.0
2015-09-01,6501234.0
2015-10-01,5512446.0
2015-11-01,6355656.0
2015-12-01,6070236.0
2016-01-01,4634259.0
2016-02-01,5984062.0
2016-03-01,5258616.0
2016-04-01,4294954.0
2016-05-01,5324557.0
2016-06-01,6329339.0
2016-07-01,4191129.0
2016-08-01,6739908.0
2016-09-01,6413432.0
2016-10-01,6805099.0
2016-11-01,6701304.0
2016-12-01,5691253.0
2017-01-01,6615082.0
2017-02-01,6731305.0
2017-03-01,6512617.0
2017-04-01,5376725.0
2017-05-01,6352661.0
2017-06-01,7223309.0
2017-07-01,6862231.0
2017-08-01,4256869.0
2017-09-01,4711499.0
2017-10-01,5764693.0
2017-11-01,6756561.0
2017-12-01,4669719.0
2018-01-01,5941513.0
2018-02-01,6275489.0
2018-03-01,5124640.0
2018-04-01,6687423.0
2018-05-01,5605212.0
2018-06-01,3479067.0
2018-07-01,4559856.0
2018-08-01,6424097.0
2018-09-01,4445731.0
2018-10-01,5109422.0
2018-11-01,5586674.0
2018-12-01,5608715.0
2019-01-01,5063352.0
2019-02-01,5477651.0
2019-03-01,3543126.0
2019-04-01,5591190.0
2019-05-01,4596486.0
2019-06-01,3373936.0
2019-07-01,5508633.0
2019-08-01,3809613.0
2019-09-01,6168160.0
2019-10-01,4290318.0
2019-11-01,3306802.0
2019-12-01,4628852.0
2020-01-01,5506619.0
2020-02-01,5544783.0
2020-03-01,5665946.0
2020-04-01,8296631.0
2020-05-01,4526638.0
2020-06-01,9357272.0
2020-07-01,8108960.0
2020-08-01,12060027.0
2020-09-01,7502350.0
2020-10-01,6743223.0
2020-11-01,8336181.0
2020-12-01,7949319.0
2021-01-01,4944777.0
2021-02-01,5461911.0
2021-03-01,8747148.0
2021-04-01,9108919.0
2021-05-01,10961243.0
2021-06-01,10826566.0
2021-07-01,9352117.0
2021-08-01,12300100.0
2021-09-01,12660510.0
2021-10-01,8916382.0
2021-11-01,17104435.0
2021-12-01,13812347.0
2022-01-01,16145144.0
2022-02-01,18415434.0
2022-03-01,21452375.0
2022-04-01,20347231.0
2022-05-01,31093553.0
2022-06-01,34542980.0
2022-07-01,32162019.0
2022-08-01,24433571.0
2022-09-01,25389058.0
2022-10-01,25544529.0
2022-11-01,27788035.0
2022-12-01,24370169.0
2023-01-01,30744166.0
2023-02-01,36901026.0
2023-03-01,41077349.0
2023-04-01,32181139.0
2023-05-01,42769181.0
2023-06-01,78714005.0
2023-07-01,92142132.0
2023-08-01,67333471.0
2023-09-01,57935948.0
2023-10-01,68384040.0
2023-11-01,60294826.0
2023-12-01,39185263.0
2024-01-01,55719642.0
2024-02-01,45051307.0
2024-03-01,40349235.0
2024-04-01,59275236.0
2024-05-01,53369646.0
2024-06-01,44607837.0
2024-07-01,57646551.0
2024-08-01,48786128.0
2024-09-01,66852412.0
2024-10-01,56064230.0
2024-11-01,44988001.0
2024-12-01,67545978.0
2025-01-01,74529846.0
2025-02-01,88708594.0
2025-03-01,69834909.0
2025-04-01,91332814.0
2025-05-01,78399681.0
2025-06-01,101575341.0
2025-07-01,100438322.0
2025-08-01,95251137.0
