Tarih,TP_PB_BLV28
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,1723.0
2006-01-01,1129.0
2006-02-01,1275.0
2006-03-01,1244.0
2006-04-01,1333.0
2006-05-01,1377.0
2006-06-01,1338.0
2006-07-01,1423.0
2006-08-01,1785.0
2006-09-01,1432.0
2006-10-01,1677.0
2006-11-01,1805.0
2006-12-01,2535.0
2007-01-01,1510.0
2007-02-01,1752.0
2007-03-01,1888.0
2007-04-01,2028.0
2007-05-01,1951.0
2007-06-01,2168.0
2007-07-01,2102.0
2007-08-01,2173.0
2007-09-01,2363.0
2007-10-01,1986.0
2007-11-01,2187.0
2007-12-01,2267.0
2008-01-01,3026.0
2008-02-01,2439.0
2008-03-01,2748.0
2008-04-01,2959.0
2008-05-01,3034.0
2008-06-01,3246.0
2008-07-01,3436.0
2008-08-01,3133.0
2008-09-01,3218.0
2008-10-01,3301.0
2008-11-01,3632.0
2008-12-01,2589.0
2009-01-01,2596.0
2009-02-01,2749.0
2009-03-01,2659.0
2009-04-01,2787.0
2009-05-01,2509.0
2009-06-01,2649.0
2009-07-01,2576.0
2009-08-01,3177.0
2009-09-01,2995.0
2009-10-01,3121.0
2009-11-01,3273.0
2009-12-01,2748.0
2010-01-01,2773.0
2010-02-01,2954.0
2010-03-01,2838.0
2010-04-01,2911.0
2010-05-01,3025.0
2010-06-01,3106.0
2010-07-01,3401.0
2010-08-01,2887.0
2010-09-01,2771.0
2010-10-01,2935.0
2010-11-01,3283.0
2010-12-01,3643.0
2011-01-01,3382.0
2011-02-01,3079.0
2011-03-01,2730.0
2011-04-01,2916.0
2011-05-01,3150.0
2011-06-01,2823.0
2011-07-01,3597.0
2011-08-01,3639.0
2011-09-01,3173.0
2011-10-01,3443.0
2011-11-01,3762.0
2011-12-01,4242.0
2012-01-01,4416.0
2012-02-01,4929.0
2012-03-01,4245.0
2012-04-01,5084.0
2012-05-01,5322.0
2012-06-01,4640.0
2012-07-01,5044.0
2012-08-01,6818.0
2012-09-01,5875.0
2012-10-01,6155.0
2012-11-01,7021.0
2012-12-01,6261.0
2013-01-01,5521.0
2013-02-01,5964.0
2013-03-01,5644.0
2013-04-01,6587.0
2013-05-01,6682.0
2013-06-01,10225.0
2013-07-01,8873.0
2013-08-01,9485.0
2013-09-01,9614.0
2013-10-01,10329.0
2013-11-01,12466.0
2013-12-01,12821.0
2014-01-01,26834.0
2014-02-01,25477.0
2014-03-01,25689.0
2014-04-01,25866.0
2014-05-01,8401.0
