Tarih,TP_PB_BLV16
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,119253.0
2006-01-01,121589.0
2006-02-01,123838.0
2006-03-01,121688.0
2006-04-01,114126.0
2006-05-01,127251.0
2006-06-01,136933.0
2006-07-01,140315.0
2006-08-01,130310.0
2006-09-01,129089.0
2006-10-01,131084.0
2006-11-01,128479.0
2006-12-01,129371.0
2007-01-01,140652.0
2007-02-01,162523.0
2007-03-01,172026.0
2007-04-01,181469.0
2007-05-01,181328.0
2007-06-01,213807.0
2007-07-01,205638.0
2007-08-01,202995.0
2007-09-01,201937.0
2007-10-01,216583.0
2007-11-01,224581.0
2007-12-01,230924.0
2008-01-01,234102.0
2008-02-01,250321.0
2008-03-01,258246.0
2008-04-01,271497.0
2008-05-01,278111.0
2008-06-01,306064.0
2008-07-01,340948.0
2008-08-01,371283.0
2008-09-01,360500.0
2008-10-01,384905.0
2008-11-01,401852.0
2008-12-01,377947.0
2009-01-01,461505.0
2009-02-01,575367.0
2009-03-01,555025.0
2009-04-01,559455.0
2009-05-01,567250.0
2009-06-01,564480.0
2009-07-01,539821.0
2009-08-01,524935.0
2009-09-01,503256.0
2009-10-01,463574.0
2009-11-01,439645.0
2009-12-01,379434.0
2010-01-01,376906.0
2010-02-01,381574.0
2010-03-01,381977.0
2010-04-01,393624.0
2010-05-01,390453.0
2010-06-01,383332.0
2010-07-01,371215.0
2010-08-01,359259.0
2010-09-01,360056.0
2010-10-01,352536.0
2010-11-01,344750.0
2010-12-01,327350.0
2011-01-01,339191.0
2011-02-01,323726.0
2011-03-01,318930.0
2011-04-01,335849.0
2011-05-01,319512.0
2011-06-01,305874.0
2011-07-01,342634.0
2011-08-01,304536.0
2011-09-01,350517.0
2011-10-01,350305.0
2011-11-01,364024.0
2011-12-01,429553.0
2012-01-01,448377.0
2012-02-01,446668.0
2012-03-01,421271.0
2012-04-01,450433.0
2012-05-01,456682.0
2012-06-01,431058.0
2012-07-01,437273.0
2012-08-01,454266.0
2012-09-01,426432.0
2012-10-01,471220.0
2012-11-01,485246.0
2012-12-01,376994.0
2013-01-01,414185.0
2013-02-01,487241.0
2013-03-01,521530.0
2013-04-01,585595.0
2013-05-01,572270.0
2013-06-01,562113.0
2013-07-01,585737.0
2013-08-01,734260.0
2013-09-01,707548.0
2013-10-01,731691.0
2013-11-01,660936.0
2013-12-01,832016.0
2014-01-01,850426.0
2014-02-01,879472.0
2014-03-01,904585.0
2014-04-01,926967.0
2014-05-01,901484.0
