Tarih,TP_PB_BLV14
2014-01-01,4914782.0
2014-02-01,5888373.0
2014-03-01,5868566.0
2014-04-01,5848412.0
2014-05-01,6022167.0
2014-06-01,6130053.0
2014-07-01,6182950.0
2014-08-01,6285106.0
2014-09-01,6356085.0
2014-10-01,6366977.0
2014-11-01,6664589.0
2014-12-01,6749097.0
2015-01-01,6787536.0
2015-02-01,6940812.0
2015-03-01,7078481.0
2015-04-01,7175073.0
2015-05-01,7899957.0
2015-06-01,7643712.0
2015-07-01,7631086.0
2015-08-01,7616620.0
2015-09-01,7556789.0
2015-10-01,7583200.0
2015-11-01,7573737.0
2015-12-01,7622216.0
2016-01-01,7632038.0
2016-02-01,7895585.0
2016-03-01,7831364.0
2016-04-01,7976061.0
2016-05-01,8305880.0
2016-06-01,8855964.0
2016-07-01,9310266.0
2016-08-01,9198216.0
2016-09-01,8988088.0
2016-10-01,9233877.0
2016-11-01,10448605.0
2016-12-01,10455658.0
2017-01-01,10850756.0
2017-02-01,11038529.0
2017-03-01,11647559.0
2017-04-01,12005411.0
2017-05-01,12248182.0
2017-06-01,13012026.0
2017-07-01,12934344.0
2017-08-01,12198564.0
2017-09-01,12235964.0
2017-10-01,12903083.0
2017-11-01,12966682.0
2017-12-01,12883309.0
2018-01-01,12980003.0
2018-02-01,12973694.0
2018-03-01,11510576.0
2018-04-01,11268753.0
2018-05-01,11554726.0
2018-06-01,12284536.0
2018-07-01,12675673.0
2018-08-01,14068264.0
2018-09-01,14828795.0
2018-10-01,13147614.0
2018-11-01,12589173.0
2018-12-01,15129756.0
2019-01-01,15148365.0
2019-02-01,24040087.0
2019-03-01,25207249.0
2019-04-01,28767531.0
2019-05-01,33198632.0
2019-06-01,34726135.0
2019-07-01,33113921.0
2019-08-01,35347422.0
2019-09-01,34690812.0
2019-10-01,37724642.0
2019-11-01,39255874.0
2019-12-01,41546646.0
2020-01-01,42980395.0
2020-02-01,51744896.0
2020-03-01,57335217.0
2020-04-01,78657008.0
2020-05-01,90861651.0
2020-06-01,86165998.0
2020-07-01,91535889.0
2020-08-01,92170915.0
2020-09-01,94461295.0
2020-10-01,90643293.0
2020-11-01,83139130.0
2020-12-01,77548246.0
2021-01-01,77362033.0
2021-02-01,78912090.0
2021-03-01,81452498.0
2021-04-01,84806897.0
2021-05-01,87337310.0
2021-06-01,90584551.0
2021-07-01,89728135.0
2021-08-01,89467287.0
2021-09-01,89349035.0
2021-10-01,95550210.0
2021-11-01,117571903.0
2021-12-01,123798928.0
2022-01-01,127324746.0
2022-02-01,126768084.0
2022-03-01,134532493.0
2022-04-01,142441317.0
2022-05-01,147312841.0
2022-06-01,148339467.0
2022-07-01,162123415.0
2022-08-01,173771386.0
2022-09-01,179680398.0
2022-10-01,193493508.0
2022-11-01,206225265.0
2022-12-01,210083126.0
2023-01-01,219256528.0
2023-02-01,226782007.0
2023-03-01,232465334.0
2023-04-01,235367414.0
2023-05-01,243265353.0
2023-06-01,273287318.0
2023-07-01,278321305.0
2023-08-01,299879542.0
2023-09-01,306509967.0
2023-10-01,330699796.0
2023-11-01,351701613.0
2023-12-01,380160936.0
2024-01-01,369534655.0
2024-02-01,332592162.0
2024-03-01,336436392.0
2024-04-01,324402426.0
2024-05-01,317858218.0
2024-06-01,328861397.0
2024-07-01,335123636.0
2024-08-01,334017775.0
2024-09-01,337873106.0
2024-10-01,339537346.0
2024-11-01,354662889.0
2024-12-01,368951563.0
2025-01-01,377936064.0
2025-02-01,384179635.0
2025-03-01,392074281.0
2025-04-01,423847530.0
2025-05-01,433567815.0
2025-06-01,448416220.0
2025-07-01,472178360.0
2025-08-01,505737782.0
