Tarih,TP_PB_BLY13
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,65501.0
2006-01-01,59076.0
2006-02-01,66436.0
2006-03-01,68571.0
2006-04-01,67013.0
2006-05-01,71456.0
2006-06-01,74114.0
2006-07-01,74265.0
2006-08-01,73402.0
2006-09-01,76119.0
2006-10-01,83052.0
2006-11-01,87729.0
2006-12-01,91150.0
2007-01-01,83522.0
2007-02-01,90131.0
2007-03-01,88659.0
2007-04-01,97137.0
2007-05-01,106460.0
2007-06-01,103798.0
2007-07-01,106289.0
2007-08-01,108056.0
2007-09-01,110274.0
2007-10-01,118900.0
2007-11-01,139515.0
2007-12-01,123182.0
2008-01-01,130207.0
2008-02-01,137949.0
2008-03-01,133610.0
2008-04-01,136948.0
2008-05-01,151185.0
2008-06-01,147680.0
2008-07-01,150915.0
2008-08-01,152114.0
2008-09-01,138438.0
2008-10-01,157038.0
2008-11-01,180294.0
2008-12-01,177059.0
2009-01-01,191861.0
2009-02-01,201228.0
2009-03-01,183585.0
2009-04-01,180116.0
2009-05-01,193360.0
2009-06-01,183513.0
2009-07-01,174502.0
2009-08-01,179336.0
2009-09-01,149522.0
2009-10-01,157424.0
2009-11-01,175751.0
2009-12-01,132416.0
2010-01-01,159095.0
2010-02-01,156404.0
2010-03-01,143444.0
2010-04-01,156559.0
2010-05-01,163436.0
2010-06-01,159538.0
2010-07-01,171451.0
2010-08-01,175248.0
2010-09-01,162809.0
2010-10-01,178356.0
2010-11-01,178803.0
2010-12-01,146134.0
2011-01-01,157993.0
2011-02-01,159919.0
2011-03-01,145583.0
2011-04-01,157592.0
2011-05-01,164814.0
2011-06-01,164623.0
2011-07-01,183055.0
2011-08-01,195755.0
2011-09-01,166403.0
2011-10-01,183627.0
2011-11-01,212722.0
2011-12-01,207489.0
2012-01-01,208858.0
2012-02-01,232576.0
2012-03-01,214398.0
2012-04-01,215490.0
2012-05-01,233830.0
2012-06-01,233790.0
2012-07-01,245105.0
2012-08-01,254729.0
2012-09-01,231359.0
2012-10-01,235074.0
2012-11-01,245271.0
2012-12-01,215234.0
2013-01-01,228807.0
2013-02-01,253529.0
2013-03-01,230301.0
2013-04-01,240817.0
2013-05-01,260482.0
2013-06-01,262662.0
2013-07-01,286449.0
2013-08-01,316489.0
2013-09-01,265420.0
2013-10-01,293533.0
2013-11-01,292526.0
2013-12-01,288133.0
2014-01-01,322851.0
2014-02-01,363556.0
2014-03-01,307682.0
2014-04-01,311906.0
2014-05-01,320777.0
