Tarih,TP_PB_BLV03
2014-06-01,22231.0
2014-07-01,5702.0
2014-08-01,2524.0
2014-09-01,64319.0
2014-10-01,4574.0
2014-11-01,103488.0
2014-12-01,84043.0
2015-01-01,512516.0
2015-02-01,183658.0
2015-03-01,295826.0
2015-04-01,24927.0
2015-05-01,26511.0
2015-06-01,28684.0
2015-07-01,559487.0
2015-08-01,498340.0
2015-09-01,983638.0
2015-10-01,653506.0
2015-11-01,823319.0
2015-12-01,574024.0
2016-01-01,616503.0
2016-02-01,506920.0
2016-03-01,561878.0
2016-04-01,1031518.0
2016-05-01,2033715.0
2016-06-01,1414691.0
2016-07-01,1726239.0
2016-08-01,1824770.0
2016-09-01,1731005.0
2016-10-01,1529713.0
2016-11-01,1560162.0
2016-12-01,1146970.0
2017-01-01,1209267.0
2017-02-01,1123212.0
2017-03-01,1631494.0
2017-04-01,1339846.0
2017-05-01,2143298.0
2017-06-01,2025070.0
2017-07-01,1813008.0
2017-08-01,1843074.0
2017-09-01,2066746.0
2017-10-01,3054635.0
2017-11-01,2507260.0
2017-12-01,1959759.0
2018-01-01,1567682.0
2018-02-01,1625829.0
2018-03-01,1878190.0
2018-04-01,1482737.0
2018-05-01,1279502.0
2018-06-01,2153270.0
2018-07-01,2363208.0
2018-08-01,3272803.0
2018-09-01,2507004.0
2018-10-01,2748997.0
2018-11-01,2495859.0
2018-12-01,2245734.0
2019-01-01,1646438.0
2019-02-01,2147821.0
2019-03-01,1664845.0
2019-04-01,2576999.0
2019-05-01,2696270.0
2019-06-01,2334860.0
2019-07-01,2283049.0
2019-08-01,3077948.0
2019-09-01,1621126.0
2019-10-01,2272054.0
2019-11-01,1954694.0
2019-12-01,1947360.0
2020-01-01,1827836.0
2020-02-01,2631890.0
2020-03-01,1164148.0
2020-04-01,1837536.0
2020-05-01,1881974.0
2020-06-01,1683771.0
2020-07-01,1930336.0
2020-08-01,3936062.0
2020-09-01,3115133.0
2020-10-01,2908346.0
2020-11-01,3007619.0
2020-12-01,3110873.0
2021-01-01,4335700.0
2021-02-01,5017346.0
2021-03-01,7312423.0
2021-04-01,5065825.0
2021-05-01,6079358.0
2021-06-01,4391579.0
2021-07-01,5588819.0
2021-08-01,4823968.0
2021-09-01,6707563.0
2021-10-01,5210375.0
2021-11-01,7057676.0
2021-12-01,5695232.0
2022-01-01,7400961.0
2022-02-01,6525806.0
2022-03-01,8928451.0
2022-04-01,6146321.0
2022-05-01,9495577.0
2022-06-01,7927426.0
2022-07-01,7312701.0
2022-08-01,7795237.0
2022-09-01,6379023.0
2022-10-01,9505872.0
2022-11-01,5266874.0
2022-12-01,3601083.0
2023-01-01,4761641.0
2023-02-01,5219413.0
2023-03-01,4370524.0
2023-04-01,5585705.0
2023-05-01,6595124.0
2023-06-01,9152472.0
2023-07-01,12222677.0
2023-08-01,11071700.0
2023-09-01,15773848.0
2023-10-01,11712484.0
2023-11-01,12111429.0
2023-12-01,9556360.0
2024-01-01,9264781.0
2024-02-01,7205515.0
2024-03-01,5744048.0
2024-04-01,14638068.0
2024-05-01,21128614.0
2024-06-01,13568371.0
2024-07-01,12966095.0
2024-08-01,8756088.0
2024-09-01,13873231.0
2024-10-01,11884767.0
2024-11-01,12342959.0
2024-12-01,9228323.0
2025-01-01,9616310.0
2025-02-01,15634562.0
2025-03-01,8489606.0
2025-04-01,17216934.0
2025-05-01,22677259.0
2025-06-01,15905281.0
2025-07-01,16748789.0
2025-08-01,19663837.0
