Tarih,TP_PB_BLY21
2014-06-01,54738.0
2014-07-01,49043.0
2014-08-01,68504.0
2014-09-01,55771.0
2014-10-01,61751.0
2014-11-01,52750.0
2014-12-01,54067.0
2015-01-01,75633.0
2015-02-01,59007.0
2015-03-01,50703.0
2015-04-01,57650.0
2015-05-01,55900.0
2015-06-01,64018.0
2015-07-01,43124.0
2015-08-01,98260.0
2015-09-01,82769.0
2015-10-01,59596.0
2015-11-01,66253.0
2015-12-01,64810.0
2016-01-01,82261.0
2016-02-01,103407.0
2016-03-01,73727.0
2016-04-01,57994.0
2016-05-01,87100.0
2016-06-01,71270.0
2016-07-01,26669.0
2016-08-01,42571.0
2016-09-01,32834.0
2016-10-01,104195.0
2016-11-01,51941.0
2016-12-01,476208.0
2017-01-01,315246.0
2017-02-01,285358.0
2017-03-01,260616.0
2017-04-01,227648.0
2017-05-01,235539.0
2017-06-01,255852.0
2017-07-01,257909.0
2017-08-01,195098.0
2017-09-01,200213.0
2017-10-01,342955.0
2017-11-01,228979.0
2017-12-01,184908.0
2018-01-01,206102.0
2018-02-01,199292.0
2018-03-01,218216.0
2018-04-01,212737.0
2018-05-01,269861.0
2018-06-01,189992.0
2018-07-01,223493.0
2018-08-01,268182.0
2018-09-01,286762.0
2018-10-01,220293.0
2018-11-01,295642.0
2018-12-01,215574.0
2019-01-01,351631.0
2019-02-01,232291.0
2019-03-01,256472.0
2019-04-01,375509.0
2019-05-01,339583.0
2019-06-01,276139.0
2019-07-01,268905.0
2019-08-01,763093.0
2019-09-01,535475.0
2019-10-01,494490.0
2019-11-01,576058.0
2019-12-01,399929.0
2020-01-01,435545.0
2020-02-01,787370.0
2020-03-01,309158.0
2020-04-01,328518.0
2020-05-01,361750.0
2020-06-01,317119.0
2020-07-01,326937.0
2020-08-01,688297.0
2020-09-01,437282.0
2020-10-01,763919.0
2020-11-01,414518.0
2020-12-01,363175.0
2021-01-01,275977.0
2021-02-01,353052.0
2021-03-01,463341.0
2021-04-01,457329.0
2021-05-01,1436361.0
2021-06-01,378757.0
2021-07-01,359590.0
2021-08-01,817391.0
2021-09-01,516464.0
2021-10-01,940280.0
2021-11-01,555569.0
2021-12-01,583177.0
2022-01-01,1625551.0
2022-02-01,591027.0
2022-03-01,1182482.0
2022-04-01,1292111.0
2022-05-01,889034.0
2022-06-01,2332444.0
2022-07-01,696059.0
2022-08-01,933651.0
2022-09-01,1941888.0
2022-10-01,813570.0
2022-11-01,1270274.0
2022-12-01,1009237.0
2023-01-01,831596.0
2023-02-01,1402923.0
2023-03-01,1757299.0
2023-04-01,1476699.0
2023-05-01,2964231.0
2023-06-01,3797973.0
2023-07-01,1560911.0
2023-08-01,2838766.0
2023-09-01,3959498.0
2023-10-01,2042394.0
2023-11-01,1923534.0
2023-12-01,1727490.0
2024-01-01,2281211.0
2024-02-01,1743453.0
2024-03-01,2683180.0
2024-04-01,1832243.0
2024-05-01,2502062.0
2024-06-01,4517165.0
2024-07-01,1797572.0
2024-08-01,2377630.0
2024-09-01,1364485.0
2024-10-01,1573686.0
2024-11-01,1576816.0
2024-12-01,1451087.0
2025-01-01,1165922.0
2025-02-01,2493135.0
2025-03-01,1992004.0
2025-04-01,1601466.0
2025-05-01,2402008.0
2025-06-01,3302796.0
2025-07-01,2796691.0
2025-08-01,2344856.0
