Tarih,TP_PB_BLV11
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,295334.0
2006-01-01,220000.0
2006-02-01,228470.0
2006-03-01,230119.0
2006-04-01,190654.0
2006-05-01,302060.0
2006-06-01,276589.0
2006-07-01,251059.0
2006-08-01,266755.0
2006-09-01,322971.0
2006-10-01,278110.0
2006-11-01,329977.0
2006-12-01,361601.0
2007-01-01,312912.0
2007-02-01,313598.0
2007-03-01,352896.0
2007-04-01,367380.0
2007-05-01,341642.0
2007-06-01,541464.0
2007-07-01,481147.0
2007-08-01,576480.0
2007-09-01,505343.0
2007-10-01,540260.0
2007-11-01,536035.0
2007-12-01,966637.0
2008-01-01,514269.0
2008-02-01,556158.0
2008-03-01,895192.0
2008-04-01,557470.0
2008-05-01,506991.0
2008-06-01,1303746.0
2008-07-01,570950.0
2008-08-01,941796.0
2008-09-01,872414.0
2008-10-01,1029675.0
2008-11-01,1037710.0
2008-12-01,1474019.0
2009-01-01,1246813.0
2009-02-01,847267.0
2009-03-01,933155.0
2009-04-01,1041649.0
2009-05-01,937255.0
2009-06-01,915989.0
2009-07-01,933637.0
2009-08-01,874984.0
2009-09-01,905053.0
2009-10-01,884129.0
2009-11-01,1022397.0
2009-12-01,1010854.0
2010-01-01,987756.0
2010-02-01,1107511.0
2010-03-01,818170.0
2010-04-01,1127368.0
2010-05-01,1174033.0
2010-06-01,1135135.0
2010-07-01,1189182.0
2010-08-01,1464086.0
2010-09-01,1404332.0
2010-10-01,1201724.0
2010-11-01,1171504.0
2010-12-01,1331647.0
2011-01-01,1231336.0
2011-02-01,1136128.0
2011-03-01,983431.0
2011-04-01,684658.0
2011-05-01,945825.0
2011-06-01,1114421.0
2011-07-01,987617.0
2011-08-01,974870.0
2011-09-01,1130830.0
2011-10-01,1301994.0
2011-11-01,1129781.0
2011-12-01,1951631.0
2012-01-01,1162907.0
2012-02-01,1657855.0
2012-03-01,1383827.0
2012-04-01,1688038.0
2012-05-01,1782572.0
2012-06-01,1421460.0
2012-07-01,1879135.0
2012-08-01,1865404.0
2012-09-01,1862686.0
2012-10-01,1642408.0
2012-11-01,1279806.0
2012-12-01,1700188.0
2013-01-01,1954284.0
2013-02-01,1748216.0
2013-03-01,1745103.0
2013-04-01,1651819.0
2013-05-01,2250119.0
2013-06-01,1705408.0
2013-07-01,2131689.0
2013-08-01,1533842.0
2013-09-01,2158134.0
2013-10-01,2842398.0
2013-11-01,2791262.0
2013-12-01,3190270.0
2014-01-01,2294092.0
