Tarih,TP_PB_BLY36
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,-327966.0
2006-01-01,-83443.0
2006-02-01,-83444.0
2006-03-01,-129356.0
2006-04-01,-148011.0
2006-05-01,-148011.0
2006-06-01,-148011.0
2006-07-01,-148011.0
2006-08-01,-148011.0
2006-09-01,-148011.0
2006-10-01,-148011.0
2006-11-01,-148011.0
2006-12-01,-150050.0
2007-01-01,375880.0
2007-02-01,375880.0
2007-03-01,245160.0
2007-04-01,31706.0
2007-05-01,3.0
2007-06-01,3.0
2007-07-01,3.0
2007-08-01,3.0
2007-09-01,3.0
2007-10-01,3.0
2007-11-01,3.0
2007-12-01,3.0
2008-01-01,526683.0
2008-02-01,526683.0
2008-03-01,441704.0
2008-04-01,291183.0
2008-05-01,0.0
2008-06-01,371.0
2008-07-01,371.0
2008-08-01,371.0
2008-09-01,374.0
2008-10-01,374.0
2008-11-01,374.0
2008-12-01,374.0
2009-01-01,646957.0
2009-02-01,646957.0
2009-03-01,194903.0
2009-04-01,0.0
2009-05-01,0.0
2009-06-01,138.0
2009-07-01,138.0
2009-08-01,138.0
2009-09-01,242.0
2009-10-01,242.0
2009-11-01,242.0
2009-12-01,347.0
2010-01-01,704615.0
2010-02-01,704615.0
2010-03-01,127237.0
2010-04-01,50104.0
2010-05-01,104.0
2010-06-01,167.0
2010-07-01,167.0
2010-08-01,167.0
2010-09-01,250.0
2010-10-01,250.0
2010-11-01,250.0
2010-12-01,335.0
2011-01-01,759131.0
2011-02-01,759189.0
2011-03-01,160472.0
2011-04-01,882.0
2011-05-01,940.0
2011-06-01,998.0
2011-07-01,1056.0
2011-08-01,1113.0
2011-09-01,1171.0
2011-10-01,1229.0
2011-11-01,1287.0
2011-12-01,1366.0
2012-01-01,805570.0
2012-02-01,805650.0
2012-03-01,198642.0
2012-04-01,3679.0
2012-05-01,3758.0
2012-06-01,3837.0
2012-07-01,3917.0
2012-08-01,3996.0
2012-09-01,4075.0
2012-10-01,4154.0
2012-11-01,4234.0
2012-12-01,4294.0
2013-01-01,920940.0
2013-02-01,921059.0
2013-03-01,4332.0
2013-04-01,6196.0
2013-05-01,6315.0
2013-06-01,6434.0
2013-07-01,6553.0
2013-08-01,6668.0
2013-09-01,6787.0
2013-10-01,6905.0
2013-11-01,7024.0
2013-12-01,7142.0
2014-01-01,1057174.0
2014-02-01,1140378.0
2014-03-01,571176.0
2014-04-01,97604.0
2014-05-01,97805.0
2014-06-01,98006.0
