Tarih,TP_PB_BLV27
2014-06-01,77622.0
2014-07-01,79676.0
2014-08-01,89472.0
2014-09-01,105996.0
2014-10-01,107654.0
2014-11-01,117190.0
2014-12-01,115439.0
2015-01-01,98595.0
2015-02-01,117480.0
2015-03-01,146597.0
2015-04-01,144605.0
2015-05-01,144995.0
2015-06-01,168788.0
2015-07-01,161486.0
2015-08-01,195459.0
2015-09-01,225051.0
2015-10-01,163975.0
2015-11-01,165837.0
2015-12-01,219239.0
2016-01-01,208559.0
2016-02-01,186461.0
2016-03-01,183795.0
2016-04-01,158736.0
2016-05-01,161275.0
2016-06-01,160922.0
2016-07-01,160858.0
2016-08-01,146052.0
2016-09-01,168581.0
2016-10-01,168507.0
2016-11-01,196903.0
2016-12-01,219419.0
2017-01-01,207046.0
2017-02-01,195345.0
2017-03-01,217007.0
2017-04-01,220811.0
2017-05-01,206797.0
2017-06-01,209372.0
2017-07-01,207224.0
2017-08-01,212503.0
2017-09-01,168689.0
2017-10-01,185903.0
2017-11-01,245592.0
2017-12-01,263649.0
2018-01-01,335227.0
2018-02-01,303674.0
2018-03-01,361210.0
2018-04-01,380740.0
2018-05-01,427198.0
2018-06-01,463294.0
2018-07-01,483654.0
2018-08-01,586053.0
2018-09-01,589803.0
2018-10-01,595773.0
2018-11-01,657770.0
2018-12-01,735189.0
2019-01-01,726594.0
2019-02-01,674400.0
2019-03-01,822721.0
2019-04-01,884590.0
2019-05-01,928457.0
2019-06-01,832359.0
2019-07-01,719972.0
2019-08-01,742501.0
2019-09-01,710268.0
2019-10-01,729109.0
2019-11-01,655175.0
2019-12-01,791777.0
2020-01-01,609108.0
2020-02-01,751957.0
2020-03-01,1050024.0
2020-04-01,1030953.0
2020-05-01,998978.0
2020-06-01,933034.0
2020-07-01,971371.0
2020-08-01,1104668.0
2020-09-01,1218712.0
2020-10-01,1236425.0
2020-11-01,1381959.0
2020-12-01,1299243.0
2021-01-01,1264031.0
2021-02-01,1444530.0
2021-03-01,1698867.0
2021-04-01,1890873.0
2021-05-01,1846492.0
2021-06-01,1759209.0
2021-07-01,1692238.0
2021-08-01,1665459.0
2021-09-01,1931783.0
2021-10-01,2351269.0
2021-11-01,3119761.0
2021-12-01,2913443.0
2022-01-01,2624367.0
2022-02-01,1687419.0
2022-03-01,1930726.0
2022-04-01,1015023.0
2022-05-01,1805439.0
2022-06-01,1586563.0
2022-07-01,2114089.0
2022-08-01,1414384.0
2022-09-01,761252.0
2022-10-01,1115683.0
2022-11-01,1416412.0
2022-12-01,3364872.0
2023-01-01,3713198.0
2023-02-01,3554682.0
2023-03-01,3214972.0
2023-04-01,5851760.0
2023-05-01,5580913.0
2023-06-01,6774038.0
2023-07-01,4407975.0
2023-08-01,5595533.0
2023-09-01,7752209.0
2023-10-01,8201502.0
2023-11-01,10012844.0
2023-12-01,12605335.0
2024-01-01,14603778.0
2024-02-01,15947410.0
2024-03-01,16748829.0
2024-04-01,18481517.0
2024-05-01,19699161.0
2024-06-01,19872039.0
2024-07-01,20864345.0
2024-08-01,20366349.0
2024-09-01,18665644.0
2024-10-01,20536973.0
2024-11-01,21500762.0
2024-12-01,21660108.0
2025-01-01,21584903.0
2025-02-01,21912037.0
2025-03-01,23204483.0
2025-04-01,23996028.0
2025-05-01,24812223.0
2025-06-01,28470345.0
2025-07-01,27633800.0
2025-08-01,27757386.0
