Tarih,TP_PB_BLY27
2014-06-01,222801.0
2014-07-01,235207.0
2014-08-01,194141.0
2014-09-01,186890.0
2014-10-01,209651.0
2014-11-01,226161.0
2014-12-01,304764.0
2015-01-01,302125.0
2015-02-01,253770.0
2015-03-01,222118.0
2015-04-01,504069.0
2015-05-01,511593.0
2015-06-01,483670.0
2015-07-01,477764.0
2015-08-01,449848.0
2015-09-01,406097.0
2015-10-01,445224.0
2015-11-01,435273.0
2015-12-01,482821.0
2016-01-01,466391.0
2016-02-01,466349.0
2016-03-01,554363.0
2016-04-01,639856.0
2016-05-01,616902.0
2016-06-01,626285.0
2016-07-01,335232.0
2016-08-01,376022.0
2016-09-01,363043.0
2016-10-01,354021.0
2016-11-01,248615.0
2016-12-01,271715.0
2017-01-01,293927.0
2017-02-01,335640.0
2017-03-01,174246.0
2017-04-01,214398.0
2017-05-01,220762.0
2017-06-01,224001.0
2017-07-01,219054.0
2017-08-01,230940.0
2017-09-01,226312.0
2017-10-01,171618.0
2017-11-01,96108.0
2017-12-01,152535.0
2018-01-01,163941.0
2018-02-01,217601.0
2018-03-01,964098.0
2018-04-01,949280.0
2018-05-01,783385.0
2018-06-01,741149.0
2018-07-01,658788.0
2018-08-01,362771.0
2018-09-01,626969.0
2018-10-01,658733.0
2018-11-01,759236.0
2018-12-01,823988.0
2019-01-01,928619.0
2019-02-01,979737.0
2019-03-01,3423048.0
2019-04-01,3444818.0
2019-05-01,3243339.0
2019-06-01,1173659.0
2019-07-01,1400182.0
2019-08-01,1486265.0
2019-09-01,1602810.0
2019-10-01,1589110.0
2019-11-01,1720168.0
2019-12-01,2297105.0
2020-01-01,1967494.0
2020-02-01,1860078.0
2020-03-01,1296376.0
2020-04-01,1624673.0
2020-05-01,1771327.0
2020-06-01,1898042.0
2020-07-01,1870536.0
2020-08-01,1704212.0
2020-09-01,1354859.0
2020-10-01,1337663.0
2020-11-01,1460392.0
2020-12-01,1548350.0
2021-01-01,1413791.0
2021-02-01,1517883.0
2021-03-01,1193468.0
2021-04-01,1406406.0
2021-05-01,1429255.0
2021-06-01,1468161.0
2021-07-01,1445882.0
2021-08-01,1498358.0
2021-09-01,1502303.0
2021-10-01,1476798.0
2021-11-01,1969461.0
2021-12-01,2206474.0
2022-01-01,2293373.0
2022-02-01,4055593.0
2022-03-01,4901916.0
2022-04-01,9520814.0
2022-05-01,9775446.0
2022-06-01,10286730.0
2022-07-01,9937617.0
2022-08-01,12651505.0
2022-09-01,13563406.0
2022-10-01,13497780.0
2022-11-01,13893207.0
2022-12-01,15548524.0
2023-01-01,14352028.0
2023-02-01,15971128.0
2023-03-01,16417606.0
2023-04-01,13950509.0
2023-05-01,15092741.0
2023-06-01,13181892.0
2023-07-01,15162103.0
2023-08-01,14067622.0
2023-09-01,11002849.0
2023-10-01,9758345.0
2023-11-01,8747865.0
2023-12-01,10728124.0
2024-01-01,11030031.0
2024-02-01,9994885.0
2024-03-01,9983861.0
2024-04-01,6552284.0
2024-05-01,4743568.0
2024-06-01,3258206.0
2024-07-01,10090042.0
2024-08-01,9360951.0
2024-09-01,7517521.0
2024-10-01,6478360.0
2024-11-01,7442301.0
2024-12-01,9226126.0
2025-01-01,10979737.0
2025-02-01,7749181.0
2025-03-01,4330859.0
2025-04-01,3303617.0
2025-05-01,5547314.0
2025-06-01,5937796.0
2025-07-01,6831556.0
2025-08-01,11664438.0
