Tarih,TP_PB_BLY27
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,146683.0
2006-01-01,146690.0
2006-02-01,146690.0
2006-03-01,147025.0
2006-04-01,148336.0
2006-05-01,298590.0
2006-06-01,299419.0
2006-07-01,299597.0
2006-08-01,299677.0
2006-09-01,299725.0
2006-10-01,299322.0
2006-11-01,301181.0
2006-12-01,295644.0
2007-01-01,168249.0
2007-02-01,168249.0
2007-03-01,168249.0
2007-04-01,168249.0
2007-05-01,168249.0
2007-06-01,349696.0
2007-07-01,326446.0
2007-08-01,320052.0
2007-09-01,343302.0
2007-10-01,343302.0
2007-11-01,345705.0
2007-12-01,343302.0
2008-01-01,343302.0
2008-02-01,343302.0
2008-03-01,343302.0
2008-04-01,347864.0
2008-05-01,347864.0
2008-06-01,201171.0
2008-07-01,201171.0
2008-08-01,201171.0
2008-09-01,201171.0
2008-10-01,201171.0
2008-11-01,200884.0
2008-12-01,204115.0
2009-01-01,205411.0
2009-02-01,200046.0
2009-03-01,218196.0
2009-04-01,70167.0
2009-05-01,65610.0
2009-06-01,70249.0
2009-07-01,80219.0
2009-08-01,82164.0
2009-09-01,87338.0
2009-10-01,86143.0
2009-11-01,88172.0
2009-12-01,82226.0
2010-01-01,85834.0
2010-02-01,81690.0
2010-03-01,81390.0
2010-04-01,76130.0
2010-05-01,77262.0
2010-06-01,77205.0
2010-07-01,79673.0
2010-08-01,79696.0
2010-09-01,81034.0
2010-10-01,83410.0
2010-11-01,82926.0
2010-12-01,111283.0
2011-01-01,101984.0
2011-02-01,91110.0
2011-03-01,88172.0
2011-04-01,92438.0
2011-05-01,89217.0
2011-06-01,86494.0
2011-07-01,87386.0
2011-08-01,89325.0
2011-09-01,84117.0
2011-10-01,69208.0
2011-11-01,63220.0
2011-12-01,71531.0
2012-01-01,80827.0
2012-02-01,83718.0
2012-03-01,85996.0
2012-04-01,86232.0
2012-05-01,85996.0
2012-06-01,90483.0
2012-07-01,95371.0
2012-08-01,95346.0
2012-09-01,92447.0
2012-10-01,105324.0
2012-11-01,133694.0
2012-12-01,208927.0
2013-01-01,214104.0
2013-02-01,216735.0
2013-03-01,225698.0
2013-04-01,244902.0
2013-05-01,237670.0
2013-06-01,182736.0
2013-07-01,147886.0
2013-08-01,110972.0
2013-09-01,170493.0
2013-10-01,196060.0
2013-11-01,168914.0
2013-12-01,168590.0
2014-01-01,71356.0
2014-02-01,74149.0
2014-03-01,103721.0
2014-04-01,163503.0
2014-05-01,206920.0
