Tarih,TP_PB_BLY02
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,1961841.0
2006-01-01,1695727.0
2006-02-01,1645539.0
2006-03-01,1724389.0
2006-04-01,1773661.0
2006-05-01,1987802.0
2006-06-01,2027952.0
2006-07-01,1993349.0
2006-08-01,2048345.0
2006-09-01,2262098.0
2006-10-01,2293721.0
2006-11-01,2148796.0
2006-12-01,2433628.0
2007-01-01,2162467.0
2007-02-01,2194491.0
2007-03-01,2162116.0
2007-04-01,2299015.0
2007-05-01,2278854.0
2007-06-01,2402155.0
2007-07-01,2579509.0
2007-08-01,2532379.0
2007-09-01,2432173.0
2007-10-01,2528574.0
2007-11-01,2461597.0
2007-12-01,2786321.0
2008-01-01,2507574.0
2008-02-01,2474019.0
2008-03-01,2673247.0
2008-04-01,2827387.0
2008-05-01,2671019.0
2008-06-01,2955891.0
2008-07-01,3059341.0
2008-08-01,2929522.0
2008-09-01,3201573.0
2008-10-01,3345999.0
2008-11-01,3330982.0
2008-12-01,3423587.0
2009-01-01,3066604.0
2009-02-01,3204001.0
2009-03-01,3344981.0
2009-04-01,3176240.0
2009-05-01,3400106.0
2009-06-01,3384042.0
2009-07-01,3734238.0
2009-08-01,3666362.0
2009-09-01,4039157.0
2009-10-01,4129446.0
2009-11-01,4368467.0
2009-12-01,5041106.0
2010-01-01,4524589.0
2010-02-01,4620425.0
2010-03-01,4566716.0
2010-04-01,4579120.0
2010-05-01,4805813.0
2010-06-01,5069336.0
2010-07-01,5226532.0
2010-08-01,5113285.0
2010-09-01,5279183.0
2010-10-01,5788105.0
2010-11-01,5646853.0
2010-12-01,6487765.0
2011-01-01,6119179.0
2011-02-01,6111592.0
2011-03-01,6221152.0
2011-04-01,6505217.0
2011-05-01,6879369.0
2011-06-01,7006821.0
2011-07-01,7746202.0
2011-08-01,8754385.0
2011-09-01,8934801.0
2011-10-01,9039917.0
2011-11-01,9019237.0
2011-12-01,10174662.0
2012-01-01,9061072.0
2012-02-01,9098001.0
2012-03-01,8989464.0
2012-04-01,9145361.0
2012-05-01,9409304.0
2012-06-01,9775377.0
2012-07-01,9564333.0
2012-08-01,9361736.0
2012-09-01,9861482.0
2012-10-01,9895916.0
2012-11-01,9807539.0
2012-12-01,10728321.0
2013-01-01,10400305.0
2013-02-01,10554192.0
2013-03-01,11032603.0
2013-04-01,10873092.0
2013-05-01,11788517.0
2013-06-01,12356831.0
2013-07-01,13170349.0
2013-08-01,13660608.0
2013-09-01,13615796.0
