Tarih,TP_PB_BLV24
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,147498.0
2006-01-01,145899.0
2006-02-01,147229.0
2006-03-01,152113.0
2006-04-01,148072.0
2006-05-01,153345.0
2006-06-01,156462.0
2006-07-01,158013.0
2006-08-01,159874.0
2006-09-01,160094.0
2006-10-01,164222.0
2006-11-01,164954.0
2006-12-01,177585.0
2007-01-01,193363.0
2007-02-01,194253.0
2007-03-01,194054.0
2007-04-01,197931.0
2007-05-01,202320.0
2007-06-01,207184.0
2007-07-01,210373.0
2007-08-01,213036.0
2007-09-01,221626.0
2007-10-01,221853.0
2007-11-01,222846.0
2007-12-01,248644.0
2008-01-01,317071.0
2008-02-01,319131.0
2008-03-01,329979.0
2008-04-01,336905.0
2008-05-01,340686.0
2008-06-01,345473.0
2008-07-01,353645.0
2008-08-01,359379.0
2008-09-01,368267.0
2008-10-01,378893.0
2008-11-01,372938.0
2008-12-01,423625.0
2009-01-01,420078.0
2009-02-01,421296.0
2009-03-01,434410.0
2009-04-01,437836.0
2009-05-01,439366.0
2009-06-01,511351.0
2009-07-01,516338.0
2009-08-01,515701.0
2009-09-01,491764.0
2009-10-01,494101.0
2009-11-01,490691.0
2009-12-01,531491.0
2010-01-01,530055.0
2010-02-01,534791.0
2010-03-01,536688.0
2010-04-01,539503.0
2010-05-01,542016.0
2010-06-01,527268.0
2010-07-01,558533.0
2010-08-01,563246.0
2010-09-01,574393.0
2010-10-01,570657.0
2010-11-01,574220.0
2010-12-01,650247.0
2011-01-01,648689.0
2011-02-01,647977.0
2011-03-01,653953.0
2011-04-01,652814.0
2011-05-01,650958.0
2011-06-01,643820.0
2011-07-01,641078.0
2011-08-01,643717.0
2011-09-01,645597.0
2011-10-01,835160.0
2011-11-01,843281.0
2011-12-01,876166.0
2012-01-01,873509.0
2012-02-01,870864.0
2012-03-01,873001.0
2012-04-01,872123.0
2012-05-01,892135.0
2012-06-01,904059.0
2012-07-01,916287.0
2012-08-01,928209.0
2012-09-01,1083438.0
2012-10-01,1095542.0
2012-11-01,1108599.0
2012-12-01,1228020.0
2013-01-01,1225750.0
2013-02-01,1219263.0
2013-03-01,1235480.0
2013-04-01,1242638.0
2013-05-01,1250548.0
2013-06-01,1253416.0
2013-07-01,1285572.0
2013-08-01,1288101.0
2013-09-01,1297027.0
2013-10-01,1308521.0
2013-11-01,1326063.0
2013-12-01,1375927.0
2014-01-01,1543791.0
2014-02-01,1542257.0
2014-03-01,1528109.0
