Tarih,TP_PB_BLV01
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,72334.0
2006-01-01,57502.0
2006-02-01,68651.0
2006-03-01,48523.0
2006-04-01,48151.0
2006-05-01,60522.0
2006-06-01,59733.0
2006-07-01,83098.0
2006-08-01,81282.0
2006-09-01,54979.0
2006-10-01,75717.0
2006-11-01,84206.0
2006-12-01,82455.0
2007-01-01,68108.0
2007-02-01,77531.0
2007-03-01,64854.0
2007-04-01,108883.0
2007-05-01,72137.0
2007-06-01,62739.0
2007-07-01,74763.0
2007-08-01,90478.0
2007-09-01,60305.0
2007-10-01,88610.0
2007-11-01,102531.0
2007-12-01,129419.0
2008-01-01,80047.0
2008-02-01,71185.0
2008-03-01,106870.0
2008-04-01,102429.0
2008-05-01,86721.0
2008-06-01,126906.0
2008-07-01,90830.0
2008-08-01,77455.0
2008-09-01,137653.0
2008-10-01,103550.0
2008-11-01,95627.0
2008-12-01,118396.0
2009-01-01,115371.0
2009-02-01,107145.0
2009-03-01,130025.0
2009-04-01,136876.0
2009-05-01,111978.0
2009-06-01,141077.0
2009-07-01,112013.0
2009-08-01,152758.0
2009-09-01,152117.0
2009-10-01,157923.0
2009-11-01,157441.0
2009-12-01,171869.0
2010-01-01,130902.0
2010-02-01,139119.0
2010-03-01,140119.0
2010-04-01,164774.0
2010-05-01,190276.0
2010-06-01,189873.0
2010-07-01,153383.0
2010-08-01,220624.0
2010-09-01,199225.0
2010-10-01,178026.0
2010-11-01,226012.0
2010-12-01,225099.0
2011-01-01,245394.0
2011-02-01,253685.0
2011-03-01,190190.0
2011-04-01,181662.0
2011-05-01,204053.0
2011-06-01,226286.0
2011-07-01,200311.0
2011-08-01,308720.0
2011-09-01,249336.0
2011-10-01,303342.0
2011-11-01,252851.0
2011-12-01,319796.0
2012-01-01,225901.0
2012-02-01,249917.0
2012-03-01,247439.0
2012-04-01,336299.0
2012-05-01,264759.0
2012-06-01,271510.0
2012-07-01,279672.0
2012-08-01,367503.0
2012-09-01,309412.0
2012-10-01,429474.0
2012-11-01,376041.0
2012-12-01,474085.0
2013-01-01,361517.0
2013-02-01,422286.0
2013-03-01,358345.0
2013-04-01,410929.0
2013-05-01,442298.0
2013-06-01,457190.0
2013-07-01,393647.0
2013-08-01,480112.0
2013-09-01,576572.0
2013-10-01,576331.0
2013-11-01,514835.0
2013-12-01,611703.0
2014-01-01,527758.0
2014-02-01,561131.0
2014-03-01,582578.0
2014-04-01,614907.0
2014-05-01,565950.0
