Tarih,TP_PB_BLY35
2014-06-01,552625.0
2014-07-01,597253.0
2014-08-01,622528.0
2014-09-01,515992.0
2014-10-01,508883.0
2014-11-01,545713.0
2014-12-01,64156.0
2015-01-01,103780.0
2015-02-01,171603.0
2015-03-01,230118.0
2015-04-01,252722.0
2015-05-01,339344.0
2015-06-01,407850.0
2015-07-01,454649.0
2015-08-01,466787.0
2015-09-01,505262.0
2015-10-01,358112.0
2015-11-01,361862.0
2015-12-01,391295.0
2016-01-01,25368.0
2016-02-01,-7195.0
2016-03-01,80118.0
2016-04-01,121899.0
2016-05-01,212596.0
2016-06-01,248902.0
2016-07-01,667998.0
2016-08-01,780824.0
2016-09-01,873351.0
2016-10-01,957695.0
2016-11-01,1008043.0
2016-12-01,1082449.0
2017-01-01,63260.0
2017-02-01,153808.0
2017-03-01,328513.0
2017-04-01,458742.0
2017-05-01,603570.0
2017-06-01,758390.0
2017-07-01,856102.0
2017-08-01,1019463.0
2017-09-01,1145719.0
2017-10-01,1316951.0
2017-11-01,1376981.0
2017-12-01,1554937.0
2018-01-01,-82951.0
2018-02-01,11717.0
2018-03-01,302167.0
2018-04-01,637883.0
2018-05-01,1044646.0
2018-06-01,1152466.0
2018-07-01,1409460.0
2018-08-01,1811440.0
2018-09-01,1846800.0
2018-10-01,2063794.0
2018-11-01,2170441.0
2018-12-01,2058605.0
2019-01-01,86555.0
2019-02-01,160903.0
2019-03-01,469347.0
2019-04-01,677863.0
2019-05-01,1032852.0
2019-06-01,1170450.0
2019-07-01,1422815.0
2019-08-01,1708823.0
2019-09-01,1632598.0
2019-10-01,1837872.0
2019-11-01,2226541.0
2019-12-01,2275183.0
2020-01-01,213064.0
2020-02-01,603776.0
2020-03-01,709416.0
2020-04-01,855982.0
2020-05-01,1268738.0
2020-06-01,1528680.0
2020-07-01,2018726.0
2020-08-01,2603898.0
2020-09-01,2584404.0
2020-10-01,2853061.0
2020-11-01,3255631.0
2020-12-01,3265191.0
2021-01-01,376004.0
2021-02-01,648096.0
2021-03-01,999234.0
2021-04-01,1219438.0
2021-05-01,1453144.0
2021-06-01,1871043.0
2021-07-01,2155722.0
2021-08-01,2729687.0
2021-09-01,2933060.0
2021-10-01,3252089.0
2021-11-01,3802871.0
2021-12-01,5175678.0
2022-01-01,1342385.0
2022-02-01,3561103.0
2022-03-01,4786931.0
2022-04-01,7120846.0
2022-05-01,10179600.0
2022-06-01,13453779.0
2022-07-01,16180793.0
2022-08-01,19158835.0
2022-09-01,20832055.0
2022-10-01,23632196.0
2022-11-01,26706616.0
2022-12-01,29444195.0
2023-01-01,3243073.0
2023-02-01,5364795.0
2023-03-01,8681157.0
2023-04-01,13559171.0
2023-05-01,18574186.0
2023-06-01,22542740.0
2023-07-01,25181910.0
2023-08-01,30502373.0
2023-09-01,36681528.0
2023-10-01,42802962.0
2023-11-01,45529251.0
2023-12-01,51077652.0
2024-01-01,3219368.0
2024-02-01,5511597.0
2024-03-01,12612851.0
2024-04-01,17325259.0
2024-05-01,21517616.0
2024-06-01,28541341.0
2024-07-01,32357049.0
2024-08-01,34260799.0
2024-09-01,43225025.0
2024-10-01,46583581.0
2024-11-01,52721231.0
2024-12-01,61261884.0
2025-01-01,4867722.0
2025-02-01,18485819.0
2025-03-01,26643888.0
2025-04-01,29743928.0
2025-05-01,34334721.0
2025-06-01,41312248.0
2025-07-01,44932766.0
2025-08-01,49832023.0
