Tarih,TP_AB_C2,TP_AB_C2
2015-09-25,2015-39,99599.0
2015-10-02,2015-40,99966.0
2015-10-09,2015-41,99684.0
2015-10-16,2015-42,99535.0
2015-10-23,2015-43,100468.0
2015-10-30,2015-44,100121.0
2015-11-06,2015-45,101191.0
2015-11-13,2015-46,100506.0
2015-11-20,2015-47,99531.0
2015-11-27,2015-48,99707.0
2015-12-04,2015-49,98500.0
2015-12-11,2015-50,98912.0
2015-12-18,2015-51,95982.0
2015-12-25,2015-52,95703.0
2016-01-01,2016-1,92922.0
2016-01-08,2016-2,94920.0
2016-01-15,2016-3,93646.0
2016-01-22,2016-4,93417.0
2016-01-29,2016-5,92856.0
2016-02-05,2016-6,93236.0
2016-02-12,2016-7,93905.0
2016-02-19,2016-8,92870.0
2016-02-26,2016-9,93693.0
2016-03-04,2016-10,93045.0
2016-03-11,2016-11,95792.0
2016-03-18,2016-12,95430.0
2016-03-25,2016-13,95016.0
2016-04-01,2016-14,95280.0
2016-04-08,2016-15,97354.0
2016-04-15,2016-16,97119.0
2016-04-22,2016-17,95481.0
2016-04-29,2016-18,96193.0
2016-05-06,2016-19,99525.0
2016-05-13,2016-20,100138.0
2016-05-20,2016-21,98133.0
2016-05-27,2016-22,98397.0
2016-06-03,2016-23,101225.0
2016-06-10,2016-24,102999.0
2016-06-17,2016-25,101639.0
2016-06-24,2016-26,101895.0
2016-07-01,2016-27,102817.0
2016-07-08,2016-28,102857.0
2016-07-15,2016-29,103111.0
2016-07-22,2016-30,101827.0
2016-07-29,2016-31,99927.0
2016-08-05,2016-32,101145.0
2016-08-12,2016-33,102978.0
2016-08-19,2016-34,104035.0
2016-08-26,2016-35,102781.0
2016-09-02,2016-36,103648.0
2016-09-09,2016-37,104711.0
2016-09-16,2016-38,104164.0
2016-09-23,2016-39,103344.0
2016-09-30,2016-40,99009.0
2016-10-07,2016-41,99915.0
2016-10-14,2016-42,100926.0
2016-10-21,2016-43,101498.0
2016-10-28,2016-44,101626.0
2016-11-04,2016-45,103810.0
2016-11-11,2016-46,106265.0
2016-11-18,2016-47,101277.0
2016-11-25,2016-48,99034.0
2016-12-02,2016-49,98632.0
2016-12-09,2016-50,97353.0
2016-12-16,2016-51,97315.0
2016-12-23,2016-52,95734.0
2016-12-30,2016-53,92050.0
2017-01-06,2017-1,96933.0
2017-01-13,2017-2,95292.0
2017-01-20,2017-3,92296.0
2017-01-27,2017-4,92517.0
2017-02-03,2017-5,91522.0
2017-02-10,2017-6,92798.0
2017-02-17,2017-7,89049.0
2017-02-24,2017-8,91088.0
2017-03-03,2017-9,89234.0
2017-03-10,2017-10,92741.0
2017-03-17,2017-11,91806.0
2017-03-24,2017-12,89958.0
2017-03-31,2017-13,88577.0
2017-04-07,2017-14,88925.0
2017-04-14,2017-15,87719.0
2017-04-21,2017-16,85538.0
2017-04-28,2017-17,84986.0
2017-05-05,2017-18,88108.0
2017-05-12,2017-19,87461.0
2017-05-19,2017-20,87014.0
2017-05-26,2017-21,86971.0
2017-06-02,2017-22,87963.0
2017-06-09,2017-23,88601.0
2017-06-16,2017-24,90667.0
2017-06-23,2017-25,89059.0
2017-06-30,2017-26,90196.0
2017-07-07,2017-27,90113.0
2017-07-14,2017-28,86230.0
2017-07-21,2017-29,85822.0
2017-07-28,2017-30,87466.0
2017-08-04,2017-31,88979.0
2017-08-11,2017-32,88312.0
2017-08-18,2017-33,87575.0
2017-08-25,2017-34,90412.0
2017-09-01,2017-35,91483.0
2017-09-08,2017-36,91975.0
2017-09-15,2017-37,91393.0
2017-09-22,2017-38,91417.0
2017-09-29,2017-39,91503.0
2017-10-06,2017-40,93653.0
2017-10-13,2017-41,95402.0
2017-10-20,2017-42,93451.0
2017-10-27,2017-43,95480.0
2017-11-03,2017-44,96316.0
2017-11-10,2017-45,96729.0
2017-11-17,2017-46,94536.0
2017-11-24,2017-47,96350.0
2017-12-01,2017-48,89854.0
2017-12-08,2017-49,92023.0
2017-12-15,2017-50,91109.0
2017-12-22,2017-51,88701.0
2017-12-29,2017-52,84110.0
2018-01-05,2018-1,87466.0
2018-01-12,2018-2,87643.0
2018-01-19,2018-3,89179.0
2018-01-26,2018-4,91391.0
2018-02-02,2018-5,90917.0
2018-02-09,2018-6,90914.0
2018-02-16,2018-7,90352.0
2018-02-23,2018-8,88654.0
2018-03-02,2018-9,89302.0
2018-03-09,2018-10,90575.0
2018-03-16,2018-11,89788.0
2018-03-23,2018-12,88303.0
2018-03-30,2018-13,84701.0
2018-04-06,2018-14,83079.0
2018-04-13,2018-15,86652.0
2018-04-20,2018-16,86070.0
2018-04-27,2018-17,87573.0
2018-05-04,2018-18,86173.0
2018-05-11,2018-19,85623.0
2018-05-18,2018-20,84708.0
2018-05-25,2018-21,83762.0
2018-06-01,2018-22,82164.0
2018-06-08,2018-23,82218.0
2018-06-15,2018-24,78939.0
2018-06-22,2018-25,80129.0
2018-06-29,2018-26,75565.0
2018-07-06,2018-27,79094.0
2018-07-13,2018-28,78534.0
2018-07-20,2018-29,78549.0
2018-07-27,2018-30,78329.0
2018-08-03,2018-31,80793.0
2018-08-10,2018-32,79147.0
2018-08-17,2018-33,72739.0
2018-08-24,2018-34,72924.0
2018-08-31,2018-35,70413.0
2018-09-07,2018-36,70173.0
2018-09-14,2018-37,68921.0
2018-09-21,2018-38,66349.0
2018-09-28,2018-39,66989.0
2018-10-05,2018-40,66287.0
2018-10-12,2018-41,66402.0
2018-10-19,2018-42,65271.0
2018-10-26,2018-43,67605.0
2018-11-02,2018-44,69184.0
2018-11-09,2018-45,69471.0
2018-11-16,2018-46,71008.0
2018-11-23,2018-47,71157.0
2018-11-30,2018-48,71699.0
2018-12-07,2018-49,71390.0
2018-12-14,2018-50,72929.0
2018-12-21,2018-51,72269.0
2018-12-28,2018-52,71980.0
2019-01-04,2019-1,72930.0
2019-01-11,2019-2,72450.0
2019-01-18,2019-3,73830.0
2019-01-25,2019-4,73470.0
2019-02-01,2019-5,77058.0
2019-02-08,2019-6,78382.0
2019-02-15,2019-7,78125.0
2019-02-22,2019-8,79122.0
2019-03-01,2019-9,79095.0
2019-03-08,2019-10,76963.0
2019-03-15,2019-11,73782.0
2019-03-22,2019-12,71394.0
2019-03-29,2019-13,75407.0
2019-04-05,2019-14,76679.0
2019-04-12,2019-15,76955.0
2019-04-19,2019-16,75565.0
2019-04-26,2019-17,73284.0
2019-05-03,2019-18,72632.0
2019-05-10,2019-19,72993.0
2019-05-17,2019-20,71747.0
2019-05-24,2019-21,73092.0
2019-05-31,2019-22,75038.0
2019-06-07,2019-23,74895.0
2019-06-14,2019-24,75755.0
2019-06-21,2019-25,74225.0
2019-06-28,2019-26,73544.0
2019-07-05,2019-27,74123.0
2019-07-12,2019-28,75682.0
2019-07-19,2019-29,75067.0
2019-07-26,2019-30,74970.0
2019-08-02,2019-31,75399.0
2019-08-09,2019-32,79216.0
2019-08-16,2019-33,77422.0
2019-08-23,2019-34,76825.0
2019-08-30,2019-35,75796.0
2019-09-06,2019-36,76285.0
2019-09-13,2019-37,75923.0
2019-09-20,2019-38,77184.0
2019-09-27,2019-39,75655.0
2019-10-04,2019-40,79841.0
2019-10-11,2019-41,78395.0
2019-10-18,2019-42,78085.0
2019-10-25,2019-43,78504.0
2019-11-01,2019-44,78274.0
2019-11-08,2019-45,75429.0
2019-11-15,2019-46,78052.0
2019-11-22,2019-47,78812.0
2019-11-29,2019-48,78273.0
2019-12-06,2019-49,79045.0
2019-12-13,2019-50,77897.0
2019-12-20,2019-51,78271.0
2019-12-27,2019-52,81240.0
2020-01-03,2020-1,77953.0
2020-01-10,2020-2,78267.0
2020-01-17,2020-3,78350.0
2020-01-24,2020-4,77512.0
2020-01-31,2020-5,74856.0
2020-02-07,2020-6,74462.0
2020-02-14,2020-7,75471.0
2020-02-21,2020-8,73019.0
2020-02-28,2020-9,77413.0
2020-03-06,2020-10,75140.0
2020-03-13,2020-11,72474.0
2020-03-20,2020-12,65143.0
2020-03-27,2020-13,64081.0
2020-04-03,2020-14,58247.0
2020-04-10,2020-15,56047.0
2020-04-17,2020-16,53951.0
2020-04-24,2020-17,52661.0
2020-05-01,2020-18,51457.0
2020-05-08,2020-19,51148.0
2020-05-15,2020-20,48893.0
2020-05-22,2020-21,55594.0
2020-05-29,2020-22,54359.0
2020-06-05,2020-23,55609.0
2020-06-12,2020-24,55482.0
2020-06-19,2020-25,53221.0
2020-06-26,2020-26,51416.0
2020-07-03,2020-27,51344.0
2020-07-10,2020-28,49610.0
2020-07-17,2020-29,49230.0
2020-07-24,2020-30,50925.0
2020-07-31,2020-31,46672.0
2020-08-07,2020-32,46594.0
2020-08-14,2020-33,45378.0
2020-08-21,2020-34,45434.0
2020-08-28,2020-35,41593.0
2020-09-04,2020-36,44881.0
2020-09-11,2020-37,45280.0
2020-09-18,2020-38,43158.0
2020-09-25,2020-39,42420.0
2020-10-02,2020-40,41408.0
2020-10-09,2020-41,41118.0
2020-10-16,2020-42,42821.0
2020-10-23,2020-43,45086.0
2020-10-30,2020-44,42259.0
2020-11-06,2020-45,41913.0
2020-11-13,2020-46,40373.0
2020-11-20,2020-47,43710.0
2020-11-27,2020-48,43898.0
2020-12-04,2020-49,46393.0
2020-12-11,2020-50,47411.0
2020-12-18,2020-51,49799.0
2020-12-25,2020-52,51606.0
2021-01-01,2021-1,49965.0
2021-01-08,2021-2,48676.0
2021-01-15,2021-3,47902.0
2021-01-22,2021-4,50510.0
2021-01-29,2021-5,53366.0
2021-02-05,2021-6,54366.0
2021-02-12,2021-7,53720.0
2021-02-19,2021-8,53864.0
2021-02-26,2021-9,54494.0
2021-03-05,2021-10,53247.0
2021-03-12,2021-11,52664.0
2021-03-19,2021-12,53898.0
2021-03-26,2021-13,50893.0
2021-04-02,2021-14,48085.0
2021-04-09,2021-15,49377.0
2021-04-16,2021-16,49685.0
2021-04-23,2021-17,47946.0
2021-04-30,2021-18,46914.0
2021-05-07,2021-19,48858.0
2021-05-14,2021-20,49591.0
2021-05-21,2021-21,49198.0
2021-05-28,2021-22,48721.0
2021-06-04,2021-23,49638.0
2021-06-11,2021-24,51713.0
2021-06-18,2021-25,56024.0
2021-06-25,2021-26,59240.0
2021-07-02,2021-27,59618.0
2021-07-09,2021-28,62582.0
2021-07-16,2021-29,62879.0
2021-07-23,2021-30,62661.0
2021-07-30,2021-31,64128.0
2021-08-06,2021-32,67735.0
2021-08-13,2021-33,67356.0
2021-08-20,2021-34,68169.0
2021-08-27,2021-35,77956.0
2021-09-03,2021-36,78046.0
2021-09-10,2021-37,79661.0
2021-09-17,2021-38,81419.0
2021-09-24,2021-39,82839.0
2021-10-01,2021-40,83204.0
2021-10-08,2021-41,85355.0
2021-10-15,2021-42,85955.0
2021-10-22,2021-43,85446.0
2021-10-29,2021-44,84105.0
2021-11-05,2021-45,85790.0
2021-11-12,2021-46,86695.0
2021-11-19,2021-47,87921.0
2021-11-26,2021-48,87024.0
2021-12-03,2021-49,85008.0
2021-12-10,2021-50,84153.0
2021-12-17,2021-51,78367.0
2021-12-24,2021-52,72555.0
2021-12-31,2021-53,72563.0
2022-01-07,2022-1,70988.0
2022-01-14,2022-2,70702.0
2022-01-21,2022-3,70796.0
2022-01-28,2022-4,71636.0
2022-02-04,2022-5,75716.0
2022-02-11,2022-6,75115.0
2022-02-18,2022-7,72781.0
2022-02-25,2022-8,70199.0
2022-03-04,2022-9,68180.0
2022-03-11,2022-10,65335.0
2022-03-18,2022-11,66499.0
2022-03-25,2022-12,65638.0
2022-04-01,2022-13,66857.0
2022-04-08,2022-14,67717.0
2022-04-15,2022-15,69036.0
2022-04-22,2022-16,66095.0
2022-04-29,2022-17,65398.0
2022-05-06,2022-18,66018.0
2022-05-13,2022-19,61197.0
2022-05-20,2022-20,60011.0
2022-05-27,2022-21,61285.0
2022-06-03,2022-22,61460.0
2022-06-10,2022-23,60788.0
2022-06-17,2022-24,59448.0
2022-06-24,2022-25,60342.0
2022-07-01,2022-26,59788.0
2022-07-08,2022-27,58866.0
2022-07-15,2022-28,59955.0
2022-07-22,2022-29,59711.0
2022-07-29,2022-30,61100.0
2022-08-05,2022-31,67769.0
2022-08-12,2022-32,72560.0
2022-08-19,2022-33,71488.0
2022-08-26,2022-34,70823.0
2022-09-02,2022-35,72294.0
2022-09-09,2022-36,73680.0
2022-09-16,2022-37,74824.0
2022-09-23,2022-38,71334.0
2022-09-30,2022-39,68052.0
2022-10-07,2022-40,73251.0
2022-10-14,2022-41,76171.0
2022-10-21,2022-42,75116.0
2022-10-28,2022-43,74803.0
2022-11-04,2022-44,75175.0
2022-11-11,2022-45,76621.0
2022-11-18,2022-46,80030.0
2022-11-25,2022-47,79766.0
2022-12-02,2022-48,81300.0
2022-12-09,2022-49,84810.0
2022-12-16,2022-50,85594.0
2022-12-23,2022-51,82938.0
2022-12-30,2022-52,82904.0
2023-01-06,2023-1,79659.0
2023-01-13,2023-2,79183.0
2023-01-20,2023-3,79154.0
2023-01-27,2023-4,76206.0
2023-02-03,2023-5,77930.0
2023-02-10,2023-6,75630.0
2023-02-17,2023-7,73388.0
2023-02-24,2023-8,71979.0
2023-03-03,2023-9,70280.0
2023-03-10,2023-10,69696.0
2023-03-17,2023-11,73927.0
2023-03-24,2023-12,71335.0
2023-03-31,2023-13,70247.0
2023-04-07,2023-14,68490.0
2023-04-14,2023-15,69411.0
2023-04-21,2023-16,66877.0
2023-04-28,2023-17,68470.0
2023-05-05,2023-18,68411.0
2023-05-12,2023-19,60815.0
2023-05-19,2023-20,58825.0
2023-05-26,2023-21,56518.0
2023-06-02,2023-22,58239.0
2023-06-09,2023-23,57790.0
2023-06-16,2023-24,60783.0
2023-06-23,2023-25,66246.0
2023-06-30,2023-26,67154.0
2023-07-07,2023-27,69835.0
2023-07-14,2023-28,71380.0
2023-07-21,2023-29,71675.0
2023-07-28,2023-30,72348.0
2023-08-04,2023-31,74228.0
2023-08-11,2023-32,75101.0
2023-08-18,2023-33,76292.0
2023-08-25,2023-34,75955.0
2023-09-01,2023-35,78766.0
2023-09-08,2023-36,79270.0
2023-09-15,2023-37,80059.0
2023-09-22,2023-38,83811.0
2023-09-29,2023-39,81574.0
2023-10-06,2023-40,83151.0
2023-10-13,2023-41,83306.0
2023-10-20,2023-42,82566.0
2023-10-27,2023-43,82411.0
2023-11-03,2023-44,83943.0
2023-11-10,2023-45,84643.0
2023-11-17,2023-46,89226.0
2023-11-24,2023-47,90997.0
2023-12-01,2023-48,93233.0
2023-12-08,2023-49,94509.0
2023-12-15,2023-50,95399.0
2023-12-22,2023-51,97556.0
2023-12-29,2023-52,92829.0
2024-01-05,2024-1,91973.41
2024-01-12,2024-2,91989.57
2024-01-19,2024-3,90365.52
2024-01-26,2024-4,89153.81
2024-02-02,2024-5,86538.46
2024-02-09,2024-6,86366.0
2024-02-16,2024-7,86091.87
2024-02-23,2024-8,82479.15
2024-03-01,2024-9,80511.0
2024-03-08,2024-10,77785.1
2024-03-15,2024-11,74890.53
2024-03-22,2024-12,70681.38
2024-03-29,2024-13,68747.78
2024-04-05,2024-14,70193.12
2024-04-12,2024-15,70000.42
2024-04-19,2024-16,67011.03
2024-04-26,2024-17,64966.89
2024-05-03,2024-18,69147.64
2024-05-10,2024-19,74202.99
2024-05-17,2024-20,78549.45
2024-05-24,2024-21,82765.29
2024-05-31,2024-22,83908.5
2024-06-07,2024-23,86355.72
2024-06-14,2024-24,88432.88
2024-06-21,2024-25,88495.12
2024-06-28,2024-26,84833.0484415
2024-07-05,2024-27,89731.3369701
2024-07-12,2024-28,94345.0421191
2024-07-19,2024-29,94695.4688261
2024-07-26,2024-30,91906.9699515
2024-08-02,2024-31,92490.6361289
2024-08-09,2024-32,92330.425418
2024-08-16,2024-33,94145.8890054
2024-08-23,2024-34,90714.7146875
2024-08-30,2024-35,89329.4783968
2024-09-06,2024-36,86568.257223
2024-09-13,2024-37,92155.1396231
2024-09-20,2024-38,94108.8797879
2024-09-27,2024-39,93824.4375656
2024-10-04,2024-40,92762.401957
2024-10-11,2024-41,93642.9581696
2024-10-18,2024-42,93791.088303
2024-10-25,2024-43,93503.6307187
2024-11-01,2024-44,93004.9884285
2024-11-08,2024-45,92121.310729
2024-11-15,2024-46,94090.4020747
2024-11-22,2024-47,90734.5264518
2024-11-29,2024-48,92818.317515
2024-12-06,2024-49,95011.4305284
2024-12-13,2024-50,98174.7512041
2024-12-20,2024-51,92388.3999349
2024-12-27,2024-52,90737.9599356
2025-01-03,2025-1,92587.9348131
2025-01-10,2025-2,94426.1483165
2025-01-17,2025-3,96791.2720529
2025-01-24,2025-4,99327.8930925
2025-01-31,2025-5,97310.8141149
2025-02-07,2025-6,96928.558376
2025-02-14,2025-7,100677.0521129
2025-02-21,2025-8,97697.5644188
2025-02-28,2025-9,94757.2221519
2025-03-07,2025-10,97802.3599855
2025-03-14,2025-11,97068.7110379
2025-03-21,2025-12,88328.3294211
2025-03-28,2025-13,80609.0142702
2025-04-04,2025-14,77838.2729897
2025-04-11,2025-15,68006.5134189
2025-04-18,2025-16,64304.9113137
2025-04-25,2025-17,59250.1709963
2025-05-02,2025-18,57577.3376529
2025-05-09,2025-19,61222.00221
2025-05-16,2025-20,65401.4832185
2025-05-23,2025-21,69090.4767183
2025-05-30,2025-22,70026.0450473
2025-06-06,2025-23,70306.1429431
2025-06-13,2025-24,72744.4324681
2025-06-20,2025-25,70696.5788587
2025-06-27,2025-26,71094.5797743
2025-07-04,2025-27,79786.4882174
2025-07-11,2025-28,81551.2322431
2025-07-18,2025-29,83302.5955315
2025-07-25,2025-30,86624.9892184
2025-08-01,2025-31,84909.0637774
2025-08-08,2025-32,87606.6771971
2025-08-15,2025-33,90928.2435015
2025-08-22,2025-34,91089.6096048
2025-08-29,2025-35,91030.7991263
2025-09-05,2025-36,89175.9757659
2025-09-12,2025-37,84499.394949
2025-09-19,2025-38,85097.6672244
2025-09-26,2025-39,86698.9506221
2025-10-03,2025-40,87027.5622888
2025-10-10,2025-41,87337.3521989
