Tarih,TP_FINHESTNKS15_ZP15
2000-01-01,
2000-04-01,
2000-07-01,
2000-10-01,
2001-01-01,
2001-04-01,
2001-07-01,
2001-10-01,
2002-01-01,
2002-04-01,
2002-07-01,
2002-10-01,
2003-01-01,
2003-04-01,
2003-07-01,
2003-10-01,
2004-01-01,
2004-04-01,
2004-07-01,
2004-10-01,
2005-01-01,
2005-04-01,
2005-07-01,
2005-10-01,
2006-01-01,
2006-04-01,
2006-07-01,
2006-10-01,
2007-01-01,
2007-04-01,
2007-07-01,
2007-10-01,
2008-01-01,
2008-04-01,
2008-07-01,
2008-10-01,
2009-01-01,
2009-04-01,
2009-07-01,
2009-10-01,
2010-01-01,
2010-04-01,
2010-07-01,
2010-10-01,7651598.63
2011-01-01,
2011-04-01,
2011-07-01,
2011-10-01,5020761.97
2012-01-01,
2012-04-01,
2012-07-01,
2012-10-01,8652721.71
2013-01-01,
2013-04-01,
2013-07-01,
2013-10-01,6731545.15
2014-01-01,
2014-04-01,
2014-07-01,
2014-10-01,9633491.69
2015-01-01,8465219.15
2015-04-01,8235515.82
2015-07-01,7143884.39
2015-10-01,6866574.4
2016-01-01,6980154.8
2016-04-01,6958601.19
2016-07-01,7238302.99
2016-10-01,8023075.39
2017-01-01,10328217.1
2017-04-01,11438018.45
2017-07-01,10576295.67
2017-10-01,11293697.82
2018-01-01,11347032.07
2018-04-01,9476823.39
2018-07-01,8209275.93
2018-10-01,8493661.64
2019-01-01,8551372.24
2019-04-01,10268201.52
2019-07-01,10252963.6
2019-10-01,10966537.17
2020-01-01,7821095.62
2020-04-01,9266644.32
2020-07-01,9185753.18
2020-10-01,11614408.33
2021-01-01,7818611.25
2021-04-01,8405201.99
2021-07-01,8624587.93
2021-10-01,11982321.24
2022-01-01,12550472.32
2022-04-01,13826341.12
2022-07-01,23223010.26
2022-10-01,39426288.82
2023-01-01,39554750.64
2023-04-01,43222736.26
2023-07-01,78389916.23
2023-10-01,72286687.49
2024-01-01,88490132.16
2024-04-01,122769081.06
2024-07-01,109760565.62
2024-10-01,106690229.52
2025-01-01,95447552.31
2025-04-01,105955204.12
