Tarih,TP_GSYIH12_IFK_CF
2000-01-01,32360543.67121059
2000-04-01,37344628.47280149
2000-07-01,43034611.081197
2000-10-01,41184242.37646739
2001-01-01,43946694.0629445
2001-04-01,53211368.7906249
2001-07-01,62767381.712663
2001-10-01,61334595.33945319
2002-01-01,66447316.704172
2002-04-01,76432207.2176552
2002-07-01,89984385.07612368
2002-10-01,87883963.38538998
2003-01-01,90174383.21289828
2003-04-01,99702181.1719768
2003-07-01,114825625.267186
2003-10-01,110736721.5061289
2004-01-01,109681427.611963
2004-04-01,123252857.676493
2004-07-01,140419434.949692
2004-10-01,138574911.760717
2005-01-01,129643144.3938349
2005-04-01,142629156.707121
2005-07-01,163238592.778326
2005-10-01,162058866.375526
2006-01-01,146365600.469211
2006-04-01,172450839.8423799
2006-07-01,190253244.305357
2006-10-01,191416679.88128
2007-01-01,174756600.4845359
2007-04-01,190662676.649145
2007-07-01,211804395.855987
2007-10-01,215377575.936241
2008-01-01,201589753.575096
2008-04-01,225990532.494787
2008-07-01,241582670.6006259
2008-10-01,230914075.312011
2009-01-01,194329910.79912
2009-04-01,218844615.8852069
2009-07-01,245161921.003203
2009-10-01,247203906.199324
2010-01-01,217741819.5690549
2010-04-01,248530489.3027099
2010-07-01,284539340.358289
2010-10-01,284984191.6416019
2011-01-01,262272083.723675
2011-04-01,298671541.866679
2011-07-01,339035834.3400679
2011-10-01,346455452.274181
2012-01-01,300607468.9430299
2012-04-01,343133447.8632299
2012-07-01,380744926.472697
2012-10-01,381629075.9714959
2013-01-01,343389045.9036589
2013-04-01,390205890.818309
2013-07-01,438794555.915681
2013-10-01,435253193.434292
2014-01-01,405730012.2695239
2014-04-01,436608282.101598
2014-07-01,491961180.2370449
2014-10-01,492228686.1535549
2015-01-01,442582880.636532
2015-04-01,498926886.2461929
2015-07-01,562744767.468559
2015-10-01,572190966.4938298
2016-01-01,506274285.8112239
2016-04-01,565445057.7864689
2016-07-01,594965394.620179
2016-10-01,654239218.6363488
2017-01-01,590755366.469707
2017-04-01,660373291.9864979
2017-07-01,751410857.5305219
2017-10-01,795794308.273143
2018-01-01,723936587.667955
2018-04-01,812655923.37194
2018-07-01,941678295.53086
2018-10-01,940094613.560975
2019-01-01,861217924.7154309
2019-04-01,949031181.499937
2019-07-01,1065029865.79753
2019-10-01,1097796982.892019
2020-01-01,990656585.204665
2020-04-01,950443622.1410549
2020-07-01,1278455598.475549
2020-10-01,1370063692.95145
2021-01-01,1282286728.06256
2021-04-01,1467838654.967799
2021-07-01,1787637593.69281
2021-10-01,2131901930.947319
2022-01-01,2309125816.060599
2022-04-01,3136766267.354979
2022-07-01,3926736699.97658
2022-10-01,4384195629.819459
2023-01-01,4301164207.23048
2023-04-01,5087461218.42712
2023-07-01,7026074689.982469
2023-10-01,7679127279.16304
2024-01-01,8102224016.189539
2024-04-01,9004141981.67168
2024-07-01,10985909024.05599
2024-10-01,11521365931.7294
2025-01-01,11113356318.01519
2025-04-01,12943915593.0025
