Tarih,TP_GSYIH11_IFK_CF
2000-01-01,540237.742349805
2000-04-01,603780.218168611
2000-07-01,668642.840867426
2000-10-01,612273.608742747
2001-01-01,795589.160983095
2001-04-01,801022.399735383
2001-07-01,879780.890861733
2001-10-01,913177.495516614
2002-01-01,1315930.41223988
2002-04-01,1401212.191286369
2002-07-01,1505126.48081843
2002-10-01,1432786.246824679
2003-01-01,1965285.9024702
2003-04-01,2068425.42578544
2003-07-01,2108148.02923467
2003-10-01,1942614.459223829
2004-01-01,2184804.33445589
2004-04-01,2169684.94619568
2004-07-01,2170019.13857532
2004-10-01,2119093.436618899
2005-01-01,2333421.889088939
2005-04-01,2511055.151665709
2005-07-01,2517002.802287269
2005-10-01,2632927.20379594
2006-01-01,2922823.11665268
2006-04-01,3223197.994568749
2006-07-01,3212107.387816099
2006-10-01,3409380.332062909
2007-01-01,3724640.00106716
2007-04-01,3920814.811700279
2007-07-01,3820813.47187754
2007-10-01,4164767.38459245
2008-01-01,4498370.037193429
2008-04-01,4718982.789040939
2008-07-01,4568142.49137172
2008-10-01,4825764.8611166
2009-01-01,4802988.80700472
2009-04-01,5063295.26072509
2009-07-01,4767175.632593589
2009-10-01,5207360.470568549
2010-01-01,5481192.396873629
2010-04-01,5792279.92538382
2010-07-01,5632709.74827666
2010-10-01,6357561.469886619
2011-01-01,6824557.488448199
2011-04-01,7021296.323925649
2011-07-01,6783669.684190089
2011-10-01,7721023.86797332
2012-01-01,7682993.99132123
2012-04-01,8031975.052774299
2012-07-01,7469522.086208839
2012-10-01,8311455.583083139
2013-01-01,9032789.60961908
2013-04-01,9306129.69766195
2013-07-01,8834901.58259017
2013-10-01,9908072.54312389
2014-01-01,10357076.56733609
2014-04-01,10474397.72685959
2014-07-01,10195322.1569455
2014-10-01,11276428.2658846
2015-01-01,11279499.2979262
2015-04-01,11374053.93688539
2015-07-01,11075048.99998069
2015-10-01,12371724.9755715
2016-01-01,12568735.8476024
2016-04-01,12825365.17007059
2016-07-01,12172391.0952777
2016-10-01,14222890.15091449
2017-01-01,14094572.0572641
2017-04-01,14855390.20062519
2017-07-01,14594400.1695968
2017-10-01,17320361.278161
2018-01-01,17157319.34975149
2018-04-01,17811552.4831082
2018-07-01,18095242.03415869
2018-10-01,20220983.8623211
2019-01-01,21509900.94610669
2019-04-01,20952893.1872969
2019-07-01,21351781.1102579
2019-10-01,30492953.51633359
2020-01-01,28965933.3891858
2020-04-01,19246465.8583993
2020-07-01,25067652.19606579
2020-10-01,37120154.0369815
2021-01-01,40017479.64890199
2021-04-01,31126496.086901
2021-07-01,35069797.24582239
2021-10-01,60745014.6029826
2022-01-01,62947242.81024059
2022-04-01,58441411.00680469
2022-07-01,67120753.4553771
2022-10-01,116548343.9983659
2023-01-01,118215395.9633859
2023-04-01,105537090.302823
2023-07-01,133146729.99785
2023-10-01,232392112.29144
2024-01-01,268567714.693306
2024-04-01,197313919.857728
2024-07-01,197302386.34724
2024-10-01,322939231.2201629
2025-01-01,362586758.7795779
2025-04-01,263882273.708052
