Tarih,TP_GSYIH02_IFK_CF
2000-01-01,8495993.18882719
2000-04-01,9389927.55993877
2000-07-01,9105305.88677475
2000-10-01,9991573.79470536
2001-01-01,11191105.18406149
2001-04-01,12308683.6378882
2001-07-01,13115246.6264951
2001-10-01,15202052.8859288
2002-01-01,16487023.53727909
2002-04-01,18067596.63868759
2002-07-01,18455500.1211516
2002-10-01,20030986.54832559
2003-01-01,22201351.2078403
2003-04-01,23935189.0252836
2003-07-01,23603200.80945819
2003-10-01,26069802.47411739
2004-01-01,26753240.41760789
2004-04-01,29082535.8267834
2004-07-01,28769060.0625233
2004-10-01,31411404.1739896
2005-01-01,31129085.185855
2005-04-01,33173548.5950233
2005-07-01,32897829.4708467
2005-10-01,37805594.8590129
2006-01-01,34351280.31992319
2006-04-01,40236788.8698412
2006-07-01,39623236.0665638
2006-10-01,44373786.94847259
2007-01-01,41236254.7153043
2007-04-01,43532843.07778439
2007-07-01,42922242.0178406
2007-10-01,48189436.3245481
2008-01-01,47270663.42260269
2008-04-01,51051330.3688843
2008-07-01,48399544.54440259
2008-10-01,49464380.2929446
2009-01-01,41196720.15946059
2009-04-01,46123136.1772304
2009-07-01,47506074.8450857
2009-10-01,52383073.06181389
2010-01-01,47435266.72074259
2010-04-01,54193868.8296397
2010-07-01,54477544.57480639
2010-10-01,61433298.609411
2011-01-01,61277933.9741462
2011-04-01,68757899.3805442
2011-07-01,71191378.5703795
2011-10-01,78583383.1256851
2012-01-01,71424154.1740759
2012-04-01,78177788.018836
2012-07-01,75778292.7269297
2012-10-01,81905478.8194794
2013-01-01,79930985.9761612
2013-04-01,88941907.2197176
2013-07-01,92633022.5603785
2013-10-01,100983667.64313
2014-01-01,98695397.73652358
2014-04-01,103256533.0707609
2014-07-01,103659282.0293709
2014-10-01,110931107.2078579
2015-01-01,101885846.621902
2015-04-01,116406880.1701769
2015-07-01,116193379.5289819
2015-10-01,131953857.796617
2016-01-01,120746083.731341
2016-04-01,130713855.2847049
2016-07-01,120292997.7899949
2016-10-01,150454694.189063
2017-01-01,142487601.039366
2017-04-01,154688329.795343
2017-07-01,162299909.951094
2017-10-01,190437297.944144
2018-01-01,176654418.0924279
2018-04-01,197480808.3810749
2018-07-01,224176006.0605829
2018-10-01,243747938.008314
2019-01-01,214316453.4288879
2019-04-01,237525524.856438
2019-07-01,242234649.678689
2019-10-01,263275405.703242
2020-01-01,251290505.800316
2020-04-01,224290166.398153
2020-07-01,309713209.303664
2020-10-01,377524435.8747109
2021-01-01,359539406.3243409
2021-04-01,428493994.0841879
2021-07-01,478092139.459913
2021-10-01,654868777.7731419
2022-01-01,723285282.20327
2022-04-01,967180322.584444
2022-07-01,1053253725.265239
2022-10-01,1252273072.047529
2023-01-01,1201046662.184779
2023-04-01,1300933588.26567
2023-07-01,1705902969.793829
2023-10-01,1970848336.55133
2024-01-01,1947739973.75511
2024-04-01,2005729979.86852
2024-07-01,2305818773.16511
2024-10-01,2516320951.946269
2025-01-01,2349869955.56777
2025-04-01,2708162922.801479
