Tarih,TP_GSYIH04_IFK_CF
2000-01-01,1801034.94621123
2000-04-01,2289042.72534096
2000-07-01,2398519.601020509
2000-10-01,2571740.472406359
2001-01-01,2636101.26788023
2001-04-01,2816749.99565046
2001-07-01,2855512.510791549
2001-10-01,3119702.601549129
2002-01-01,3309344.89819448
2002-04-01,4071658.05143379
2002-07-01,4323628.688831569
2002-10-01,4645000.41923423
2003-01-01,4671486.63834637
2003-04-01,5564414.884000759
2003-07-01,5609118.727032429
2003-10-01,5945752.67856691
2004-01-01,6398969.748405859
2004-04-01,7712501.2797718
2004-07-01,8368949.785554849
2004-10-01,8607755.55108008
2005-01-01,8221998.301371729
2005-04-01,9308754.43117212
2005-07-01,9918502.38034691
2005-10-01,10294162.93229739
2006-01-01,9507327.40845807
2006-04-01,12242277.2934568
2006-07-01,13512028.2725706
2006-10-01,14772047.7445973
2007-01-01,12769848.8984705
2007-04-01,14713581.74918179
2007-07-01,16161479.82832279
2007-10-01,16452542.5371956
2008-01-01,14644085.210616
2008-04-01,18840374.9702546
2008-07-01,17965150.6635366
2008-10-01,16893328.2315348
2009-01-01,10962987.0748522
2009-04-01,15230650.71643969
2009-07-01,14439578.91680119
2009-10-01,15941535.21945209
2010-01-01,12545912.8180371
2010-04-01,17412605.4365451
2010-07-01,20440572.99750699
2010-10-01,20293991.2576862
2011-01-01,17878885.4270191
2011-04-01,25364250.53184489
2011-07-01,27788992.26675159
2011-10-01,28777272.2011642
2012-01-01,21686336.25272509
2012-04-01,29605796.79962399
2012-07-01,32604362.5797646
2012-10-01,33099491.06129749
2013-01-01,28542197.5172027
2013-04-01,36004967.8126325
2013-07-01,40824897.28430859
2013-10-01,40472384.7413901
2014-01-01,37181930.14543379
2014-04-01,39712890.75621099
2014-07-01,44012023.8862539
2014-10-01,44098211.7585737
2015-01-01,38979897.11553779
2015-04-01,47111294.0946049
2015-07-01,51281441.46892949
2015-10-01,54459958.02570349
2016-01-01,44666220.5720212
2016-04-01,58919079.28083209
2016-07-01,54977944.13291289
2016-10-01,64528604.0404203
2017-01-01,49984509.5570916
2017-04-01,66810308.02768109
2017-07-01,73114437.0534387
2017-10-01,75215416.3788875
2018-01-01,62356318.2871235
2018-04-01,75497128.2431493
2018-07-01,66138039.4809406
2018-10-01,64877341.52113469
2019-01-01,56558829.96686589
2019-04-01,56407321.5384555
2019-07-01,55354192.87517859
2019-10-01,65874278.41381639
2020-01-01,55889340.62991009
2020-04-01,67271702.8411076
2020-07-01,66623301.6074725
2020-10-01,76661943.9502488
2021-01-01,72137838.144957
2021-04-01,92416115.1028646
2021-07-01,97377872.4667099
2021-10-01,108212604.612724
2022-01-01,110888386.2431409
2022-04-01,187370102.954953
2022-07-01,198945852.31999
2022-10-01,240976329.159817
2023-01-01,249767524.442602
2023-04-01,342135375.4239649
2023-07-01,407785127.363343
2023-10-01,459554153.776322
2024-01-01,533928098.513683
2024-04-01,647739719.3427209
2024-07-01,714327309.3207319
2024-10-01,699728662.8656589
2025-01-01,745102289.363584
2025-04-01,950594424.940715
