Tarih,TP_GSYIH07_IFK_CF
2000-01-01,2334400.28426666
2000-04-01,2047175.725167159
2000-07-01,2086176.90752013
2000-10-01,2116836.012934609
2001-01-01,1735519.172849969
2001-04-01,5141435.94862092
2001-07-01,5181260.04027633
2001-10-01,3157996.277859789
2002-01-01,2642709.54682948
2002-04-01,2769489.87560747
2002-07-01,2675783.888663089
2002-10-01,3818733.01358189
2003-01-01,3350175.263712749
2003-04-01,1985915.94142144
2003-07-01,3107258.906923609
2003-10-01,3737525.300824029
2004-01-01,3016644.881905879
2004-04-01,3160507.333599989
2004-07-01,3805950.1924212
2004-10-01,4558962.6936485
2005-01-01,4404224.41708603
2005-04-01,3982981.756206079
2005-07-01,4173417.30097974
2005-10-01,4413601.881492219
2006-01-01,4156340.912170969
2006-04-01,4125638.46500506
2006-07-01,4086075.87849082
2006-10-01,4456177.89373844
2007-01-01,4739317.025679689
2007-04-01,4828959.27450959
2007-07-01,4855570.060056909
2007-10-01,4958509.165618269
2008-01-01,5932394.91357226
2008-04-01,5838395.071780419
2008-07-01,5787398.20865183
2008-10-01,7004599.557311359
2009-01-01,10333271.8755328
2009-04-01,9727082.36734742
2009-07-01,9005871.16785984
2009-10-01,9505520.37000853
2010-01-01,10358428.8784864
2010-04-01,8598418.17179726
2010-07-01,7551391.72712664
2010-10-01,8145228.29268576
2011-01-01,10224189.3198517
2011-04-01,9372775.87096083
2011-07-01,9155297.04130724
2011-10-01,9702604.99054497
2012-01-01,11739491.84862039
2012-04-01,11499853.5217115
2012-07-01,11240278.78131509
2012-10-01,12817659.32613009
2013-01-01,16768272.78710439
2013-04-01,15293356.47078849
2013-07-01,12937687.10835609
2013-10-01,12361369.83046199
2014-01-01,15499885.9715861
2014-04-01,14287944.9512367
2014-07-01,15131516.42217279
2014-10-01,15205276.80221669
2015-01-01,18493549.5938186
2015-04-01,17370230.1286701
2015-07-01,17440855.1131301
2015-10-01,16213867.6394583
2016-01-01,19906985.8688207
2016-04-01,20314480.1563646
2016-07-01,20200130.8972495
2016-10-01,22102461.265089
2017-01-01,27827453.28002579
2017-04-01,26428939.18541229
2017-07-01,21319217.79411929
2017-10-01,23399707.10047889
2018-01-01,33536913.2196193
2018-04-01,35331691.94454289
2018-07-01,30394328.9500443
2018-10-01,16832271.5769945
2019-01-01,36956999.8432302
2019-04-01,40427403.0857904
2019-07-01,32361042.23199149
2019-10-01,28915184.40652729
2020-01-01,46361255.82069239
2020-04-01,56835094.48813989
2020-07-01,56523337.57854309
2020-10-01,39566871.61236389
2021-01-01,54217946.6732399
2021-04-01,51087743.75073979
2021-07-01,52500179.2919756
2021-10-01,61757765.6628791
2022-01-01,105982671.388932
2022-04-01,136007949.6700339
2022-07-01,138557847.619756
2022-10-01,135565114.053023
2023-01-01,207144603.015938
2023-04-01,224563993.288428
2023-07-01,205182800.0081219
2023-10-01,242013356.7178579
2024-01-01,384589519.9815179
2024-04-01,364288746.805341
2024-07-01,365279705.0794849
2024-10-01,364279960.940208
2025-01-01,505573502.4132689
2025-04-01,555634319.257282
