Tarih,TP_GSYIH09_IFK_CF
2000-01-01,930781.9823024
2000-04-01,1160078.898534789
2000-07-01,1149113.2496598
2000-10-01,1348174.041531109
2001-01-01,1319957.04471669
2001-04-01,1707400.925156059
2001-07-01,1788578.799320329
2001-10-01,2307040.19298016
2002-01-01,2503173.38099754
2002-04-01,3083324.195259099
2002-07-01,3033698.103680199
2002-10-01,3628118.19904323
2003-01-01,3485266.44346397
2003-04-01,4203112.026039389
2003-07-01,3979031.09465584
2003-10-01,4470925.41280896
2004-01-01,4317325.134533139
2004-04-01,5188593.900501989
2004-07-01,4989776.265103479
2004-10-01,5708038.271447779
2005-01-01,4896065.28614642
2005-04-01,6099208.87514986
2005-07-01,5967986.03094908
2005-10-01,7052118.14944816
2006-01-01,6028720.832247889
2006-04-01,7577588.86607695
2006-07-01,7260407.410167469
2006-10-01,8505476.04570206
2007-01-01,7601216.88927087
2007-04-01,9081756.2782529
2007-07-01,8718374.16648953
2007-10-01,10444772.49121
2008-01-01,8901130.21298872
2008-04-01,10958462.78304879
2008-07-01,10318608.19157879
2008-10-01,11702070.4491588
2009-01-01,9056558.93792223
2009-04-01,11455921.8450681
2009-07-01,10708764.0711786
2009-10-01,13324035.3098801
2010-01-01,10029015.4736553
2010-04-01,12964485.7077482
2010-07-01,11871825.2862902
2010-10-01,14787256.57593229
2011-01-01,12457050.80385739
2011-04-01,14912305.2225653
2011-07-01,15191095.8565353
2011-10-01,17420769.02987049
2012-01-01,14335160.3503981
2012-04-01,17776746.93268819
2012-07-01,17364472.9413672
2012-10-01,20921171.9619047
2013-01-01,17368919.2119828
2013-04-01,20911574.348602
2013-07-01,20808355.83566129
2013-10-01,24724810.6568523
2014-01-01,20830253.81739329
2014-04-01,24282494.2651207
2014-07-01,24235606.03438059
2014-10-01,28686768.97210799
2015-01-01,24666086.4505404
2015-04-01,28486705.2577271
2015-07-01,30040061.7194001
2015-10-01,37161654.54835549
2016-01-01,28606304.48296929
2016-04-01,34558004.8476041
2016-07-01,32539962.3624188
2016-10-01,42007353.774432
2017-01-01,34711502.52557429
2017-04-01,40733637.51624289
2017-07-01,42460240.93610929
2017-10-01,51435065.6351741
2018-01-01,44026637.01051039
2018-04-01,45993954.0394356
2018-07-01,47809934.47594489
2018-10-01,56701225.35971059
2019-01-01,49099529.82978119
2019-04-01,56280413.3485421
2019-07-01,57039920.9476452
2019-10-01,70097320.6225256
2020-01-01,53401114.03632999
2020-04-01,47906921.6835779
2020-07-01,57585565.3520883
2020-10-01,78977749.18395
2021-01-01,65401118.8564758
2021-04-01,75753865.05542798
2021-07-01,85560773.6389285
2021-10-01,116452011.330705
2022-01-01,107288667.5791269
2022-04-01,151156655.3107399
2022-07-01,180986970.4151729
2022-10-01,250977566.100084
2023-01-01,225355618.203945
2023-04-01,287816919.7650899
2023-07-01,355414821.713294
2023-10-01,485263918.2687609
2024-01-01,478906933.5038139
2024-04-01,548198504.967447
2024-07-01,576750604.62537
2024-10-01,791783782.6373779
2025-01-01,677867101.682149
2025-04-01,800955751.400964
