Tarih,TP_GSYIH06_IFK_CF
2000-01-01,743308.596402887
2000-04-01,930536.705980606
2000-07-01,1017084.05648726
2000-10-01,1080364.69102562
2001-01-01,1149385.71216277
2001-04-01,1441811.06731754
2001-07-01,1699755.368821749
2001-10-01,1793122.19424804
2002-01-01,1912337.78608243
2002-04-01,2258038.12547087
2002-07-01,2427977.532913529
2002-10-01,2628950.02982205
2003-01-01,2446171.76181076
2003-04-01,2903895.505791469
2003-07-01,3032659.4379245
2003-10-01,3347678.98227893
2004-01-01,2874616.26824095
2004-04-01,3422908.519809139
2004-07-01,3797986.27491078
2004-10-01,4144729.64672611
2005-01-01,3666815.00523081
2005-04-01,4418734.341597129
2005-07-01,4840859.190756949
2005-10-01,5031025.327041859
2006-01-01,4256353.60331754
2006-04-01,4887041.64086924
2006-07-01,5226094.751222499
2006-10-01,5634189.43049199
2007-01-01,4977240.49962526
2007-04-01,5715837.80450927
2007-07-01,6216181.674303719
2007-10-01,6851675.011432919
2008-01-01,5856502.45178988
2008-04-01,6570851.25849485
2008-07-01,6822700.698028069
2008-10-01,7182947.64327176
2009-01-01,5994785.369968989
2009-04-01,6576755.17221019
2009-07-01,6928622.23765262
2009-10-01,7456874.041279089
2010-01-01,6583054.75851972
2010-04-01,6622279.379409669
2010-07-01,6957176.775640379
2010-10-01,8013026.66934901
2011-01-01,6861449.950522559
2011-04-01,7578097.39241379
2011-07-01,8043665.44241646
2011-10-01,9618629.74992579
2012-01-01,8457105.45858308
2012-04-01,8793213.11978549
2012-07-01,9295851.64302848
2012-10-01,11225569.9041389
2013-01-01,9181692.15495395
2013-04-01,10071917.0119086
2013-07-01,10773448.2438203
2013-10-01,13121324.0220825
2014-01-01,10775687.0715356
2014-04-01,11403500.8297351
2014-07-01,12130727.0639094
2014-10-01,14898225.7931718
2015-01-01,11784094.7852251
2015-04-01,12767346.4310841
2015-07-01,13366371.8462333
2015-10-01,18008849.23124299
2016-01-01,12885705.68595149
2016-04-01,14191954.5793177
2016-07-01,14518302.5945039
2016-10-01,20137346.4267539
2017-01-01,16041648.92807319
2017-04-01,17739983.13728849
2017-07-01,18264195.48983279
2017-10-01,26099590.53632849
2018-01-01,18609124.7464618
2018-04-01,21251962.77256239
2018-07-01,22643255.08660519
2018-10-01,30510056.64493649
2019-01-01,23368689.0788423
2019-04-01,25790042.762017
2019-07-01,26205489.07788889
2019-10-01,36877327.4133142
2020-01-01,27702410.4551661
2020-04-01,30222831.6168482
2020-07-01,33678119.47915519
2020-10-01,46902770.51647289
2021-01-01,37502236.29821559
2021-04-01,43668612.8189968
2021-07-01,47538541.84208829
2021-10-01,72224863.0855123
2022-01-01,55544851.4017987
2022-04-01,72404477.0654845
2022-07-01,86428984.838759
2022-10-01,131651326.420586
2023-01-01,106529226.822079
2023-04-01,131125316.085197
2023-07-01,164656587.33116
2023-10-01,236169049.994055
2024-01-01,205520016.528302
2024-04-01,250326971.7459059
2024-07-01,277684877.43646
2024-10-01,377792181.034007
2025-01-01,306653015.8620269
2025-04-01,386101998.3168569
