Tarih,TP_KREHACBS_A29
2014-06-01,6715149.0
2014-07-01,10519115.0
2014-08-01,9905873.0
2014-09-01,11008345.0
2014-10-01,10899021.0
2014-11-01,10803567.0
2014-12-01,10768252.0
2015-01-01,10601919.0
2015-02-01,11013208.0
2015-03-01,11819697.0
2015-04-01,12470892.0
2015-05-01,12421512.0
2015-06-01,12993905.0
2015-07-01,13725090.0
2015-08-01,13955211.0
2015-09-01,14493442.0
2015-10-01,14486839.0
2015-11-01,14527193.0
2015-12-01,15403562.0
2016-01-01,16929413.0
2016-02-01,16957942.0
2016-03-01,16306257.0
2016-04-01,16255094.0
2016-05-01,16685337.0
2016-06-01,16150174.0
2016-07-01,16359562.0
2016-08-01,16187201.0
2016-09-01,17035646.0
2016-10-01,16915226.0
2016-11-01,18718454.0
2016-12-01,19990925.0
2017-01-01,21576029.0
2017-02-01,20551683.0
2017-03-01,20722959.0
2017-04-01,20522642.0
2017-05-01,20435993.0
2017-06-01,20578197.0
2017-07-01,20857379.0
2017-08-01,21139401.0
2017-09-01,23544247.0
2017-10-01,24799188.0
2017-11-01,25825372.0
2017-12-01,25310560.0
2018-01-01,24918553.0
2018-02-01,24867486.0
2018-03-01,25057761.0
2018-04-01,25698851.0
2018-05-01,28840594.0
2018-06-01,29943969.0
2018-07-01,32332476.0
2018-08-01,42013800.0
2018-09-01,37450008.0
2018-10-01,34269746.0
2018-11-01,32128925.0
2018-12-01,34890261.0
2019-01-01,33819766.0
2019-02-01,33997140.0
2019-03-01,36926747.0
2019-04-01,37031440.0
2019-05-01,36460164.0
2019-06-01,35160203.0
2019-07-01,33916192.0
2019-08-01,34838838.0
2019-09-01,34069639.0
2019-10-01,35236834.0
2019-11-01,37606885.0
2019-12-01,40001704.0
2020-01-01,40421602.0
2020-02-01,41234552.0
2020-03-01,42296674.0
2020-04-01,44770222.0
2020-05-01,42449267.0
2020-06-01,43676821.0
2020-07-01,43398409.0
2020-08-01,45395412.0
2020-09-01,49325824.0
2020-10-01,38551150.0
2020-11-01,38499562.0
2020-12-01,39255554.0
2021-01-01,38335452.0
2021-02-01,38764758.0
2021-03-01,43714172.0
2021-04-01,44161083.0
2021-05-01,46393690.0
2021-06-01,46971472.0
2021-07-01,45003484.0
2021-08-01,43712476.0
2021-09-01,44318893.0
2021-10-01,48782939.0
2021-11-01,61652142.0
2021-12-01,64321932.0
2022-01-01,65196724.0
2022-02-01,65881580.0
2022-03-01,69983385.0
2022-04-01,67978432.0
2022-05-01,75148781.0
2022-06-01,75345698.0
2022-07-01,79335336.0
2022-08-01,79918327.0
2022-09-01,80513504.0
2022-10-01,79299893.0
2022-11-01,80226639.0
2022-12-01,76523664.0
2023-01-01,74611572.0
2023-02-01,74107472.0
2023-03-01,60192545.0
2023-04-01,60999025.0
2023-05-01,64110169.0
2023-06-01,77470161.0
2023-07-01,79758568.0
2023-08-01,77802421.0
2023-09-01,77805881.0
2023-10-01,76802854.0
2023-11-01,85068872.0
2023-12-01,89302612.0
2024-01-01,91306645.0
2024-02-01,97594072.0
2024-03-01,100511176.0
2024-04-01,99416662.0
2024-05-01,98240771.0
2024-06-01,97611717.0
2024-07-01,101652367.0
2024-08-01,101908264.0
2024-09-01,101590499.0
2024-10-01,100124699.0
2024-11-01,99410827.0
2024-12-01,110902973.0
2025-01-01,106497823.0
2025-02-01,100645288.0
2025-03-01,105564412.0
2025-04-01,107644306.0
2025-05-01,108185259.0
2025-06-01,123552291.0
2025-07-01,114920153.0
2025-08-01,114907607.0
