Tarih,TP_KREHACBS_A1
2014-06-01,1081517506.0
2014-07-01,1092121612.0
2014-08-01,1100641485.0
2014-09-01,1141639242.0
2014-10-01,1137796956.0
2014-11-01,1155735773.0
2014-12-01,1194725621.0
2015-01-01,1210366987.0
2015-02-01,1241265137.0
2015-03-01,1274885394.0
2015-04-01,1306061983.0
2015-05-01,1317820658.0
2015-06-01,1347743600.0
2015-07-01,1375967693.0
2015-08-01,1400432554.0
2015-09-01,1423915095.0
2015-10-01,1410209231.0
2015-11-01,1410892595.0
2015-12-01,1425910874.0
2016-01-01,1437347116.0
2016-02-01,1448894381.0
2016-03-01,1449933550.0
2016-04-01,1453897449.0
2016-05-01,1490870255.0
2016-06-01,1506929510.0
2016-07-01,1517903259.0
2016-08-01,1525138666.0
2016-09-01,1543318451.0
2016-10-01,1567079968.0
2016-11-01,1628269104.0
2016-12-01,1654468323.0
2017-01-01,1718470997.0
2017-02-01,1706548811.0
2017-03-01,1748365656.0
2017-04-01,1776677647.0
2017-05-01,1807301486.0
2017-06-01,1837055961.0
2017-07-01,1860360115.0
2017-08-01,1872087207.0
2017-09-01,1907292946.0
2017-10-01,1953421330.0
2017-11-01,2006860987.0
2017-12-01,2004574277.0
2018-01-01,2017281005.0
2018-02-01,2044972174.0
2018-03-01,2092846426.0
2018-04-01,2134888900.0
2018-05-01,2220846718.0
2018-06-01,2234903798.0
2018-07-01,2291857143.0
2018-08-01,2532302163.0
2018-09-01,2430840314.0
2018-10-01,2318246569.0
2018-11-01,2247154666.0
2018-12-01,2251646991.0
2019-01-01,2237478776.0
2019-02-01,2278756436.0
2019-03-01,2365119989.0
2019-04-01,2401894835.0
2019-05-01,2389456228.0
2019-06-01,2385933006.0
2019-07-01,2341073092.0
2019-08-01,2382530701.0
2019-09-01,2379180712.0
2019-10-01,2406512407.0
2019-11-01,2437620378.0
2019-12-01,2495873380.0
2020-01-01,2521816695.0
2020-02-01,2604845696.0
2020-03-01,2720194559.0
2020-04-01,2916853970.0
2020-05-01,2976178101.0
2020-06-01,3070154736.0
2020-07-01,3184164139.0
2020-08-01,3282214257.0
2020-09-01,3346880569.0
2020-10-01,3452292027.0
2020-11-01,3426447258.0
2020-12-01,3384095355.0
2021-01-01,3367674148.0
2021-02-01,3409947842.0
2021-03-01,3571494729.0
2021-04-01,3596013921.0
2021-05-01,3631026914.0
2021-06-01,3689852823.0
2021-07-01,3664672082.0
2021-08-01,3702472385.0
2021-09-01,3819613813.0
2021-10-01,3947261340.0
2021-11-01,4478344378.0
2021-12-01,4581566225.0
2022-01-01,4647619295.0
2022-02-01,4844988183.0
2022-03-01,5156511964.0
2022-04-01,5303954590.0
2022-05-01,5703667832.0
2022-06-01,5891319939.0
2022-07-01,6100698859.0
2022-08-01,6247731509.0
2022-09-01,6418912632.0
2022-10-01,6611919663.0
2022-11-01,6849306969.0
2022-12-01,7142995333.0
2023-01-01,7405687152.0
2023-02-01,7615526907.0
2023-03-01,8076260701.0
2023-04-01,8456804664.0
2023-05-01,8767589018.0
2023-06-01,9425773505.0
2023-07-01,9726145950.0
2023-08-01,9868022396.0
2023-09-01,10125492523.0
2023-10-01,10391864118.0
2023-11-01,10716920089.0
2023-12-01,11053486547.0
2024-01-01,11302679917.0
2024-02-01,11727480432.0
2024-03-01,12271269744.0
2024-04-01,12493647282.0
2024-05-01,12867983950.0
2024-06-01,13186150979.0
2024-07-01,13450254002.0
2024-08-01,13931078336.0
2024-09-01,14296960087.0
2024-10-01,14430900864.0
2024-11-01,14772906447.0
2024-12-01,15338446687.0
2025-01-01,15652328706.0
2025-02-01,16134078376.0
2025-03-01,16857621638.0
2025-04-01,17561645445.0
2025-05-01,18117047620.0
2025-06-01,18718189657.0
2025-07-01,19216146597.0
2025-08-01,19760194075.0
