Tarih,TP_KREHACBS_A16
2014-09-01,3688576.0
2014-10-01,3673367.0
2014-11-01,3683507.0
2014-12-01,3833440.0
2015-01-01,3548832.0
2015-02-01,3579270.0
2015-03-01,3597768.0
2015-04-01,3615219.0
2015-05-01,3624489.0
2015-06-01,3658365.0
2015-07-01,3751760.0
2015-08-01,3863056.0
2015-09-01,3895354.0
2015-10-01,3910122.0
2015-11-01,3964220.0
2015-12-01,4033541.0
2016-01-01,4066517.0
2016-02-01,4093296.0
2016-03-01,4130468.0
2016-04-01,4238110.0
2016-05-01,4301528.0
2016-06-01,4413945.0
2016-07-01,4438980.0
2016-08-01,4563231.0
2016-09-01,4657073.0
2016-10-01,4819189.0
2016-11-01,4995216.0
2016-12-01,5727131.0
2017-01-01,5728382.0
2017-02-01,5807098.0
2017-03-01,5911129.0
2017-04-01,6035798.0
2017-05-01,6148404.0
2017-06-01,6387390.0
2017-07-01,6478587.0
2017-08-01,6687720.0
2017-09-01,6866131.0
2017-10-01,7027061.0
2017-11-01,7142430.0
2017-12-01,6209793.0
2018-01-01,6603059.0
2018-02-01,6618314.0
2018-03-01,6904017.0
2018-04-01,6701178.0
2018-05-01,7116723.0
2018-06-01,7177700.0
2018-07-01,7382203.0
2018-08-01,8036860.0
2018-09-01,7962542.0
2018-10-01,8152178.0
2018-11-01,7721736.0
2018-12-01,8150697.0
2019-01-01,8197743.0
2019-02-01,8215827.0
2019-03-01,7944785.0
2019-04-01,7864095.0
2019-05-01,8484403.0
2019-06-01,8006946.0
2019-07-01,8329371.0
2019-08-01,8488276.0
2019-09-01,8417143.0
2019-10-01,8465389.0
2019-11-01,8454097.0
2019-12-01,8494185.0
2020-01-01,8494849.0
2020-02-01,8524018.0
2020-03-01,8676928.0
2020-04-01,8878488.0
2020-05-01,8864040.0
2020-06-01,8879347.0
2020-07-01,9239509.0
2020-08-01,9428841.0
2020-09-01,9735194.0
2020-10-01,9933978.0
2020-11-01,9848104.0
2020-12-01,9664025.0
2021-01-01,9653841.0
2021-02-01,9595287.0
2021-03-01,10020955.0
2021-04-01,10081316.0
2021-05-01,10298469.0
2021-06-01,10254456.0
2021-07-01,10190620.0
2021-08-01,10197060.0
2021-09-01,10493049.0
2021-10-01,10884051.0
2021-11-01,12564783.0
2021-12-01,12806525.0
2022-01-01,12854751.0
2022-02-01,13151762.0
2022-03-01,13503080.0
2022-04-01,13474485.0
2022-05-01,14395298.0
2022-06-01,14275054.0
2022-07-01,15193282.0
2022-08-01,15432298.0
2022-09-01,15833888.0
2022-10-01,16346367.0
2022-11-01,17109972.0
2022-12-01,18001931.0
2023-01-01,18742483.0
2023-02-01,18732725.0
2023-03-01,19478494.0
2023-04-01,20146261.0
2023-05-01,20916658.0
2023-06-01,24212358.0
2023-07-01,25311027.0
2023-08-01,25320478.0
2023-09-01,25670393.0
2023-10-01,26622367.0
2023-11-01,27817565.0
2023-12-01,29276829.0
2024-01-01,29617502.0
2024-02-01,30265227.0
2024-03-01,30847854.0
2024-04-01,35465788.0
2024-05-01,35546579.0
2024-06-01,35689810.0
2024-07-01,36863436.0
2024-08-01,38966284.0
2024-09-01,39665926.0
2024-10-01,38978572.0
2024-11-01,39410905.0
2024-12-01,34353260.0
2025-01-01,35711985.0
2025-02-01,36796348.0
2025-03-01,39158467.0
2025-04-01,41895864.0
2025-05-01,40510731.0
2025-06-01,93142508.0
2025-07-01,87161592.0
2025-08-01,103477303.0
