Tarih,TP_KREHACBS_A10
2014-06-01,17356203.0
2014-07-01,15197759.0
2014-08-01,15420351.0
2014-09-01,18744064.0
2014-10-01,16335149.0
2014-11-01,16204350.0
2014-12-01,21197383.0
2015-01-01,18783020.0
2015-02-01,19755605.0
2015-03-01,23644282.0
2015-04-01,22573220.0
2015-05-01,22708672.0
2015-06-01,23705936.0
2015-07-01,20944032.0
2015-08-01,22328084.0
2015-09-01,22381652.0
2015-10-01,19785353.0
2015-11-01,21063737.0
2015-12-01,23458726.0
2016-01-01,21063598.0
2016-02-01,19757333.0
2016-03-01,21403946.0
2016-04-01,20102406.0
2016-05-01,25534647.0
2016-06-01,23585402.0
2016-07-01,22916037.0
2016-08-01,22405145.0
2016-09-01,23244000.0
2016-10-01,22086602.0
2016-11-01,24567981.0
2016-12-01,28331448.0
2017-01-01,27364850.0
2017-02-01,26631742.0
2017-03-01,28070004.0
2017-04-01,26153624.0
2017-05-01,27531458.0
2017-06-01,28624172.0
2017-07-01,28488132.0
2017-08-01,28133555.0
2017-09-01,27953179.0
2017-10-01,29377875.0
2017-11-01,32431771.0
2017-12-01,34620576.0
2018-01-01,32456889.0
2018-02-01,33749831.0
2018-03-01,35964299.0
2018-04-01,35389693.0
2018-05-01,38286213.0
2018-06-01,39985710.0
2018-07-01,40186577.0
2018-08-01,43986265.0
2018-09-01,39558855.0
2018-10-01,36189680.0
2018-11-01,35029449.0
2018-12-01,37141788.0
2019-01-01,34953462.0
2019-02-01,39746938.0
2019-03-01,46493865.0
2019-04-01,41036377.0
2019-05-01,38931966.0
2019-06-01,38655754.0
2019-07-01,35835609.0
2019-08-01,39138352.0
2019-09-01,43756377.0
2019-10-01,44532892.0
2019-11-01,45321385.0
2019-12-01,44239470.0
2020-01-01,44295187.0
2020-02-01,45316375.0
2020-03-01,46246722.0
2020-04-01,46537551.0
2020-05-01,47988377.0
2020-06-01,52474787.0
2020-07-01,51286313.0
2020-08-01,50514059.0
2020-09-01,54818939.0
2020-10-01,55250842.0
2020-11-01,53876082.0
2020-12-01,60153043.0
2021-01-01,56565729.0
2021-02-01,56751572.0
2021-03-01,65120517.0
2021-04-01,64907895.0
2021-05-01,64838738.0
2021-06-01,70434492.0
2021-07-01,66830930.0
2021-08-01,67718880.0
2021-09-01,71040758.0
2021-10-01,71209626.0
2021-11-01,78936389.0
2021-12-01,85897437.0
2022-01-01,88342402.0
2022-02-01,88877126.0
2022-03-01,120642869.0
2022-04-01,124495787.0
2022-05-01,135390898.0
2022-06-01,143461370.0
2022-07-01,145448868.0
2022-08-01,145217717.0
2022-09-01,156425712.0
2022-10-01,164307942.0
2022-11-01,180715330.0
2022-12-01,201310844.0
2023-01-01,211771742.0
2023-02-01,215207146.0
2023-03-01,236543106.0
2023-04-01,244322039.0
2023-05-01,246015776.0
2023-06-01,255204344.0
2023-07-01,259523497.0
2023-08-01,255375406.0
2023-09-01,258725510.0
2023-10-01,263789699.0
2023-11-01,257432331.0
2023-12-01,266457680.0
2024-01-01,254109070.0
2024-02-01,255653297.0
2024-03-01,261921220.0
2024-04-01,262420608.0
2024-05-01,268647797.0
2024-06-01,280266722.0
2024-07-01,255093277.0
2024-08-01,233928176.0
2024-09-01,238293613.0
2024-10-01,226880897.0
2024-11-01,242336827.0
2024-12-01,270584701.0
2025-01-01,244217531.0
2025-02-01,245403102.0
2025-03-01,230404692.0
2025-04-01,236114562.0
2025-05-01,234324377.0
2025-06-01,242884586.0
2025-07-01,238036033.0
2025-08-01,239887774.0
