Tarih,TP_KREHACBS_A32
2014-07-01,1674898.0
2014-08-01,1330960.0
2014-09-01,1791223.0
2014-10-01,1728136.0
2014-11-01,1602786.0
2014-12-01,1201303.0
2015-01-01,1266960.0
2015-02-01,1555620.0
2015-03-01,1402172.0
2015-04-01,1399865.0
2015-05-01,1480905.0
2015-06-01,1451172.0
2015-07-01,1287299.0
2015-08-01,1175232.0
2015-09-01,1356408.0
2015-10-01,1690721.0
2015-11-01,1605098.0
2015-12-01,1901200.0
2016-01-01,2553566.0
2016-02-01,2426270.0
2016-03-01,1735275.0
2016-04-01,2194249.0
2016-05-01,1859587.0
2016-06-01,1629804.0
2016-07-01,1338355.0
2016-08-01,1629783.0
2016-09-01,1774906.0
2016-10-01,1773864.0
2016-11-01,1746428.0
2016-12-01,1728793.0
2017-01-01,1885124.0
2017-02-01,1445498.0
2017-03-01,1562840.0
2017-04-01,1544128.0
2017-05-01,1619332.0
2017-06-01,1764788.0
2017-07-01,1767374.0
2017-08-01,1693831.0
2017-09-01,1581260.0
2017-10-01,1518073.0
2017-11-01,1530939.0
2017-12-01,1786631.0
2018-01-01,1658323.0
2018-02-01,1843915.0
2018-03-01,1801572.0
2018-04-01,2004284.0
2018-05-01,2075225.0
2018-06-01,2386739.0
2018-07-01,2306353.0
2018-08-01,3009308.0
2018-09-01,2472511.0
2018-10-01,2397069.0
2018-11-01,2311646.0
2018-12-01,2557973.0
2019-01-01,2418648.0
2019-02-01,2852157.0
2019-03-01,2657007.0
2019-04-01,2665972.0
2019-05-01,2616288.0
2019-06-01,2135992.0
2019-07-01,2391330.0
2019-08-01,2542477.0
2019-09-01,2924561.0
2019-10-01,3586650.0
2019-11-01,3341430.0
2019-12-01,4796888.0
2020-01-01,4649331.0
2020-02-01,4339847.0
2020-03-01,4692061.0
2020-04-01,4929193.0
2020-05-01,3507930.0
2020-06-01,3422808.0
2020-07-01,3516939.0
2020-08-01,3619850.0
2020-09-01,4132820.0
2020-10-01,4445193.0
2020-11-01,3906721.0
2020-12-01,4016617.0
2021-01-01,3708326.0
2021-02-01,3848589.0
2021-03-01,4475496.0
2021-04-01,4423608.0
2021-05-01,4572429.0
2021-06-01,4685651.0
2021-07-01,4589969.0
2021-08-01,4604340.0
2021-09-01,4950425.0
2021-10-01,5399998.0
2021-11-01,7015406.0
2021-12-01,7143759.0
2022-01-01,7298420.0
2022-02-01,8016634.0
2022-03-01,9043867.0
2022-04-01,9115571.0
2022-05-01,9991384.0
2022-06-01,10222761.0
2022-07-01,11901626.0
2022-08-01,12595937.0
2022-09-01,13001048.0
2022-10-01,12873829.0
2022-11-01,12356203.0
2022-12-01,12779365.0
2023-01-01,13268939.0
2023-02-01,13390865.0
2023-03-01,13046929.0
2023-04-01,12090518.0
2023-05-01,12540068.0
2023-06-01,15022024.0
2023-07-01,15352429.0
2023-08-01,15038493.0
2023-09-01,15405536.0
2023-10-01,15577937.0
2023-11-01,20559589.0
2023-12-01,19967412.0
2024-01-01,22393929.0
2024-02-01,26996053.0
2024-03-01,26810048.0
2024-04-01,25542315.0
2024-05-01,26009927.0
2024-06-01,23894066.0
2024-07-01,26808176.0
2024-08-01,27448065.0
2024-09-01,26163714.0
2024-10-01,26306754.0
2024-11-01,25293284.0
2024-12-01,27794272.0
2025-01-01,21900112.0
2025-02-01,21944993.0
2025-03-01,22660236.0
2025-04-01,25466231.0
2025-05-01,23884463.0
2025-06-01,37701862.0
2025-07-01,29544159.0
2025-08-01,28199875.0
