Tarih,TP_BTO6
2000-01-01,2422883.0
2000-02-01,2574990.0
2000-03-01,2544243.0
2000-04-01,2429990.0
2000-05-01,3482019.0
2000-06-01,3250678.0
2000-07-01,3524360.0
2000-08-01,3893810.0
2000-09-01,3312992.0
2000-10-01,4319616.0
2000-11-01,4011083.0
2000-12-01,2598479.0
2001-01-01,4274667.0
2001-02-01,3065462.0
2001-03-01,2831933.0
2001-04-01,3677676.0
2001-05-01,4206588.0
2001-06-01,3894648.0
2001-07-01,4999406.0
2001-08-01,5399731.0
2001-09-01,4197115.0
2001-10-01,5490563.0
2001-11-01,5551041.0
2001-12-01,5041418.0
2002-01-01,4765252.0
2002-02-01,4618065.0
2002-03-01,4491899.0
2002-04-01,5784436.0
2002-05-01,6300215.0
2002-06-01,5475213.0
2002-07-01,7919954.0
2002-08-01,7194515.0
2002-09-01,8727607.0
2002-10-01,8074687.0
2002-11-01,7458376.0
2002-12-01,8843569.0
2003-01-01,7721177.0
2003-02-01,7110181.0
2003-03-01,7786999.0
2003-04-01,8131712.0
2003-05-01,8448154.0
2003-06-01,9802424.0
2003-07-01,9913807.0
2003-08-01,9246270.0
2003-09-01,11175175.0
2003-10-01,10249433.0
2003-11-01,7685288.0
2003-12-01,12182255.0
2004-01-01,8573541.0
2004-02-01,8222794.0
2004-03-01,10630593.0
2004-04-01,9513092.0
2004-05-01,10762426.0
2004-06-01,11056131.0
2004-07-01,10827733.0
2004-08-01,13057773.0
2004-09-01,12159386.0
2004-10-01,10076464.0
2004-11-01,14367356.0
2004-12-01,12599024.0
2005-01-01,11223775.0
2005-02-01,10503860.0
2005-03-01,11850747.0
2005-04-01,10468806.0
2005-05-01,14312244.0
2005-06-01,13452757.0
2005-07-01,12177141.0
2005-08-01,15928659.0
2005-09-01,14290008.0
2005-10-01,14483069.0
2005-11-01,13927667.0
2005-12-01,13548182.0
2006-01-01,14150795.0
2006-02-01,12656003.0
2006-03-01,13439889.0
2006-04-01,12336526.0
2006-05-01,17837164.0
2006-06-01,16514745.0
2006-07-01,17331130.0
2006-08-01,17583213.0
2006-09-01,15056955.0
2006-10-01,19192548.0
2006-11-01,17209938.0
2006-12-01,14949597.0
2007-01-01,18770031.0
2007-02-01,15328203.0
2007-03-01,14920775.0
2007-04-01,17985880.0
2007-05-01,18292898.0
2007-06-01,16067552.0
2007-07-01,21909929.0
2007-08-01,19782800.0
2007-09-01,16352087.0
2007-10-01,22535285.0
2007-11-01,19552384.0
2007-12-01,18967174.0
2008-01-01,18601392.0
2008-02-01,17526677.0
2008-03-01,17971280.0
2008-04-01,19162504.0
2008-05-01,18940824.0
2008-06-01,22496959.0
2008-07-01,21740109.0
2008-08-01,18292322.0
2008-09-01,19892766.0
2008-10-01,23835737.0
2008-11-01,15588019.0
2008-12-01,20223521.0
2009-01-01,14480979.0
2009-02-01,13718902.0
2009-03-01,17437698.0
2009-04-01,15633412.0
2009-05-01,13181835.0
2009-06-01,19410679.0
2009-07-01,17357089.0
2009-08-01,18054074.0
2009-09-01,17509150.0
2009-10-01,16716853.0
2009-11-01,14357387.0
2009-12-01,22919891.0
2010-01-01,14257799.0
2010-02-01,15822639.0
2010-03-01,20093435.0
2010-04-01,17349028.0
2010-05-01,18713953.0
2010-06-01,19172081.0
2010-07-01,18034630.0
2010-08-01,22347962.0
2010-09-01,19888453.0
2010-10-01,16074938.0
2010-11-01,25209819.0
2010-12-01,21052418.0
2011-01-01,20256666.0
2011-02-01,19165364.0
2011-03-01,20419544.0
2011-04-01,17785417.0
2011-05-01,26049218.0
2011-06-01,23312106.0
2011-07-01,20509076.0
2011-08-01,23130798.0
2011-09-01,30473438.0
2011-10-01,25939797.0
2011-11-01,25426222.0
2011-12-01,22937439.0
2012-01-01,27974701.0
2012-02-01,22943025.0
2012-03-01,21104513.0
2012-04-01,27332957.0
2012-05-01,25724484.0
2012-06-01,20936098.0
2012-07-01,32488344.0
2012-08-01,26748723.0
2012-09-01,21693954.0
2012-10-01,33858777.0
2012-11-01,28149349.0
2012-12-01,27804986.0
2013-01-01,27644638.0
2013-02-01,25270462.0
2013-03-01,20911126.0
2013-04-01,32426862.0
2013-05-01,28490716.0
2013-06-01,22792967.0
2013-07-01,36312733.0
2013-08-01,23899843.0
2013-09-01,37606215.0
2013-10-01,31056186.0
2013-11-01,25261127.0
2013-12-01,38179799.0
2014-01-01,31008434.0
2014-02-01,29542750.0
2014-03-01,30498600.0
2014-04-01,32318070.0
2014-05-01,29173169.0
2014-06-01,37853503.0
2014-07-01,29975994.0
2014-08-01,31706166.0
2014-09-01,43539416.0
2014-10-01,36002431.0
2014-11-01,27762983.0
2014-12-01,44533756.0
2015-01-01,30126137.0
2015-02-01,30835363.0
2015-03-01,41208735.0
2015-04-01,35021382.0
2015-05-01,27675771.0
2015-06-01,45049965.0
2015-07-01,37470490.0
2015-08-01,38696501.0
2015-09-01,38463479.0
2015-10-01,34665481.0
2015-11-01,44451391.0
2015-12-01,39074231.0
2016-01-01,29039240.0
2016-02-01,44435514.0
2016-03-01,36934963.0
2016-04-01,28966916.0
2016-05-01,47157296.0
2016-06-01,38172198.0
2016-07-01,28456741.0
2016-08-01,48078404.0
2016-09-01,38248227.0
2016-10-01,40304064.0
2016-11-01,39766932.0
2016-12-01,34389516.0
2017-01-01,44261774.0
2017-02-01,36311307.0
2017-03-01,38941882.0
2017-04-01,30531933.0
2017-05-01,51148547.44429
2017-06-01,40203903.06748
2017-07-01,43507628.71185
2017-08-01,33032685.79928
2017-09-01,43978924.97196
2017-10-01,56294761.50363
2017-11-01,45720101.50994
2017-12-01,34530227.25745
2018-01-01,57542823.36842
2018-02-01,43468759.58045
2018-03-01,38844015.60142
2018-04-01,55259560.06984
2018-05-01,48473907.12336
2018-06-01,35196182.86704
2018-07-01,62881048.06
2018-08-01,48707001.676
2018-09-01,35933134.022
2018-10-01,62438719.627
2018-11-01,49598280.705
2018-12-01,50064130.862
2019-01-01,46663248.239
2019-02-01,43111815.763
2019-03-01,33545863.918
2019-04-01,55884188.972
2019-05-01,43956206.826
2019-06-01,31653557.757
2019-07-01,58706070.564
2019-08-01,33736961.985
2019-09-01,58495080.039
2019-10-01,47602075.798
2019-11-01,35407698.128
2019-12-01,61765309.184
2020-01-01,48287417.714
2020-02-01,41385001.268
2020-03-01,55581185.023
2020-04-01,50102641.122
2020-05-01,35080967.918
2020-06-01,60570002.933
2020-07-01,40571969.318
2020-08-01,65776437.76
2020-09-01,52348737.938
2020-10-01,47708502.422
2020-11-01,66379099.639
2020-12-01,62155013.52
2021-01-01,46720059.716
2021-02-01,57107030.515
2021-03-01,78570873.89
2021-04-01,59656057.482
2021-05-01,59705272.868
2021-06-01,74306824.861
2021-07-01,58941873.867
2021-08-01,90040066.874
2021-09-01,78564303.417
2021-10-01,55314974.641
2021-11-01,110397326.582
2021-12-01,91343396.053
2022-01-01,96699965.264
2022-02-01,95789184.968
2022-03-01,106289148.537
2022-04-01,86536877.358
2022-05-01,147359283.852
2022-06-01,130788732.702
2022-07-01,104676156.703
2022-08-01,195537018.393
2022-09-01,162136885.708
2022-10-01,176178674.487
2022-11-01,184341628.177
2022-12-01,163077252.164
2023-01-01,242255621.243
2023-02-01,185131190.354
2023-03-01,201370646.693
2023-04-01,153101370.286
2023-05-01,289432150.621
2023-06-01,158686207.851
2023-07-01,337100024.816
2023-08-01,283870371.123
2023-09-01,225748390.933
2023-10-01,401779667.252
2023-11-01,336965088.514
2023-12-01,260115184.442
2024-01-01,441580993.262
2024-02-01,337022375.789
2024-03-01,266877245.242
2024-04-01,472637568.832
2024-05-01,411154397.529
2024-06-01,284737524.86
2024-07-01,557847797.81
2024-08-01,325072577.268
2024-09-01,548853108.639
2024-10-01,474407031.058
2024-11-01,354213406.371
2024-12-01,597348372.924
2025-01-01,491144135.887
2025-02-01,456923529.157
2025-03-01,344325111.578
2025-04-01,629241792.502
2025-05-01,428930582.286
2025-06-01,608745570.978
2025-07-01,589013315.583
2025-08-01,443204498.97
2025-09-01,717978176.016
