Tarih,TP_BTO4
2014-11-01,983689.431
2014-12-01,1959531.133
2015-01-01,1208188.472
2015-02-01,1110042.707
2015-03-01,1750876.494
2015-04-01,1429011.99
2015-05-01,1001114.899
2015-06-01,1975693.684
2015-07-01,1565885.679
2015-08-01,1620700.674
2015-09-01,1621991.787
2015-10-01,1643760.05
2015-11-01,2114181.273
2015-12-01,1915643.333
2016-01-01,1230289.281
2016-02-01,2071276.736
2016-03-01,1614143.626
2016-04-01,1127132.545
2016-05-01,2064015.059
2016-06-01,1622965.742
2016-07-01,1150660.188
2016-08-01,2472307.114
2016-09-01,1837153.636
2016-10-01,1939183.149
2016-11-01,1726691.658
2016-12-01,1358443.051
2017-01-01,1716507.561
2017-02-01,1118782.182
2017-03-01,1073941.732
2017-04-01,605264.245
2017-05-01,1251474.173
2017-06-01,830451.825
2017-07-01,881613.722
2017-08-01,561754.071
2017-09-01,927871.234
2017-10-01,1361359.945
2017-11-01,1131102.779
2017-12-01,811791.536
2018-01-01,1401684.258
2018-02-01,954549.73
2018-03-01,909317.608
2018-04-01,1381892.725
2018-05-01,1223997.196
2018-06-01,916220.312
2018-07-01,2063748.566
2018-08-01,1787816.67
2018-09-01,1452269.115
2018-10-01,3604474.583
2018-11-01,2920785.494
2018-12-01,2925984.01
2019-01-01,2484870.178
2019-02-01,2087794.416
2019-03-01,1181535.519
2019-04-01,2508380.283
2019-05-01,1668417.89
2019-06-01,847480.523
2019-07-01,2163840.671
2019-08-01,798059.842
2019-09-01,1845164.704
2019-10-01,1160118.828
2019-11-01,638097.358
2019-12-01,1380700.394
2020-01-01,702148.685
2020-02-01,503529.244
2020-03-01,1094184.133
2020-04-01,1189399.354
2020-05-01,596359.311
2020-06-01,1074674.38
2020-07-01,614078.375
2020-08-01,1072443.092
2020-09-01,561653.647
2020-10-01,438328.973
2020-11-01,661170.13
2020-12-01,718012.341
2021-01-01,439026.323
2021-02-01,587438.738
2021-03-01,853709.218
2021-04-01,438598.892
2021-05-01,0.0
2021-06-01,1922413.355
2021-07-01,786443.59
2021-08-01,1154308.054
2021-09-01,939628.933
2021-10-01,550707.936
2021-11-01,1262787.6
2021-12-01,977076.503
2022-01-01,945167.894
2022-02-01,983157.735
2022-03-01,947458.858
2022-04-01,586326.169
2022-05-01,1235823.761
2022-06-01,964347.721
2022-07-01,703231.503
2022-08-01,1666015.874
2022-09-01,1276717.614
2022-10-01,1590993.92
2022-11-01,1650741.334
2022-12-01,1434143.445
2023-01-01,2228284.682
2023-02-01,1985196.829
2023-03-01,2079732.81
2023-04-01,1821352.944
2023-05-01,3977855.608
2023-06-01,2255702.995
2023-07-01,5279477.052
2023-08-01,4012765.872
2023-09-01,2661009.033
2023-10-01,6026377.873
2023-11-01,4699866.629
2023-12-01,4196101.038
2024-01-01,7899246.725
2024-02-01,6043700.831
2024-03-01,5133553.977
2024-04-01,11261173.622
2024-05-01,9445737.238
2024-06-01,6451611.996
2024-07-01,15770139.929
2024-08-01,7946886.54
2024-09-01,15256183.287
2024-10-01,11815061.628
2024-11-01,8238994.347
2024-12-01,17386907.684
2025-01-01,12212109.239
2025-02-01,10668126.935
2025-03-01,7786908.872
2025-04-01,15679099.663
2025-05-01,11311379.67
2025-06-01,18662532.189
2025-07-01,17730624.762
2025-08-01,12867990.187
2025-09-01,23911935.282
