Tarih,TP_BTO3
2015-02-01,36290.0
2015-03-01,61274.0
2015-04-01,47372.0
2015-05-01,28918.0
2015-06-01,67714.0
2015-07-01,50397.0
2015-08-01,52094.0
2015-09-01,52096.0
2015-10-01,46880.0
2015-11-01,66654.0
2015-12-01,56418.0
2016-01-01,31436.0
2016-02-01,65143.0
2016-03-01,48184.0
2016-04-01,29271.0
2016-05-01,69228.0
2016-06-01,49349.0
2016-07-01,30737.0
2016-08-01,77546.0
2016-09-01,53867.0
2016-10-01,54778.0
2016-11-01,48833.0
2016-12-01,34156.0
2017-01-01,50391.0
2017-02-01,31249.0
2017-03-01,30422.0
2017-04-01,14954.0
2017-05-01,38680.0
2017-06-01,23447.0
2017-07-01,24242.0
2017-08-01,12341.0
2017-09-01,23950.0
2017-10-01,36426.0
2017-11-01,24601.0
2017-12-01,14391.0
2018-01-01,33912.0
2018-02-01,20956.0
2018-03-01,17277.0
2018-04-01,31219.0
2018-05-01,26101.0
2018-06-01,15493.0
2018-07-01,43404.0
2018-08-01,35611.0
2018-09-01,25163.0
2018-10-01,74923.0
2018-11-01,59576.0
2018-12-01,63103.0
2019-01-01,53525.0
2019-02-01,45175.0
2019-03-01,22571.0
2019-04-01,57176.0
2019-05-01,35500.0
2019-06-01,14793.0
2019-07-01,48694.0
2019-08-01,13761.0
2019-09-01,40202.0
2019-10-01,23177.0
2019-11-01,9744.0
2019-12-01,27294.0
2020-01-01,12928.0
2020-02-01,8449.0
2020-03-01,19262.0
2020-04-01,22342.0
2020-05-01,8859.0
2020-06-01,21128.0
2020-07-01,5043.0
2020-08-01,14556.0
2020-09-01,8186.0
2020-10-01,5627.0
2020-11-01,9818.0
2020-12-01,9004.0
2021-01-01,4866.0
2021-02-01,7514.0
2021-03-01,11437.0
2021-04-01,5089.0
2021-05-01,0.0
2021-06-01,24319.0
2021-07-01,8813.0
2021-08-01,13333.0
2021-09-01,10111.0
2021-10-01,5457.0
2021-11-01,13182.0
2021-12-01,9353.0
2022-01-01,8466.0
2022-02-01,7847.0
2022-03-01,7635.0
2022-04-01,4454.0
2022-05-01,9636.0
2022-06-01,6313.0
2022-07-01,4200.0
2022-08-01,10109.0
2022-09-01,7267.0
2022-10-01,8040.0
2022-11-01,7978.0
2022-12-01,6260.0
2023-01-01,9018.0
2023-02-01,7033.0
2023-03-01,6692.0
2023-04-01,6328.0
2023-05-01,14489.0
2023-06-01,7009.0
2023-07-01,15153.0
2023-08-01,10151.0
2023-09-01,6236.0
2023-10-01,14270.0
2023-11-01,10268.0
2023-12-01,7791.0
2024-01-01,15828.0
2024-02-01,11242.0
2024-03-01,8270.0
2024-04-01,20098.0
2024-05-01,15790.0
2024-06-01,10546.0
2024-07-01,26351.0
2024-08-01,12030.0
2024-09-01,25523.0
2024-10-01,18619.0
2024-11-01,11480.0
2024-12-01,24729.0
2025-01-01,16202.0
2025-02-01,14708.0
2025-03-01,10261.0
2025-04-01,22566.0
2025-05-01,13932.0
2025-06-01,23519.0
2025-07-01,21050.0
2025-08-01,14242.0
2025-09-01,28688.0
