Tarih,TP_BTO1
2014-08-01,1024425.0
2014-09-01,2127943.0
2014-10-01,1605347.0
2014-11-01,985283.0
2014-12-01,2170583.0
2015-01-01,1158004.0
2015-02-01,1220589.0
2015-03-01,1938186.0
2015-04-01,1470315.0
2015-05-01,935716.0
2015-06-01,2039377.0
2015-07-01,1499638.0
2015-08-01,1531784.0
2015-09-01,1504535.0
2015-10-01,1284751.0
2015-11-01,1838360.0
2015-12-01,1553396.0
2016-01-01,922028.0
2016-02-01,1866228.0
2016-03-01,1420072.0
2016-04-01,902018.0
2016-05-01,1965921.0
2016-06-01,1390353.0
2016-07-01,873943.0
2016-08-01,1931012.0
2016-09-01,1359032.0
2016-10-01,1421808.0
2016-11-01,1363511.0
2016-12-01,1056847.0
2017-01-01,1614247.0
2017-02-01,1206356.0
2017-03-01,1272000.0
2017-04-01,777833.0
2017-05-01,1779718.0
2017-06-01,1217359.0
2017-07-01,1287747.0
2017-08-01,777391.0
2017-09-01,1271057.0
2017-10-01,1819537.0
2017-11-01,1289996.0
2017-12-01,815223.0
2018-01-01,1772902.0
2018-02-01,1186800.0
2018-03-01,975134.0
2018-04-01,1585148.0
2018-05-01,1290391.0
2018-06-01,764429.0
2018-07-01,1831505.0
2018-08-01,1277124.0
2018-09-01,806664.0
2018-10-01,1887003.0
2018-11-01,1328526.0
2018-12-01,1341935.0
2019-01-01,1203983.0
2019-02-01,1092865.0
2019-03-01,689649.0
2019-04-01,1510121.0
2019-05-01,1057176.0
2019-06-01,611310.0
2019-07-01,1490535.0
2019-08-01,608137.0
2019-09-01,1437144.0
2019-10-01,1032310.0
2019-11-01,610005.0
2019-12-01,1399323.0
2020-01-01,932882.0
2020-02-01,705444.0
2020-03-01,1121038.0
2020-04-01,927793.0
2020-05-01,525033.0
2020-06-01,1219568.0
2020-07-01,484936.0
2020-08-01,1122456.0
2020-09-01,798959.0
2020-10-01,653706.0
2020-11-01,1080423.0
2020-12-01,939607.0
2021-01-01,547478.0
2021-02-01,856232.0
2021-03-01,1241501.0
2021-04-01,913795.0
2021-05-01,1132389.0
2021-06-01,1061503.0
2021-07-01,716045.0
2021-08-01,1217431.0
2021-09-01,982303.0
2021-10-01,570540.0
2021-11-01,1481192.0
2021-12-01,1086389.0
2022-01-01,1052614.0
2022-02-01,1033077.0
2022-03-01,1083265.0
2022-04-01,641754.0
2022-05-01,1465232.0
2022-06-01,1058785.0
2022-07-01,657963.0
2022-08-01,1526916.0
2022-09-01,1091976.0
2022-10-01,1117826.0
2022-11-01,1105760.0
2022-12-01,849848.0
2023-01-01,1378978.0
2023-02-01,1054900.0
2023-03-01,1197768.0
2023-04-01,711563.0
2023-05-01,1509039.0
2023-06-01,605235.0
2023-07-01,1545053.0
2023-08-01,1084405.0
2023-09-01,681083.0
2023-10-01,1554812.0
2023-11-01,1098516.0
2023-12-01,697897.0
2024-01-01,1486634.0
2024-02-01,1006047.0
2024-03-01,654631.0
2024-04-01,1429514.0
2024-05-01,1051784.0
2024-06-01,614764.0
2024-07-01,1472577.0
2024-08-01,613636.0
2024-09-01,1407588.0
2024-10-01,1028978.0
2024-11-01,632246.0
2024-12-01,1414862.0
2025-01-01,973038.0
2025-02-01,922993.0
2025-03-01,594846.0
2025-04-01,1328308.0
2025-05-01,709060.0
2025-06-01,1189393.0
2025-07-01,976065.0
2025-08-01,594915.0
2025-09-01,1337769.0
