Tarih,TP_BTO5
2000-01-01,2529462.0
2000-02-01,2217931.0
2000-03-01,2231888.0
2000-04-01,1802072.0
2000-05-01,2974510.0
2000-06-01,2503715.0
2000-07-01,2665634.0
2000-08-01,2684497.0
2000-09-01,2148753.0
2000-10-01,3332929.0
2000-11-01,2660894.0
2000-12-01,1772312.0
2001-01-01,3071110.0
2001-02-01,2006166.0
2001-03-01,1705919.0
2001-04-01,2169083.0
2001-05-01,2111176.0
2001-06-01,1677543.0
2001-07-01,2567792.0
2001-08-01,2097469.0
2001-09-01,1664134.0
2001-10-01,2580571.0
2001-11-01,2060474.0
2001-12-01,1981916.0
2002-01-01,1802568.0
2002-02-01,1649163.0
2002-03-01,1486879.0
2002-04-01,2276367.0
2002-05-01,2121922.0
2002-06-01,1706558.0
2002-07-01,2782547.0
2002-08-01,1795423.0
2002-09-01,2771402.0
2002-10-01,2365980.0
2002-11-01,1786399.0
2002-12-01,2748318.0
2003-01-01,2119061.0
2003-02-01,1890664.0
2003-03-01,2026708.0
2003-04-01,2044506.0
2003-05-01,1935411.0
2003-06-01,2520916.0
2003-07-01,2427907.0
2003-08-01,1806334.0
2003-09-01,2808617.0
2003-10-01,2288839.0
2003-11-01,1602755.0
2003-12-01,2749706.0
2004-01-01,1720672.0
2004-02-01,1663381.0
2004-03-01,2410659.0
2004-04-01,1944939.0
2004-05-01,2104118.0
2004-06-01,2183152.0
2004-07-01,2009623.0
2004-08-01,2501145.0
2004-09-01,2234820.0
2004-10-01,1595385.0
2004-11-01,2779037.0
2004-12-01,2198502.0
2005-01-01,1897138.0
2005-02-01,1776374.0
2005-03-01,1909924.0
2005-04-01,1419891.0
2005-05-01,2426565.0
2005-06-01,2012150.0
2005-07-01,1605003.0
2005-08-01,2595068.0
2005-09-01,2070793.0
2005-10-01,2063910.0
2005-11-01,2008518.0
2005-12-01,1734731.0
2006-01-01,2132748.0
2006-02-01,1713189.0
2006-03-01,1842040.0
2006-04-01,1339182.0
2006-05-01,2465981.0
2006-06-01,2031960.0
2006-07-01,2114449.0
2006-08-01,2118684.0
2006-09-01,1569278.0
2006-10-01,2650715.0
2006-11-01,2068066.0
2006-12-01,1511943.0
2007-01-01,2544319.0
2007-02-01,1822517.0
2007-03-01,1645342.0
2007-04-01,2227304.0
2007-05-01,2044172.0
2007-06-01,1511060.0
2007-07-01,2676747.0
2007-08-01,2105752.0
2007-09-01,1506357.0
2007-10-01,2710383.0
2007-11-01,2048656.0
2007-12-01,2043806.0
2008-01-01,1911591.0
2008-02-01,1794461.0
2008-03-01,1873483.0
2008-04-01,1904495.0
2008-05-01,1681530.0
2008-06-01,2294167.0
2008-07-01,2058130.0
2008-08-01,1447947.0
2008-09-01,1896810.0
2008-10-01,2629874.0
2008-11-01,1294962.0
2008-12-01,2369060.0
2009-01-01,1321114.0
2009-02-01,1322059.0
2009-03-01,1992727.0
2009-04-01,1527551.0
2009-05-01,1086893.0
2009-06-01,2090003.0
2009-07-01,1670737.0
2009-08-01,1653572.0
2009-09-01,1634078.0
2009-10-01,1435265.0
2009-11-01,1280792.0
2009-12-01,2295448.0
2010-01-01,1043418.0
2010-02-01,1432263.0
2010-03-01,1961930.0
2010-04-01,1499965.0
2010-05-01,1555023.0
2010-06-01,1584800.0
2010-07-01,1365383.0
2010-08-01,1863815.0
2010-09-01,1586044.0
2010-10-01,1029122.0
2010-11-01,2133755.0
2010-12-01,1614488.0
2011-01-01,1459755.0
2011-02-01,1378855.0
2011-03-01,1489394.0
2011-04-01,1014095.0
2011-05-01,2006916.0
2011-06-01,1543005.0
2011-07-01,1090855.0
2011-08-01,1492054.0
2011-09-01,2177155.0
2011-10-01,1651234.0
2011-11-01,1596027.0
2011-12-01,1310293.0
2012-01-01,1852731.0
2012-02-01,1430964.0
2012-03-01,1205677.0
2012-04-01,1781423.0
2012-05-01,1520539.0
2012-06-01,1015628.0
2012-07-01,2060105.0
2012-08-01,1497966.0
2012-09-01,1018521.0
2012-10-01,2064262.0
2012-11-01,1517367.0
2012-12-01,1518576.0
2013-01-01,1399347.0
2013-02-01,1310806.0
2013-03-01,936210.0
2013-04-01,1864917.0
2013-05-01,1431683.0
2013-06-01,921242.0
2013-07-01,1967387.0
2013-08-01,925881.0
2013-09-01,1990014.0
2013-10-01,1478305.0
2013-11-01,958697.0
2013-12-01,2005981.0
2014-01-01,1379035.0
2014-02-01,1312600.0
2014-03-01,1406439.0
2014-04-01,1435457.0
2014-05-01,1165849.0
2014-06-01,1761520.0
2014-07-01,1438120.0
2014-08-01,970693.0
2014-09-01,2020837.0
2014-10-01,1513827.0
2014-11-01,930199.0
2014-12-01,2057356.0
2015-01-01,1093293.0
2015-02-01,1155879.0
2015-03-01,1834998.0
2015-04-01,1388416.0
2015-05-01,879750.0
2015-06-01,1928196.0
2015-07-01,1414316.0
2015-08-01,1440465.0
2015-09-01,1414335.0
2015-10-01,1199078.0
2015-11-01,1725974.0
2015-12-01,1456011.0
2016-01-01,859690.0
2016-02-01,1753495.0
2016-03-01,1335469.0
2016-04-01,844488.0
2016-05-01,1847945.0
2016-06-01,1305513.0
2016-07-01,812237.0
2016-08-01,1799343.0
2016-09-01,1265935.0
2016-10-01,1323757.0
2016-11-01,1278001.0
2016-12-01,992148.0
2017-01-01,1525225.0
2017-02-01,1145896.0
2017-03-01,1214147.0
2017-04-01,743985.0
2017-05-01,1710609.0
2017-06-01,1171786.0
2017-07-01,1239140.0
2017-08-01,748421.0
2017-09-01,1222922.0
2017-10-01,1751142.0
2017-11-01,1241147.0
2017-12-01,782200.0
2018-01-01,1707953.0
2018-02-01,1141963.0
2018-03-01,936510.0
2018-04-01,1523634.0
2018-05-01,1237948.0
2018-06-01,729313.0
2018-07-01,1751515.0
2018-08-01,1210158.0
2018-09-01,755947.0
2018-10-01,1758579.0
2018-11-01,1226761.0
2018-12-01,1233968.0
2019-01-01,1107452.0
2019-02-01,1010712.0
2019-03-01,641822.0
2019-04-01,1410749.0
2019-05-01,992109.0
2019-06-01,575469.0
2019-07-01,1402581.0
2019-08-01,575270.0
2019-09-01,1360271.0
2019-10-01,983115.0
2019-11-01,584286.0
2019-12-01,1344936.0
2020-01-01,902371.0
2020-02-01,684014.0
2020-03-01,1080582.0
2020-04-01,884604.0
2020-05-01,505531.0
2020-06-01,1180927.0
2020-07-01,471976.0
2020-08-01,1093896.0
2020-09-01,780513.0
2020-10-01,638799.0
2020-11-01,1057167.0
2020-12-01,918686.0
2021-01-01,534295.0
2021-02-01,837238.0
2021-03-01,1214461.0
2021-04-01,802842.0
2021-05-01,854367.0
2021-06-01,1014706.0
2021-07-01,694755.0
2021-08-01,1186939.0
2021-09-01,958484.0
2021-10-01,556085.0
2021-11-01,1450191.0
2021-12-01,1065059.0
2022-01-01,1031315.0
2022-02-01,1013005.0
2022-03-01,1064323.0
2022-04-01,629831.0
2022-05-01,1441744.0
2022-06-01,1042500.0
2022-07-01,646070.0
2022-08-01,1501583.0
2022-09-01,1073421.0
2022-10-01,1096890.0
2022-11-01,1085434.0
2022-12-01,832813.0
2023-01-01,1356922.0
2023-02-01,973625.0
2023-03-01,1037599.0
2023-04-01,615493.0
2023-05-01,1443977.0
2023-06-01,573466.0
2023-07-01,1506330.0
2023-08-01,1058537.0
2023-09-01,663754.0
2023-10-01,1518651.0
2023-11-01,1070502.0
2023-12-01,675958.0
2024-01-01,1448011.0
2024-02-01,977692.0
2024-03-01,632788.0
2024-04-01,1382601.0
2024-05-01,1013304.0
2024-06-01,587233.0
2024-07-01,1411262.0
2024-08-01,582201.0
2024-09-01,1347566.0
2024-10-01,983078.0
2024-11-01,601362.0
2024-12-01,1357248.0
2025-01-01,932004.0
2025-02-01,884884.0
2025-03-01,565947.0
2025-04-01,1270346.0
2025-05-01,671329.0
2025-06-01,1131820.0
2025-07-01,922530.0
2025-08-01,557147.0
2025-09-01,1270831.0
