Tarih,TP_BTO2
2014-08-01,34028866.831
2014-09-01,47322755.175
2014-10-01,39470369.586
2014-11-01,30149730.603
2014-12-01,48619546.678
2015-01-01,32880024.118
2015-02-01,33433203.561
2015-03-01,44937428.47
2015-04-01,38213743.417
2015-05-01,30186153.267
2015-06-01,49238905.636
2015-07-01,40965201.133
2015-08-01,42387711.052
2015-09-01,42162496.897
2015-10-01,38546799.878
2015-11-01,49060925.225
2015-12-01,43244325.486
2016-01-01,32026414.369
2016-02-01,48894481.392
2016-03-01,40584869.622
2016-04-01,31777747.148
2016-05-01,51855869.135
2016-06-01,41906253.309
2016-07-01,31473267.351
2016-08-01,53498714.883
2016-09-01,42336493.426
2016-10-01,44773498.147
2016-11-01,43775887.186
2016-12-01,37814720.67
2017-01-01,48316763.222
2017-02-01,39338578.265
2017-03-01,41882743.808
2017-04-01,32501811.115
2017-05-01,54343837.651
2017-06-01,42583102.265
2017-07-01,46149043.281
2017-08-01,34947684.364
2017-09-01,46822817.118
2017-10-01,60084915.417
2017-11-01,48793670.839
2017-12-01,36930995.563
2018-01-01,61273123.349
2018-02-01,46374746.016
2018-03-01,41581981.228
2018-04-01,59111845.614
2018-05-01,52019414.354
2018-06-01,38188544.301
2018-07-01,68261517.523
2018-08-01,53413195.22
2018-09-01,40036559.765
2018-10-01,70808393.454
2018-11-01,56026250.775
2018-12-01,56547533.374
2019-01-01,52530096.104
2019-02-01,48230383.361
2019-03-01,37018323.292
2019-04-01,61818206.25
2019-05-01,48388986.289
2019-06-01,34367562.869
2019-07-01,64137970.574
2019-08-01,36382010.455
2019-09-01,63439023.437
2019-10-01,51164995.88
2019-11-01,37719958.144
2019-12-01,65568423.282
2020-01-01,50649566.69
2020-02-01,43176008.934
2020-03-01,58662379.25
2020-04-01,53289410.807
2020-05-01,36926659.849
2020-06-01,63445342.607
2020-07-01,42180804.894
2020-08-01,68381781.799
2020-09-01,54206090.737
2020-10-01,49389288.349
2020-11-01,68805807.101
2020-12-01,64559033.507
2021-01-01,48382626.65
2021-02-01,59193506.943
2021-03-01,81640248.982
2021-04-01,66977415.548
2021-05-01,79160520.135
2021-06-01,79300615.296
2021-07-01,61658038.302
2021-08-01,93791596.091
2021-09-01,81648514.628
2021-10-01,57407151.909
2021-11-01,114617023.81
2021-12-01,94670536.157
2022-01-01,99974696.341
2022-02-01,99087821.27
2022-03-01,109622801.282
2022-04-01,89001369.241
2022-05-01,151695567.271
2022-06-01,134441911.657
2022-07-01,107751373.241
2022-08-01,201767098.051
2022-09-01,167224473.768
2022-10-01,183015155.821
2022-11-01,190998798.71
2022-12-01,169194704.901
2023-01-01,250067028.778
2023-02-01,205724112.277
2023-03-01,238926232.967
2023-04-01,174411633.146
2023-05-01,309445836.715
2023-06-01,169782011.718
2023-07-01,356225810.987
2023-08-01,297556235.442
2023-09-01,236331757.128
2023-10-01,422408711.281
2023-11-01,354653187.968
2023-12-01,276852219.27
2024-01-01,467528172.124
2024-02-01,357530434.048
2024-03-01,284504454.395
2024-04-01,506640600.513
2024-05-01,440927456.08
2024-06-01,307449253.783
2024-07-01,606278299.433
2024-08-01,353155649.622
2024-09-01,596276688.16
2024-10-01,513654947.527
2024-11-01,384379891.748
2024-12-01,648281594.198
2025-01-01,529234082.663
2025-02-01,492537979.071
2025-03-01,373420368.194
2025-04-01,684512712.004
2025-05-01,470077262.336
2025-06-01,670721416.902
2025-07-01,649399799.559
2025-08-01,488518869.16
2025-09-01,790834190.176
