Tarih,TP_PBD_V01
2000-01-01,257102.0
2000-02-01,301345.0
2000-03-01,326860.0
2000-04-01,282573.0
2000-05-01,272917.0
2000-06-01,329832.0
2000-07-01,286864.0
2000-08-01,297256.0
2000-09-01,417767.0
2000-10-01,343659.0
2000-11-01,350597.0
2000-12-01,359186.0
2001-01-01,306437.0
2001-02-01,345467.0
2001-03-01,446076.0
2001-04-01,543483.0
2001-05-01,644818.0
2001-06-01,865204.0
2001-07-01,808817.0
2001-08-01,824673.0
2001-09-01,1007775.0
2001-10-01,905768.0
2001-11-01,938652.0
2001-12-01,1070079.0
2002-01-01,881947.0
2002-02-01,805000.0
2002-03-01,849838.0
2002-04-01,866373.0
2002-05-01,548220.0
2002-06-01,732940.0
2002-07-01,550455.0
2002-08-01,595540.0
2002-09-01,691156.0
2002-10-01,615989.0
2002-11-01,718196.0
2002-12-01,714051.0
2003-01-01,616224.0
2003-02-01,600877.0
2003-03-01,621743.0
2003-04-01,537985.0
2003-05-01,575733.0
2003-06-01,733446.0
2003-07-01,543336.0
2003-08-01,558216.0
2003-09-01,725426.0
2003-10-01,596451.0
2003-11-01,610076.0
2003-12-01,633319.0
2004-01-01,700358.0
2004-02-01,553035.0
2004-03-01,662758.0
2004-04-01,671000.0
2004-05-01,557572.0
2004-06-01,826724.0
2004-07-01,514773.0
2004-08-01,780144.0
2004-09-01,778171.0
2004-10-01,685175.0
2004-11-01,604166.0
2004-12-01,926631.0
2005-01-01,823396.0
2005-02-01,722999.0
2005-03-01,759405.0
2005-04-01,772191.0
2005-05-01,708830.0
2005-06-01,984187.0
2005-07-01,920798.0
2005-08-01,844168.0
2005-09-01,1096467.0
2005-10-01,850410.0
2005-11-01,893775.0
2005-12-01,1030971.0
2006-01-01,957114.0
2006-02-01,891234.0
2006-03-01,1020723.0
2006-04-01,958428.0
2006-05-01,978048.0
2006-06-01,1312510.0
2006-07-01,1164119.0
2006-08-01,1102263.0
2006-09-01,1245238.0
2006-10-01,1080717.0
2006-11-01,1056228.0
2006-12-01,1290646.0
2007-01-01,1188279.0
2007-02-01,1226465.0
2007-03-01,1224479.0
2007-04-01,1526018.0
2007-05-01,1375725.0
2007-06-01,1895106.0
2007-07-01,1709386.0
2007-08-01,1731598.0
2007-09-01,2227601.0
2007-10-01,1923958.0
2007-11-01,1938504.0
2007-12-01,2247580.0
2008-01-01,2086154.0
2008-02-01,2176833.0
2008-03-01,2421894.0
2008-04-01,2150559.0
2008-05-01,2356740.0
2008-06-01,2665128.0
2008-07-01,2372838.0
2008-08-01,2552071.0
2008-09-01,2966155.0
2008-10-01,2459670.0
2008-11-01,2379845.0
2008-12-01,1236027.0
2009-01-01,1243487.0
2009-02-01,1286429.0
2009-03-01,1319406.0
2009-04-01,1509318.0
2009-05-01,1483839.0
2009-06-01,1504746.0
2009-07-01,1460084.0
2009-08-01,1405799.0
2009-09-01,1332350.0
2009-10-01,1414139.0
2009-11-01,1559623.0
2009-12-01,1371055.0
2010-01-01,1283104.0
2010-02-01,1473429.0
2010-03-01,1339509.0
2010-04-01,1453113.0
2010-05-01,1412092.0
2010-06-01,1361725.0
2010-07-01,1329253.0
2010-08-01,1333432.0
2010-09-01,1359209.0
2010-10-01,1364246.0
2010-11-01,1279747.0
2010-12-01,1230903.0
2011-01-01,1271510.0
2011-02-01,1353411.0
2011-03-01,1406978.0
2011-04-01,1409651.0
2011-05-01,1331719.0
2011-06-01,1237671.0
2011-07-01,1282411.0
2011-08-01,1440495.0
2011-09-01,1503818.0
2011-10-01,1675752.0
2011-11-01,1637836.0
2011-12-01,1669291.0
2012-01-01,2080537.0
2012-02-01,2162406.0
2012-03-01,2398675.0
2012-04-01,2324032.0
2012-05-01,2399343.0
2012-06-01,2344760.0
2012-07-01,2424400.0
2012-08-01,2586809.0
2012-09-01,2589977.0
2012-10-01,2216331.0
2012-11-01,2102136.0
2012-12-01,2337721.0
2013-01-01,2321398.0
2013-02-01,2469070.0
2013-03-01,2529492.0
2013-04-01,2653396.0
2013-05-01,2945194.0
2013-06-01,2857385.0
2013-07-01,2696965.0
2013-08-01,2906856.0
2013-09-01,2534109.0
2013-10-01,2639337.0
2013-11-01,2682813.0
2013-12-01,2692703.0
2014-01-01,2849389.0
2014-02-01,3178679.0
2014-03-01,3008359.0
2014-04-01,3262491.0
2014-05-01,2762651.0
2014-06-01,2694909.0
2014-07-01,2680886.0
2014-08-01,2743343.0
2014-09-01,2695055.0
2014-10-01,2762400.0
2014-11-01,2967255.0
2014-12-01,2681279.0
2015-01-01,2879829.0
2015-02-01,3525533.0
2015-03-01,3021059.0
2015-04-01,3095831.0
2015-05-01,3570106.0
2015-06-01,3274277.0
2015-07-01,3220233.0
2015-08-01,3591824.0
2015-09-01,3735398.0
2015-10-01,3567443.0
2015-11-01,3319216.0
2015-12-01,3055910.0
2016-01-01,3564727.0
2016-02-01,3614530.0
2016-03-01,3522811.0
2016-04-01,3867748.0
2016-05-01,3406074.0
2016-06-01,3293887.0
2016-07-01,3011372.0
2016-08-01,2994849.0
2016-09-01,2939221.0
2016-10-01,3246699.0
2016-11-01,3198130.0
2016-12-01,3311758.0
2017-01-01,3646150.0
2017-02-01,3563934.0
2017-03-01,3401464.0
2017-04-01,3653390.0
2017-05-01,3603490.0
2017-06-01,3708096.0
2017-07-01,3891809.0
2017-08-01,4046714.0
2017-09-01,3838935.0
2017-10-01,4084052.0
2017-11-01,5130690.0
2017-12-01,4955156.0
2018-01-01,4917051.0
2018-02-01,5442284.0
